source_period_code,snapshot_date,outlet_code,outlet_name,item_code,item_name,category_name,super_category_name,canonical_uom,average_unit_cost,current_stock_qty,closing_value,forecast_required_qty,required_qty_with_safety,valid_open_po_qty,valid_open_po_count,open_po_value,shortage_qty,days_cover,stockout_risk_severity,risk_severity,risk_severity_rank,risk_type,shortage_cost_value,total_risk_value,criticality,primary_vendor,alternate_vendor,vendor_mapping_status,action_id,recommended_action,action_owner,due_band
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,kg,340.0,16.962,5767.08,0.23676,0.272273,0.0,0.0,0.0,0.0,501.496244,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING032,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,kg,278.71,67.2991,18756.93,0.63947,0.73539,14.23,1.0,4206.53,0.0,892.463603,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING033,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING034,Salsa,Syrups & Sauces,Raw Material,kg,192.56,40.5761,7813.33,0.10857,0.124856,25.56,1.0,4993.4,0.0,4264.094133,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING034,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING035,Aioli,Syrups & Sauces,Raw Material,kg,310.0,17.5013,5425.4,0.114591,0.13178,0.0,0.0,0.0,0.0,1069.098795,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING035,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING036,Cold Cup,Packaging,Consumable,pcs,3.33,5245.1,17466.18,183.3567,210.860205,940.0,1.0,3045.6,0.0,236.128268,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING036,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING037,Hot Cup,Packaging,Consumable,pcs,2.8,5540.12,15512.34,246.6401,283.636115,0.0,0.0,0.0,0.0,157.236556,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING037,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING038,Lid,Packaging,Consumable,pcs,1.12,2413.336,2702.94,429.9968,494.49632,945.0,1.0,1077.3,0.0,54.670993,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING038,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING039,Straw,Packaging,Consumable,pcs,0.55,595.816,327.7,183.3567,210.860205,392.74,1.0,216.01,0.0,37.740055,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING039,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING040,Napkin,Packaging,Consumable,pcs,0.32,848.276,271.45,670.6154,771.20771,0.0,0.0,0.0,0.0,8.854452,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING040,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING041,Dessert Box,Packaging,Consumable,pcs,5.07,566.511,2872.21,84.3982,97.05793,605.0,1.0,3139.95,0.0,97.165307,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING041,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING042,Sandwich Box,Packaging,Consumable,pcs,6.85,849.62,5819.9,49.945,57.43675,0.0,0.0,0.0,0.0,119.077786,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING042,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING043,Wrap Packaging,Packaging,Consumable,pcs,5.94,1216.096,7223.61,14.6072,16.79828,0.0,0.0,0.0,0.0,582.772331,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING043,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING001,Coffee Beans,Coffee Inputs,Raw Material,kg,980.0,1.3516,1324.57,8.003175,9.203651,0.0,0.0,0.0,7.852051,1.182181,RED,RED,3,STOCKOUT,7695.01,7695.01,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING001,Monitor,Procurement,Due today
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING002,Milk,Dairy,Raw Material,litre,72.86,52.4799,3823.69,69.388109,79.796326,0.0,0.0,0.0,27.316426,5.294269,RED,RED,3,STOCKOUT,1990.27,1990.27,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING002,Monitor,Procurement,Due today
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING003,Oat Milk,Dairy Alternative,Raw Material,litre,185.0,7.629,1411.37,5.260991,6.05014,0.0,0.0,0.0,0.0,10.150748,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING003,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING004,Cream,Dairy,Raw Material,litre,210.37,84.6019,17797.7,2.44006,2.806069,0.0,0.0,0.0,0.0,242.704414,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING004,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING005,Paneer,Dairy,Raw Material,kg,360.28,58.238,20981.99,1.878326,2.160075,12.5,1.0,4724.75,0.0,263.620905,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING005,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING006,Cheese,Dairy,Raw Material,kg,485.59,87.4209,42450.71,1.418791,1.63161,20.38,2.0,9979.44,0.0,531.865722,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING006,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING007,Chicken,Protein,Raw Material,kg,335.94,22.6677,7614.99,2.517222,2.894805,33.59,1.0,11117.95,0.0,156.44385,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING007,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING008,Egg,Protein,Raw Material,pcs,7.09,262.992,1864.61,8.5488,9.83112,0.0,0.0,0.0,0.0,215.345312,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING008,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING009,Bread,Bakery,Raw Material,pcs,12.0,94.16,1129.92,53.8666,61.94659,0.0,0.0,0.0,0.0,12.236154,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING009,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING010,Bagel,Bakery,Raw Material,pcs,28.0,108.75,3045.0,5.8553,6.733595,0.0,0.0,0.0,0.0,130.010418,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING010,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING011,Tortilla,Bakery,Raw Material,pcs,14.44,525.093,7582.34,13.4521,15.469915,0.0,0.0,0.0,0.0,273.23994,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING011,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING012,Croissant Base,Bakery,Raw Material,pcs,42.66,468.604,19990.65,37.7682,43.43343,0.0,0.0,0.0,0.0,86.851584,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING012,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING013,Brownie Base,Dessert Inputs,Raw Material,pcs,33.38,223.212,7450.82,7.1524,8.22526,41.3,1.0,1378.59,0.0,258.875902,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING013,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING014,Cake Base,Dessert Inputs,Raw Material,pcs,45.74,100.7505,4608.33,50.859075,58.487936,0.0,0.0,0.0,0.0,13.866817,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING014,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING015,Cheesecake Base,Dessert Inputs,Raw Material,pcs,74.96,341.902,25628.97,7.9066,9.09259,0.0,0.0,0.0,0.0,302.698252,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING015,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,litre,256.62,45.1409,11584.06,3.817588,4.390226,0.0,0.0,0.0,0.0,82.77119,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING016,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,litre,252.66,60.1806,15205.23,1.242915,1.429352,0.0,0.0,0.0,0.0,338.932475,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING017,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,litre,237.73,61.5405,14630.02,0.586609,0.674601,0.0,0.0,0.0,0.0,734.362054,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING018,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,litre,91.16,41.9196,3821.39,7.810293,8.981837,0.0,0.0,0.0,0.0,37.570574,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING019,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING020,Tea Leaves,Tea Inputs,Raw Material,kg,615.19,36.6321,22535.7,0.110142,0.126664,0.0,0.0,0.0,0.0,2328.124007,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING020,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING021,Matcha Powder,Tea Inputs,Raw Material,kg,2150.0,6.0,12900.0,0.0,0.0,0.0,0.0,0.0,0.0,,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING021,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING022,Ice,Beverage Inputs,Raw Material,kg,12.48,538.9568,6726.18,24.990183,28.73871,0.0,0.0,0.0,0.0,150.967186,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING022,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING023,Lemon,Produce,Raw Material,kg,110.0,22.7324,2500.56,0.97952,1.126448,0.0,0.0,0.0,0.0,162.453867,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING023,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,litre,0.0,10.6682,0.0,0.305428,0.351243,0.0,0.0,0.0,0.0,244.500535,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING024,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,kg,420.0,17.6286,7404.01,1.114396,1.281555,0.0,0.0,0.0,0.0,110.73281,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING025,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING026,Banana,Produce,Raw Material,kg,73.42,208.1821,15284.73,1.407238,1.618323,0.0,0.0,0.0,0.0,1035.556966,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING026,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING027,Butter,Dairy,Raw Material,kg,530.54,125.3617,66509.4,1.007344,1.158446,0.0,0.0,0.0,0.0,871.13429,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING027,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING028,Lettuce,Produce,Raw Material,kg,91.77,31.8618,2923.96,0.754692,0.867895,26.07,1.0,2616.39,0.0,537.335587,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING028,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING029,Onion,Produce,Raw Material,kg,42.33,123.3026,5219.4,0.269042,0.309398,0.0,0.0,0.0,0.0,3208.116948,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING029,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING030,Capsicum,Produce,Raw Material,kg,84.0,25.5379,2145.18,0.336302,0.386748,0.0,0.0,0.0,0.0,531.56102,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING030,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING031,Tomato,Produce,Raw Material,kg,55.27,153.6999,8494.99,0.624042,0.717648,20.1,1.0,1047.81,0.0,1949.547146,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING031,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,kg,340.17,68.1502,23182.65,0.177921,0.204609,11.86,1.0,4016.86,0.0,3147.865626,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING032,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,kg,290.76,36.275,10547.32,0.625056,0.718815,0.0,0.0,0.0,0.0,406.243276,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING033,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING034,Salsa,Syrups & Sauces,Raw Material,kg,187.35,17.7438,3324.3,0.059523,0.068451,0.0,0.0,0.0,0.0,2086.716788,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING034,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING035,Aioli,Syrups & Sauces,Raw Material,kg,310.0,17.6204,5462.32,0.087235,0.10032,0.0,0.0,0.0,0.0,1413.91414,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING035,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING036,Cold Cup,Packaging,Consumable,pcs,3.34,3530.338,11791.33,184.4394,212.10531,434.33,1.0,1446.32,0.0,150.470431,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING036,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING037,Hot Cup,Packaging,Consumable,pcs,2.91,3459.49,10067.12,272.0912,312.90488,1440.99,2.0,4265.3,0.0,126.073023,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING037,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING038,Lid,Packaging,Consumable,pcs,1.1,5190.7255,5709.8,456.5306,525.01019,464.96,2.0,515.83,0.0,86.718828,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING038,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING039,Straw,Packaging,Consumable,pcs,0.55,2137.307,1175.52,184.4394,212.10531,273.85,1.0,147.88,0.0,91.510268,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING039,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING040,Napkin,Packaging,Consumable,pcs,0.33,6285.275,2074.14,710.1276,816.64674,0.0,0.0,0.0,0.0,61.956365,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING040,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING041,Dessert Box,Packaging,Consumable,pcs,5.13,979.24,5023.5,106.67,122.6705,173.93,1.0,906.18,0.0,75.674416,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING041,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING042,Sandwich Box,Packaging,Consumable,pcs,6.65,1582.268,10522.08,43.8438,50.42037,173.89,1.0,1140.72,0.0,280.384136,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING042,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,ING043,Wrap Packaging,Packaging,Consumable,pcs,5.66,1292.347,7314.68,13.4521,15.469915,0.0,0.0,0.0,0.0,672.491953,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT003:ING043,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING001,Coffee Beans,Coffee Inputs,Raw Material,kg,989.38,0.1829,180.96,8.773172,10.089148,0.0,0.0,0.0,9.906248,0.145934,RED,RED,3,STOCKOUT,9801.04,9801.04,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING001,Monitor,Procurement,Due today
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING002,Milk,Dairy,Raw Material,litre,73.48,344.0742,25282.57,72.959821,83.903794,0.0,0.0,0.0,0.0,33.011586,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING002,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING003,Oat Milk,Dairy Alternative,Raw Material,litre,0.0,82.9834,0.0,3.449191,3.966569,46.38,1.0,9055.23,0.0,262.538057,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING003,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING004,Cream,Dairy,Raw Material,litre,215.81,169.2357,36522.76,1.661694,1.910948,0.0,0.0,0.0,0.0,712.916952,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING004,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING005,Paneer,Dairy,Raw Material,kg,374.74,88.0768,33005.9,2.096735,2.411245,9.05,1.0,3380.08,0.0,324.260147,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING005,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING006,Cheese,Dairy,Raw Material,kg,485.15,52.9957,25710.86,1.714271,1.971412,0.0,0.0,0.0,0.0,216.400966,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING006,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING007,Chicken,Protein,Raw Material,kg,321.49,179.9679,57857.88,2.422531,2.785911,0.0,0.0,0.0,0.0,520.024429,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING007,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING008,Egg,Protein,Raw Material,pcs,7.07,970.964,6864.72,8.0594,9.26831,0.0,0.0,0.0,0.0,843.331762,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING008,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING009,Bread,Bakery,Raw Material,pcs,12.62,861.8632,10876.71,70.3941,80.953215,163.08,1.0,2058.07,0.0,101.920508,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING009,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING010,Bagel,Bakery,Raw Material,pcs,28.82,1271.166,36635.0,10.3268,11.87582,33.84,1.0,959.36,0.0,884.595615,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING010,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING011,Tortilla,Bakery,Raw Material,pcs,15.19,1617.516,24570.07,7.3009,8.396035,0.0,0.0,0.0,0.0,1550.851539,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING011,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING012,Croissant Base,Bakery,Raw Material,pcs,41.1,354.5326,14571.29,31.2445,35.931175,0.0,0.0,0.0,0.0,79.429282,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING012,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING013,Brownie Base,Dessert Inputs,Raw Material,pcs,34.92,1366.764,47727.4,2.2639,2.603485,0.0,0.0,0.0,0.0,4226.047087,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING013,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING014,Cake Base,Dessert Inputs,Raw Material,pcs,45.5,334.1203,15202.47,29.801435,34.27165,0.0,0.0,0.0,0.0,78.480855,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING014,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING015,Cheesecake Base,Dessert Inputs,Raw Material,pcs,71.1,370.49,26341.84,2.7349,3.145135,0.0,0.0,0.0,0.0,948.272332,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING015,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,litre,262.6,27.1726,7135.52,3.355998,3.859398,0.0,0.0,0.0,0.0,56.677092,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING016,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,litre,252.5,96.4214,24346.4,0.990324,1.138873,0.0,0.0,0.0,0.0,681.544376,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING017,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,litre,236.39,87.4134,20663.65,0.554806,0.638026,0.0,0.0,0.0,0.0,1102.897823,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING018,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,litre,91.12,74.5411,6792.19,8.406567,9.667552,76.92,1.0,7003.57,0.0,126.118985,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING019,Monitor,Supply Chain,Monitor
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,ING020,Tea Leaves,Tea Inputs,Raw Material,kg,631.58,62.0029,39159.79,0.14634,0.168292,0.0,0.0,0.0,0.0,2965.824908,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_02:OUT001:ING020,Monitor,Supply Chain,Monitor
