source_period_code,outlet_code,outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,item_code,item_name,category_name,super_category_name,average_price,opening_date,opening_qty,canonical_uom,opening_amt,purchase_qty,purchase_amt,stock_in_qty,stock_in_amt,consumption_qty,consumption_amt,source_yield_wastage_qty,source_yield_wastage_amt,stock_out_qty,stock_out_amt,stock_out_plus_consumption_qty,stock_out_plus_consumption_amt,wastage_qty,wastage_amt,reuse_qty,reuse_amt,return_qty,return_amt,closing_date,closing_qty,closing_amt,latest_physical_date,physical_qty,physical_amt,variance_qty,variance_amt,variance_percent,physical_gain_loss_qty,physical_gain_loss_amt,actual_consumption_qty,actual_consumption_amt,ideal_closing_qty,ideal_closing_amt,physical_adjusted_closing_qty,physical_adjusted_closing_amt,theoretical_qty,variance_value,leakage_value,low_consumption_qty,low_consumption_value
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING005,Paneer,Dairy,Raw Material,362.26,2026-01-01,26.4,kg,9563.66,71.33,25840.01,0.0,0.0,9.5547,3461.29,0,0,0.0,0.0,9.5547,3461.29,0.0,0.0,0,0,0.0,0.0,2026-01-31,88.1753,31942.38,2026-01-31,88.1513,31933.69,0.5747,208.19,6.4,-0.024,-8.69,9.5547,3461.29,88.75,32150.58,88.1513,31933.69,8.98,208.19,208.19,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING006,Cheese,Dairy,Raw Material,0.0,2026-01-01,22.0,kg,0.0,0.0,0.0,0.0,0.0,6.923,0.0,0,0,0.0,0.0,6.923,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,15.077,0.0,2026-01-31,15.037,0.0,0.398,0.0,6.1,-0.04,-0.0,6.923,0.0,15.475,0.0,15.037,0.0,6.525,0.0,0.0,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING007,Chicken,Protein,Raw Material,327.71,2026-01-01,33.75,kg,11060.21,160.31,52535.19,0.0,0.0,11.2998,3703.06,0,0,0.0,0.0,11.2998,3703.06,0.0,0.0,0,0,0.0,0.0,2026-01-31,182.7602,59892.35,2026-01-31,182.7042,59873.99,0.3398,111.36,3.1,-0.056,-18.35,11.2998,3703.06,183.1,60003.7,182.7042,59873.99,10.96,111.36,111.36,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING008,Egg,Protein,Raw Material,7.1,2026-01-01,300.0,pcs,2130.0,385.0,2733.5,0.0,0.0,26.988,191.61,0,0,0.0,0.0,26.988,191.61,0.0,0.0,0,0,0.0,0.0,2026-01-31,658.012,4671.89,2026-01-31,657.292,4666.77,0.988,7.01,3.8,-0.72,-5.11,26.988,191.61,659.0,4678.9,657.292,4666.77,26.0,7.01,7.01,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING009,Bread,Bakery,Raw Material,11.84,2026-01-01,337.5,pcs,3996.0,1080.0,12787.2,0.0,0.0,252.052,2984.3,0,0,0.0,0.0,252.052,2984.3,3.416,40.45,0,0,0.0,0.0,2026-01-31,1162.032,13758.46,2026-01-31,1162.032,13758.46,11.468,135.78,4.7,0.0,0.0,255.468,3024.74,1170.084,13853.79,1162.032,13758.46,244.0,135.78,135.78,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING010,Bagel,Bakery,Raw Material,27.8,2026-01-01,135.0,pcs,3753.0,570.0,15846.0,0.0,0.0,22.704,631.17,0,0,0.0,0.0,22.704,631.17,0.0,0.0,0,0,6.0,166.8,2026-01-31,676.296,18801.03,2026-01-31,676.056,18794.36,0.704,19.57,3.2,-0.24,-6.67,22.704,631.17,677.0,18820.6,676.056,18794.36,22.0,19.57,19.57,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING011,Tortilla,Bakery,Raw Material,15.47,2026-01-01,225.0,pcs,3480.75,1330.0,20575.1,0.0,0.0,63.135,976.7,0,0,0.0,0.0,63.135,976.7,0.0,0.0,0,0,0.0,0.0,2026-01-31,1491.865,23079.15,2026-01-31,1492.065,23082.25,2.135,33.03,3.5,0.2,3.09,63.135,976.7,1494.0,23112.18,1492.065,23082.25,61.0,33.03,33.03,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING012,Croissant Base,Bakery,Raw Material,42.5,2026-01-01,150.0,pcs,6375.0,600.0,25500.0,0.0,0.0,160.836,6835.53,0,0,0.0,0.0,160.836,6835.53,2.184,92.82,0,0,0.0,0.0,2026-01-31,586.98,24946.65,2026-01-31,587.11,24952.17,7.02,298.35,4.5,0.13,5.53,163.02,6928.35,591.816,25152.18,587.11,24952.17,156.0,298.35,298.35,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.0,2026-01-01,165.0,pcs,5610.0,0.0,0.0,18.0,612.0,19.741,671.19,0,0,0.0,0.0,19.741,671.19,0.0,0.0,0,0,0.0,0.0,2026-01-31,163.259,5550.81,2026-01-31,163.679,5565.09,0.741,25.19,3.9,0.42,14.28,19.741,671.19,164.0,5576.0,163.679,5565.09,19.0,25.19,25.19,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,45.71,2026-01-01,144.225,pcs,6592.52,215.0,9827.65,0.0,0.0,165.6985,7574.08,0,0,0.0,0.0,165.6985,7574.08,2.2435,102.55,0,0,0.0,0.0,2026-01-31,191.283,8743.55,2026-01-31,191.383,8748.12,7.692,351.6,4.8,0.1,4.57,167.942,7676.63,196.7315,8992.6,191.383,8748.12,160.25,351.6,351.6,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,72.0,2026-01-01,82.5,pcs,5940.0,0.0,0.0,0.0,0.0,21.756,1566.43,0,0,0.0,0.0,21.756,1566.43,0.0,0.0,0,0,0.0,0.0,2026-01-31,60.744,4373.57,2026-01-31,60.534,4358.45,0.756,54.43,3.6,-0.21,-15.12,21.756,1566.43,61.5,4428.0,60.534,4358.45,21.0,54.43,54.43,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,262.64,2026-01-01,27.0,litre,7091.28,60.1,15784.66,0.0,0.0,14.1865,3725.94,0,0,0.0,0.0,14.1865,3725.94,0.0,0.0,0,0,0.0,0.0,2026-01-31,72.9135,19150.0,2026-01-31,72.9135,19150.0,0.5062,132.95,3.7,0.0,0.0,14.1865,3725.94,73.4197,19282.95,72.9135,19150.0,13.6803,132.95,132.95,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,250.0,2026-01-01,24.0,litre,6000.0,0.0,0.0,0.0,0.0,4.5964,1149.1,0,0,0.0,0.0,4.5964,1149.1,0.0,0.0,0,0,0.0,0.0,2026-01-31,19.4036,4850.9,2026-01-31,19.4036,4850.9,0.164,41.0,3.7,0.0,0.0,4.5964,1149.1,19.5676,4891.9,19.4036,4850.9,4.4324,41.0,41.0,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,241.71,2026-01-01,24.0,litre,5801.04,51.39,12421.48,0.0,0.0,1.864,450.55,0,0,0.0,0.0,1.864,450.55,0.0,0.0,0,0,0.0,0.0,2026-01-31,73.526,17771.97,2026-01-31,73.466,17757.47,0.0665,16.07,3.7,-0.06,-14.5,1.864,450.55,73.5925,17788.04,73.466,17757.47,1.7975,16.07,16.07,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,89.48,2026-01-01,39.6,litre,3543.41,41.45,3708.95,0.0,0.0,31.808,2846.18,0,0,0.0,0.0,31.808,2846.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,49.242,4406.17,2026-01-31,49.35,4415.84,1.1349,101.55,3.7,0.108,9.66,31.808,2846.18,50.3769,4507.73,49.35,4415.84,30.6731,101.55,101.55,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,620.0,2026-01-01,13.5,kg,8370.0,0.0,0.0,0.0,0.0,0.7273,450.93,0,0,0.0,0.0,0.7273,450.93,0.0,0.0,0,0,0.0,0.0,2026-01-31,12.7727,7919.07,2026-01-31,12.7627,7912.87,0.0239,14.82,3.4,-0.01,-6.2,0.7273,450.93,12.7966,7933.89,12.7627,7912.87,0.7034,14.82,14.82,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2085.57,2026-01-01,6.0,kg,12513.42,16.63,34683.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,22.63,47196.45,2026-01-31,22.618,47171.42,0.0,0.0,0.0,-0.012,-25.03,0.0,0.0,22.63,47196.45,22.618,47171.42,0.0,0.0,0.0,-0.0,-0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING022,Ice,Beverage Inputs,Raw Material,12.14,2026-01-01,300.0,kg,3642.0,795.16,9653.24,0.0,0.0,106.9358,1298.2,0,0,0.0,0.0,106.9358,1298.2,1.4507,17.61,0,0,0.0,0.0,2026-01-31,986.7735,11979.43,2026-01-31,986.5335,11976.52,4.7665,57.87,4.6,-0.24,-2.91,108.3865,1315.81,990.0893,12019.68,986.5335,11976.52,103.62,57.87,57.87,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING023,Lemon,Produce,Raw Material,105.67,2026-01-01,27.0,kg,2853.09,27.29,2883.73,0.0,0.0,4.8008,507.3,0,0,0.0,0.0,4.8008,507.3,0.0,0.0,0,0,0.0,0.0,2026-01-31,49.4892,5229.52,2026-01-31,49.4892,5229.52,0.2803,29.62,6.2,0.0,0.0,4.8008,507.3,49.7695,5259.14,49.4892,5229.52,4.5205,29.62,29.62,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,405.03,2026-01-01,12.0,litre,4860.36,18.94,7671.27,0.0,0.0,2.8005,1134.29,0,0,0.0,0.0,2.8005,1134.29,0.0,0.0,0,0,0.0,0.0,2026-01-31,28.1395,11397.34,2026-01-31,28.1315,11394.1,0.0973,39.41,3.6,-0.008,-3.24,2.8005,1134.29,28.2368,11436.75,28.1315,11394.1,2.7032,39.41,39.41,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,417.53,2026-01-01,22.5,kg,9394.42,90.5,37786.46,0.0,0.0,3.6899,1540.64,0,0,0.0,0.0,3.6899,1540.64,0.0,0.0,0,0,0.764,318.99,2026-01-31,108.5461,45321.25,2026-01-31,108.5661,45329.6,0.1179,49.23,3.3,0.02,8.35,3.6899,1540.64,108.664,45370.48,108.5661,45329.6,3.572,49.23,49.23,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING026,Banana,Produce,Raw Material,71.94,2026-01-01,45.0,kg,3237.3,142.65,10262.24,0.0,0.0,4.1117,295.8,0,0,0.0,0.0,4.1117,295.8,0.0,0.0,0,0,1.702,122.44,2026-01-31,181.8363,13081.3,2026-01-31,181.7283,13073.53,0.2437,17.53,6.3,-0.108,-7.77,4.1117,295.8,182.08,13098.84,181.7283,13073.53,3.868,17.53,17.53,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING027,Butter,Dairy,Raw Material,537.38,2026-01-01,18.0,kg,9672.84,12.43,6679.63,0.0,0.0,4.1259,2217.18,0,0,0.0,0.0,4.1259,2217.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,26.3041,14135.3,2026-01-31,26.3201,14143.9,0.2409,129.45,6.2,0.016,8.6,4.1259,2217.18,26.545,14264.75,26.3201,14143.9,3.885,129.45,129.45,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING028,Lettuce,Produce,Raw Material,95.0,2026-01-01,18.0,kg,1710.0,0.0,0.0,0.0,0.0,3.5703,339.18,0,0,0.0,0.0,3.5703,339.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,14.4297,1370.82,2026-01-31,14.4577,1373.48,0.2053,19.5,6.1,0.028,2.66,3.5703,339.18,14.635,1390.33,14.4577,1373.48,3.365,19.5,19.5,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING029,Onion,Produce,Raw Material,42.0,2026-01-01,45.0,kg,1890.0,0.0,0.0,0.0,0.0,1.292,54.26,0,0,0.0,0.0,1.292,54.26,0.0,0.0,0,0,0.0,0.0,2026-01-31,43.708,1835.74,2026-01-31,43.672,1834.22,0.072,3.02,5.9,-0.036,-1.51,1.292,54.26,43.78,1838.76,43.672,1834.22,1.22,3.02,3.02,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING030,Capsicum,Produce,Raw Material,84.33,2026-01-01,27.0,kg,2276.91,44.09,3718.11,0.0,0.0,1.618,136.45,0,0,0.0,0.0,1.618,136.45,0.0,0.0,0,0,0.0,0.0,2026-01-31,69.472,5858.57,2026-01-31,69.512,5861.95,0.093,7.84,6.1,0.04,3.37,1.618,136.45,69.565,5866.42,69.512,5861.95,1.525,7.84,7.84,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING031,Tomato,Produce,Raw Material,54.0,2026-01-01,45.0,kg,2430.0,0.0,0.0,0.0,0.0,2.8965,156.41,0,0,0.0,0.0,2.8965,156.41,0.0,0.0,0,0,0.0,0.0,2026-01-31,42.1035,2273.59,2026-01-31,42.0315,2269.7,0.1665,8.99,6.1,-0.072,-3.89,2.8965,156.41,42.27,2282.58,42.0315,2269.7,2.73,8.99,8.99,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,340.0,2026-01-01,18.0,kg,6120.0,0.0,0.0,0.0,0.0,1.038,352.92,0,0,0.0,0.0,1.038,352.92,0.0,0.0,0,0,0.0,0.0,2026-01-31,16.962,5767.08,2026-01-31,16.994,5777.96,0.038,12.92,3.8,0.032,10.88,1.038,352.92,17.0,5780.0,16.994,5777.96,1.0,12.92,12.92,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,278.71,2026-01-01,18.0,kg,5016.78,52.07,14512.43,0.0,0.0,2.7709,772.28,0,0,0.0,0.0,2.7709,772.28,0.0,0.0,0,0,0.0,0.0,2026-01-31,67.2991,18756.93,2026-01-31,67.3151,18761.39,0.0859,23.94,3.2,0.016,4.46,2.7709,772.28,67.385,18780.87,67.3151,18761.39,2.685,23.94,23.94,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,192.56,2026-01-01,18.0,kg,3466.08,23.04,4436.58,0.0,0.0,0.4639,89.33,0,0,0.0,0.0,0.4639,89.33,0.0,0.0,0,0,0.0,0.0,2026-01-31,40.5761,7813.33,2026-01-31,40.5281,7804.09,0.0139,2.68,3.09,-0.048,-9.24,0.4639,89.33,40.59,7816.01,40.5281,7804.09,0.45,2.68,2.68,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,310.0,2026-01-01,18.0,kg,5580.0,0.0,0.0,0.0,0.0,0.4987,154.6,0,0,0.0,0.0,0.4987,154.6,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.5013,5425.4,2026-01-31,17.5013,5425.4,0.0187,5.8,3.9,0.0,0.0,0.4987,154.6,17.52,5431.2,17.5013,5425.4,0.48,5.8,5.8,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING036,Cold Cup,Packaging,Consumable,3.33,2026-01-01,1540.0,pcs,5128.2,4395.0,14635.35,140.0,466.2,819.092,2727.58,0,0,0.0,0.0,819.092,2727.58,10.808,35.99,0,0,0.0,0.0,2026-01-31,5245.1,17466.18,2026-01-31,5242.3,17456.86,57.9,192.81,7.5,-2.8,-9.32,829.9,2763.57,5292.192,17623.0,5242.3,17456.86,772.0,192.81,192.81,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING037,Hot Cup,Packaging,Consumable,2.8,2026-01-01,1540.0,pcs,4312.0,5115.0,14322.0,0.0,0.0,1100.32,3080.9,0,0,0.0,0.0,1100.32,3080.9,14.56,40.77,0,0,0.0,0.0,2026-01-31,5540.12,15512.34,2026-01-31,5537.32,15504.5,74.88,209.66,7.2,-2.8,-7.84,1114.88,3121.66,5600.44,15681.23,5537.32,15504.5,1040.0,209.66,209.66,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING038,Lid,Packaging,Consumable,1.12,2026-01-01,1630.8,pcs,1826.5,2725.0,3052.0,0.0,0.0,1917.096,2147.15,0,0,0.0,0.0,1917.096,2147.15,25.368,28.41,0,0,0.0,0.0,2026-01-31,2413.336,2702.94,2026-01-31,2409.136,2698.23,130.464,146.12,7.2,-4.2,-4.7,1942.464,2175.56,2518.432,2820.64,2409.136,2698.23,1812.0,146.12,146.12,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING039,Straw,Packaging,Consumable,0.55,2026-01-01,1100.0,pcs,605.0,327.26,179.99,0.0,0.0,820.636,451.35,0,0,0.0,0.0,820.636,451.35,10.808,5.94,0,0,0.0,0.0,2026-01-31,595.816,327.7,2026-01-31,596.816,328.25,59.444,32.69,7.7,1.0,0.55,831.444,457.29,644.452,354.45,596.816,328.25,772.0,32.69,32.69,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING040,Napkin,Packaging,Consumable,0.32,2026-01-01,2543.4,pcs,813.89,1340.0,428.8,0.0,0.0,2995.56,958.58,0,0,0.0,0.0,2995.56,958.58,39.564,12.66,0,0,0.0,0.0,2026-01-31,848.276,271.45,2026-01-31,853.676,273.18,209.124,66.92,7.4,5.4,1.73,3035.124,971.24,1017.836,325.71,853.676,273.18,2826.0,66.92,66.92,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING041,Dessert Box,Packaging,Consumable,5.07,2026-01-01,396.0,pcs,2007.72,555.0,2813.85,0.0,0.0,379.491,1924.02,0,0,0.0,0.0,379.491,1924.02,4.998,25.34,0,0,0.0,0.0,2026-01-31,566.511,2872.21,2026-01-31,567.591,2877.69,27.489,139.37,7.7,1.08,5.48,384.489,1949.36,589.002,2986.24,567.591,2877.69,357.0,139.37,139.37,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING042,Sandwich Box,Packaging,Consumable,6.85,2026-01-01,396.0,pcs,2712.6,680.0,4658.0,0.0,0.0,223.44,1530.56,0,0,0.0,0.0,223.44,1530.56,2.94,20.14,0,0,0.0,0.0,2026-01-31,849.62,5819.9,2026-01-31,849.98,5822.36,16.38,112.2,7.8,0.36,2.47,226.38,1550.7,863.06,5911.96,849.98,5822.36,210.0,112.2,112.2,0.0,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ING043,Wrap Packaging,Packaging,Consumable,5.94,2026-01-01,396.0,pcs,2352.24,920.0,5464.8,0.0,0.0,64.904,385.53,0,0,35.0,207.9,99.904,593.43,0.0,0.0,0,0,0.0,0.0,2026-01-31,1216.096,7223.61,2026-01-31,1216.816,7227.89,3.904,23.19,6.4,0.72,4.28,64.904,385.53,1220.0,7246.8,1216.816,7227.89,61.0,23.19,23.19,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,980.0,2026-01-01,30.7889,kg,30173.12,0.0,0.0,3.0,2940.0,32.4373,31788.55,0,0,0.0,0.0,32.4373,31788.55,0.0,0.0,0,0,0.0,0.0,2026-01-31,1.3516,1324.57,2026-01-31,1.3676,1340.25,-1.7726,-1737.15,-5.18,0.016,15.68,32.4373,31788.55,-0.421,-412.58,1.3676,1340.25,34.2099,-1737.15,0.0,1.7726,1737.15
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING002,Milk,Dairy,Raw Material,72.86,2026-01-01,266.8581,litre,19443.28,102.59,7474.71,0.0,0.0,311.9275,22727.04,0,0,0.0,0.0,311.9275,22727.04,5.0407,367.27,0,0,0.0,0.0,2026-01-31,52.4799,3823.69,2026-01-31,52.5999,3832.43,20.4592,1490.66,6.9,0.12,8.74,316.9682,23094.3,67.8984,4947.08,52.5999,3832.43,296.509,1490.66,1490.66,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,185.0,2026-01-01,30.8,litre,5698.0,0.0,0.0,0.0,0.0,23.171,4286.64,0,0,0.0,0.0,23.171,4286.64,0.0,0.0,0,0,0.0,0.0,2026-01-31,7.629,1411.37,2026-01-31,7.629,1411.37,0.653,120.81,2.9,0.0,0.0,23.171,4286.64,8.282,1532.17,7.629,1411.37,22.518,120.8,120.8,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING004,Cream,Dairy,Raw Material,210.37,2026-01-01,22.5,litre,4733.32,77.99,16406.76,0.0,0.0,10.8881,2290.53,0,0,5.0,1051.85,15.8881,3342.38,0.0,0.0,0,0,0.0,0.0,2026-01-31,84.6019,17797.7,2026-01-31,84.6619,17810.32,0.4589,96.54,4.4,0.06,12.62,10.8881,2290.53,85.0608,17894.24,84.6619,17810.32,10.4292,96.54,96.54,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING005,Paneer,Dairy,Raw Material,360.28,2026-01-01,26.4,kg,9511.39,40.23,14494.06,0.0,0.0,8.392,3023.47,0,0,0.0,0.0,8.392,3023.47,0.0,0.0,0,0,0.0,0.0,2026-01-31,58.238,20981.99,2026-01-31,58.214,20973.34,0.392,141.23,4.9,-0.024,-8.65,8.392,3023.47,58.63,21123.22,58.214,20973.34,8.0,141.23,141.23,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING006,Cheese,Dairy,Raw Material,485.59,2026-01-01,22.0,kg,10682.98,71.79,34860.51,0.0,0.0,6.3691,3092.77,0,0,0.0,0.0,6.3691,3092.77,0.0,0.0,0,0,0.0,0.0,2026-01-31,87.4209,42450.71,2026-01-31,87.4409,42460.43,0.3091,150.1,5.1,0.02,9.71,6.3691,3092.77,87.73,42600.81,87.4409,42460.43,6.06,150.1,150.1,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING007,Chicken,Protein,Raw Material,335.94,2026-01-01,33.75,kg,11337.98,0.0,0.0,0.0,0.0,11.0823,3722.99,0,0,0.0,0.0,11.0823,3722.99,0.0,0.0,0,0,0.0,0.0,2026-01-31,22.6677,7614.99,2026-01-31,22.6677,7614.99,0.3123,104.91,2.9,0.0,0.0,11.0823,3722.99,22.98,7719.9,22.6677,7614.99,10.77,104.91,104.91,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING008,Egg,Protein,Raw Material,7.09,2026-01-01,300.0,pcs,2127.0,0.0,0.0,0.0,0.0,37.008,262.39,0,0,0.0,0.0,37.008,262.39,0.0,0.0,0,0,0.0,0.0,2026-01-31,262.992,1864.61,2026-01-31,262.512,1861.21,1.008,7.15,2.8,-0.48,-3.4,37.008,262.39,264.0,1871.76,262.512,1861.21,36.0,7.15,7.15,0.0,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ING009,Bread,Bakery,Raw Material,12.0,2026-01-01,337.5,pcs,4050.0,0.0,0.0,0.0,0.0,240.81,2889.72,0,0,0.0,0.0,240.81,2889.72,2.53,30.36,0,0,0.0,0.0,2026-01-31,94.16,1129.92,2026-01-31,93.26,1119.12,13.34,160.08,5.8,-0.9,-10.8,243.34,2920.08,104.97,1259.64,93.26,1119.12,230.0,160.08,160.08,0.0,0.0
