source_period_code,outlet_code,outlet_name,source_period_start,source_period_end,deployment_name,store_name,vendor_name,po_number,pr_number,pr_deployment,po_date,expected_delivery_date,po_close_or_partial_receive_date,po_status,item_code,item_name,item_brand,category_name,super_category_name,comment,processed_qty,remaining_balance_qty,ordered_qty,unit,unit_price,subtotal,item_discount_amt,bill_discount_amt,new_subtotal,tax_amt,total_item_cost,is_open_po,open_po_value,processed_po_value,missing_expected_delivery_flag,delayed_po_flag,receipt_date,received_qty,receipt_subtotal,receipt_total,return_qty,return_value,return_source_available,eligible_closed_line_flag,on_time_flag,in_full_flag,otif_success_flag,lead_time_deviation_days
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260119-OUT003-0021,,,2026-01-19,2026-01-22,2026-01-21,Closed,ING041,Dessert Box,,Packaging,Consumable,,500.0,0.0,500.0,pcs,4.96,2480.0,0,0,2480.0,446.4,2926.4,False,0.0,2480.0,False,False,2026-01-21,500.0,2480.0,2926.4,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-24,2026-01-26,Partially Received,ING007,Chicken,,Protein,Raw Material,,29.53,27.7,57.23,kg,320.15,18322.18,0,0,18322.18,916.11,19238.29,True,8868.15,9454.03,False,True,2026-01-26,29.53,9454.03,9926.73,0.0,0.0,False,False,False,False,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-25,2026-01-24,Partially Received,ING010,Bagel,,Bakery,Raw Material,,171.55,58.45,230.0,pcs,27.43,6308.9,0,0,6308.9,315.44,6624.34,True,1603.28,4705.62,False,True,2026-01-24,171.55,4705.62,4940.9,0.0,0.0,False,False,True,False,False,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-23,,Pending,ING012,Croissant Base,,Bakery,Raw Material,,0.0,270.0,270.0,pcs,40.61,10964.7,0,0,10964.7,548.24,11512.94,True,10964.7,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-25,2026-01-25,Closed,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,18.95,0.0,18.95,litre,400.95,7598.0,0,0,7598.0,1367.64,8965.64,False,0.0,7598.0,False,False,2026-01-25,18.95,7598.0,8965.64,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING029,Onion,,Produce,Raw Material,,61.78,0.0,61.78,kg,41.32,2552.75,0,0,2552.75,127.64,2680.39,False,0.0,2552.75,False,False,2026-01-26,61.78,2552.75,2680.39,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-23,2026-01-24,Closed,ING040,Napkin,,Packaging,Consumable,,2865.0,0.0,2865.0,pcs,0.33,945.45,0,0,945.45,170.18,1115.63,False,0.0,945.45,False,False,2026-01-24,2865.0,945.45,1115.63,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260122-OUT001-0022,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING041,Dessert Box,,Packaging,Consumable,,715.0,0.0,715.0,pcs,5.26,3760.9,0,0,3760.9,676.96,4437.86,False,0.0,3760.9,False,False,2026-01-26,715.0,3760.9,4437.86,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-23,,Pending,ING006,Cheese,,Dairy,Raw Material,,0.0,23.57,23.57,kg,469.21,11059.28,0,0,11059.28,552.96,11612.24,True,11059.28,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-23,2026-01-24,Closed,ING007,Chicken,,Protein,Raw Material,,62.59,0.0,62.59,kg,329.81,20642.81,0,0,20642.81,1032.14,21674.95,False,0.0,20642.81,False,False,2026-01-24,62.59,20642.81,21674.95,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING011,Tortilla,,Bakery,Raw Material,,365.0,0.0,365.0,pcs,15.08,5504.2,0,0,5504.2,275.21,5779.41,False,0.0,5504.2,False,False,2026-01-26,365.0,5504.2,5779.41,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING023,Lemon,,Produce,Raw Material,,27.29,0.0,27.29,kg,105.67,2883.73,0,0,2883.73,144.19,3027.92,False,0.0,2883.73,False,False,2026-01-26,27.29,2883.73,3027.92,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-27,Closed,ING026,Banana,,Produce,Raw Material,,74.57,0.0,74.57,kg,70.34,5245.25,0,0,5245.25,262.26,5507.51,False,0.0,5245.25,False,False,2026-01-27,74.57,5245.25,5507.51,0.0,0.0,False,True,False,True,False,3.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-27,Closed,ING030,Capsicum,,Produce,Raw Material,,44.09,0.0,44.09,kg,80.96,3569.53,0,0,3569.53,178.48,3748.01,False,0.0,3569.53,False,False,2026-01-27,44.09,3569.53,3748.01,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-23,Closed,ING037,Hot Cup,,Packaging,Consumable,,2090.0,0.0,2090.0,pcs,2.75,5747.5,0,0,5747.5,1034.55,6782.05,False,0.0,5747.5,False,False,2026-01-23,2090.0,5747.5,6782.05,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-24,Closed,ING041,Dessert Box,,Packaging,Consumable,,555.0,0.0,555.0,pcs,5.07,2813.85,0,0,2813.85,506.49,3320.34,False,0.0,2813.85,False,False,2026-01-24,555.0,2813.85,3320.34,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING012,Croissant Base,,Bakery,Raw Material,,240.0,0.0,240.0,pcs,44.02,10564.8,0,0,10564.8,528.24,11093.04,False,0.0,10564.8,False,False,2026-01-26,240.0,10564.8,11093.04,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-25,2026-01-25,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,100.0,0.0,100.0,pcs,75.85,7585.0,0,0,7585.0,1365.3,8950.3,False,0.0,7585.0,False,False,2026-01-25,100.0,7585.0,8950.3,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-25,2026-01-27,Partially Received,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,16.42,11.86,28.28,kg,338.69,9578.15,0,0,9578.15,1724.07,11302.22,True,4016.86,5561.29,False,True,2026-01-27,16.42,5561.29,6562.32,0.0,0.0,False,False,False,False,False,2.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-24,2026-01-25,Closed,ING037,Hot Cup,,Packaging,Consumable,,1555.0,0.0,1555.0,pcs,2.86,4447.3,0,0,4447.3,800.51,5247.81,False,0.0,4447.3,False,False,2026-01-25,1555.0,4447.3,5247.81,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-23,2026-01-23,Closed,ING040,Napkin,,Packaging,Consumable,,2960.0,0.0,2960.0,pcs,0.33,976.8,0,0,976.8,175.82,1152.62,False,0.0,976.8,False,False,2026-01-23,2960.0,976.8,1152.62,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-25,2026-01-24,Partially Received,ING041,Dessert Box,,Packaging,Consumable,,541.07,173.93,715.0,pcs,5.21,3725.15,0,0,3725.15,670.53,4395.68,True,906.18,2818.97,False,True,2026-01-24,541.07,2818.97,3326.38,0.0,0.0,False,False,True,False,False,-1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260122-OUT003-0024,,,2026-01-22,2026-01-23,2026-01-22,Closed,ING042,Sandwich Box,,Packaging,Consumable,,330.0,0.0,330.0,pcs,6.37,2102.1,0,0,2102.1,378.38,2480.48,False,0.0,2102.1,False,False,2026-01-22,330.0,2102.1,2480.48,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-27,2026-01-29,Partially Received,ING002,Milk,,Dairy,Raw Material,,60.76,23.69,84.45,litre,74.2,6266.19,0,0,6266.19,313.31,6579.5,True,1757.8,4508.39,False,True,2026-01-29,60.76,4508.39,4733.81,0.0,0.0,False,False,False,False,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-27,2026-01-29,Closed,ING003,Oat Milk,,Dairy Alternative,Raw Material,,24.33,0.0,24.33,litre,187.1,4552.14,0,0,4552.14,227.61,4779.75,False,0.0,4552.14,False,False,2026-01-29,24.33,4552.14,4779.75,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-28,2026-01-30,Closed,ING007,Chicken,,Protein,Raw Material,,50.77,0.0,50.77,kg,341.98,17362.32,0,0,17362.32,868.12,18230.44,False,0.0,17362.32,False,False,2026-01-30,50.77,17362.32,18230.44,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-28,2026-01-28,Closed,ING010,Bagel,,Bakery,Raw Material,,135.0,0.0,135.0,pcs,29.09,3927.15,0,0,3927.15,196.36,4123.51,False,0.0,3927.15,False,False,2026-01-28,135.0,3927.15,4123.51,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-26,2026-01-25,Closed,ING021,Matcha Powder,,Tea Inputs,Raw Material,,7.3,0.0,7.3,kg,2158.58,15757.63,0,0,15757.63,2836.37,18594.0,False,0.0,15757.63,False,False,2026-01-25,7.3,15757.63,18594.0,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-26,2026-01-26,Partially Received,ING036,Cold Cup,,Packaging,Consumable,,834.03,265.97,1100.0,pcs,3.27,3597.0,0,0,3597.0,647.46,4244.46,True,869.72,2727.28,False,True,2026-01-26,834.03,2727.28,3218.19,0.0,0.0,False,False,True,False,False,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-27,2026-01-26,Closed,ING041,Dessert Box,,Packaging,Consumable,,610.0,0.0,610.0,pcs,5.16,3147.6,0,0,3147.6,566.57,3714.17,False,0.0,3147.6,False,False,2026-01-26,610.0,3147.6,3714.17,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260125-OUT001-0025,,,2026-01-25,2026-01-26,2026-01-25,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,625.0,0.0,625.0,pcs,5.95,3718.75,0,0,3718.75,669.38,4388.13,False,0.0,3718.75,False,False,2026-01-25,625.0,3718.75,4388.13,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,,Pending,ING005,Paneer,,Dairy,Raw Material,,0.0,46.56,46.56,kg,379.55,17671.85,0,0,17671.85,883.59,18555.44,True,17671.85,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-28,2026-01-29,Closed,ING009,Bread,,Bakery,Raw Material,,630.0,0.0,630.0,pcs,12.04,7585.2,0,0,7585.2,379.26,7964.46,False,0.0,7585.2,False,False,2026-01-29,630.0,7585.2,7964.46,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,2026-01-25,Closed,ING010,Bagel,,Bakery,Raw Material,,240.0,0.0,240.0,pcs,28.07,6736.8,0,0,6736.8,336.84,7073.64,False,0.0,6736.8,False,False,2026-01-25,240.0,6736.8,7073.64,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-27,Closed,ING011,Tortilla,,Bakery,Raw Material,,350.0,0.0,350.0,pcs,15.44,5404.0,0,0,5404.0,270.2,5674.2,False,0.0,5404.0,False,False,2026-01-27,350.0,5404.0,5674.2,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-28,Partially Received,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,17.62,18.25,35.87,litre,253.2,9082.28,0,0,9082.28,1634.81,10717.09,True,4620.9,4461.38,False,True,2026-01-28,17.62,4461.38,5264.43,0.0,0.0,False,False,False,False,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,2026-01-27,Closed,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,34.72,0.0,34.72,kg,270.27,9383.77,0,0,9383.77,1689.08,11072.85,False,0.0,9383.77,False,False,2026-01-27,34.72,9383.77,11072.85,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-28,2026-01-27,Closed,ING042,Sandwich Box,,Packaging,Consumable,,680.0,0.0,680.0,pcs,6.85,4658.0,0,0,4658.0,838.44,5496.44,False,0.0,4658.0,False,False,2026-01-27,680.0,4658.0,5496.44,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-26,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,390.0,0.0,390.0,pcs,5.96,2324.4,0,0,2324.4,418.39,2742.79,False,0.0,2324.4,False,False,2026-01-26,390.0,2324.4,2742.79,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-26,2026-01-28,Closed,ING004,Cream,,Dairy,Raw Material,,45.15,0.0,45.15,litre,202.61,9147.84,0,0,9147.84,457.39,9605.23,False,0.0,9147.84,False,False,2026-01-28,45.15,9147.84,9605.23,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,NorthStar Poultry,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-27,,Pending,ING007,Chicken,,Protein,Raw Material,,0.0,33.59,33.59,kg,330.99,11117.95,0,0,11117.95,555.9,11673.85,True,11117.95,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-27,2026-01-26,Closed,ING038,Lid,,Packaging,Consumable,,2415.0,0.0,2415.0,pcs,1.1,2656.5,0,0,2656.5,478.17,3134.67,False,0.0,2656.5,False,False,2026-01-26,2415.0,2656.5,3134.67,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-28,2026-01-29,Closed,ING039,Straw,,Packaging,Consumable,,900.0,0.0,900.0,pcs,0.55,495.0,0,0,495.0,89.1,584.1,False,0.0,495.0,False,False,2026-01-29,900.0,495.0,584.1,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-27,2026-01-28,Closed,ING040,Napkin,,Packaging,Consumable,,1515.0,0.0,1515.0,pcs,0.34,515.1,0,0,515.1,92.72,607.82,False,0.0,515.1,False,False,2026-01-28,1515.0,515.1,607.82,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260125-OUT003-0027,,,2026-01-25,2026-01-27,2026-01-26,Closed,ING042,Sandwich Box,,Packaging,Consumable,,370.0,0.0,370.0,pcs,6.82,2523.4,0,0,2523.4,454.21,2977.61,False,0.0,2523.4,False,False,2026-01-26,370.0,2523.4,2947.84,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-30,,Pending,ING011,Tortilla,,Bakery,Raw Material,,0.0,395.0,395.0,pcs,15.62,6169.9,0,0,6169.9,308.5,6478.4,True,6169.9,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-31,2026-02-01,Closed,ING013,Brownie Base,,Dessert Inputs,Raw Material,,175.0,0.0,175.0,pcs,33.43,5850.25,0,0,5850.25,1053.05,6903.3,False,0.0,5850.25,False,False,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-29,2026-01-29,Closed,ING020,Tea Leaves,,Tea Inputs,Raw Material,,12.27,0.0,12.27,kg,615.77,7555.5,0,0,7555.5,377.77,7933.27,False,0.0,7555.5,False,False,2026-01-29,12.27,7555.5,7933.27,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-30,2026-01-31,Closed,ING023,Lemon,,Produce,Raw Material,,48.41,0.0,48.41,kg,116.37,5633.47,0,0,5633.47,281.67,5915.14,False,0.0,5633.47,False,False,2026-01-31,48.41,5633.47,5915.14,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-31,,Pending,ING027,Butter,,Dairy,Raw Material,,0.0,22.04,22.04,kg,503.05,11087.22,0,0,11087.22,1330.46,12417.68,True,11087.22,0.0,False,False,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260128-OUT001-0028,,,2026-01-28,2026-01-30,,Pending,ING029,Onion,,Produce,Raw Material,,0.0,42.73,42.73,kg,42.12,1799.79,0,0,1799.79,89.99,1889.78,True,1799.79,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-31,2026-02-02,Closed,ING027,Butter,,Dairy,Raw Material,,23.37,0.0,23.37,kg,548.17,12810.73,0,0,12810.73,1537.29,14348.02,False,0.0,12810.73,False,False,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-30,2026-01-30,Closed,ING036,Cold Cup,,Packaging,Consumable,,1330.0,0.0,1330.0,pcs,3.36,4468.8,0,0,4468.8,804.38,5273.18,False,0.0,4468.8,False,False,2026-01-30,1330.0,4468.8,5273.18,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-30,2026-01-29,Closed,ING037,Hot Cup,,Packaging,Consumable,,1365.0,0.0,1365.0,pcs,2.72,3712.8,0,0,3712.8,668.3,4381.1,False,0.0,3712.8,False,False,2026-01-29,1365.0,3712.8,4381.1,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-29,2026-01-30,Closed,ING038,Lid,,Packaging,Consumable,,1280.0,0.0,1280.0,pcs,1.07,1369.6,0,0,1369.6,246.52,1616.12,False,0.0,1369.6,False,False,2026-01-30,1280.0,1369.6,1616.13,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-29,2026-01-29,Partially Received,ING039,Straw,,Packaging,Consumable,,327.26,392.74,720.0,pcs,0.55,396.0,0,0,396.0,71.28,467.28,True,216.01,179.99,False,True,2026-01-29,327.26,179.99,212.39,0.0,0.0,False,False,True,False,False,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260128-OUT003-0030,,,2026-01-28,2026-01-29,2026-01-31,Closed,ING005,Paneer,,Dairy,Raw Material,,29.48,0.0,29.48,kg,353.83,10430.91,0,0,10430.91,521.55,10952.46,False,0.0,10430.91,False,False,2026-01-31,29.48,10430.91,10952.46,0.0,0.0,False,True,False,True,False,2.0
