source_period_code,as_of_date,outlet_code,outlet_name,region,city,market_area,latitude,longitude,store_name,batch_allocation_id,batch_number,receipt_date,grn_number,po_number,vendor_name,receipt_source_status,item_code,item_name,category_name,unit,received_qty,batch_remaining_qty,item_closing_qty,available_qty,average_unit_cost,shelf_life_days_assumption,estimated_fifo_tranche_qty,daily_theoretical_demand,expected_consumption_before_expiry,estimated_expiry_date,days_to_expiry,qty_at_risk,expiry_risk_value,risk_status,is_estimated,estimation_method,source_evidence,production_use_status
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING024,SYN-EXP-month_01-OUT002-ING024,2026-01-06,,,,synthetic_near_expiry_opening_tranche,ING024,Hibiscus Concentrate,Beverage Inputs,litre,28.1395,4.2209,28.1395,28.1395,405.03,30,4.2209,0.0872,0.436,2026-02-05,5,3.7849,1533.0,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING025,SYN-EXP-month_01-OUT002-ING025,2026-01-25,,,,synthetic_near_expiry_opening_tranche,ING025,Mixed Berry Pulp,Fruit Inputs,kg,108.5461,16.2819,108.5461,108.5461,417.53,10,16.2819,0.1152,0.4609,2026-02-04,4,15.821,6605.74,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2601-ING026-38|GRN-OUT002-260127-00136,BATCH-2601-ING026-38,2026-01-27,GRN-OUT002-260127-00136,PO-20260122-OUT002-0023,GreenLeaf Produce Delhi,synthetic_internal_receipt_lineage,ING026,Banana,Produce,kg,74.57,27.2754,181.8363,181.8363,70.34,5,27.2754,0.1248,0.1248,2026-02-01,1,27.1507,1909.78,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING027,SYN-EXP-month_01-OUT002-ING027,2026-01-30,,,,synthetic_near_expiry_opening_tranche,ING027,Butter,Dairy,kg,26.3041,4.2087,26.3041,26.3041,537.38,7,4.2087,0.1253,0.7519,2026-02-06,6,3.4567,1857.56,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING028,SYN-EXP-month_01-OUT002-ING028,2026-01-31,,,,synthetic_near_expiry_opening_tranche,ING028,Lettuce,Produce,kg,14.4297,2.0202,14.4297,14.4297,95.0,5,2.0202,0.1085,0.5427,2026-02-05,5,1.4774,140.35,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING029,SYN-EXP-month_01-OUT002-ING029,2026-01-27,,,,synthetic_near_expiry_opening_tranche,ING029,Onion,Produce,kg,43.708,6.9933,43.708,43.708,42.0,5,6.9933,0.0394,0.0394,2026-02-01,1,6.9539,292.06,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,BATCH-2601-ING030-39|GRN-OUT002-260127-00137,BATCH-2601-ING030-39,2026-01-27,GRN-OUT002-260127-00137,PO-20260122-OUT002-0023,GreenLeaf Produce Delhi,synthetic_internal_receipt_lineage,ING030,Capsicum,Produce,kg,44.09,9.0314,69.472,69.472,80.96,5,9.0314,0.0492,0.0492,2026-02-01,1,8.9822,727.2,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,North,Delhi,Hauz Khas,28.5494,77.2001,Main Store,SYN-EXP-month_01-OUT002-ING031,SYN-EXP-month_01-OUT002-ING031,2026-01-28,,,,synthetic_near_expiry_opening_tranche,ING031,Tomato,Produce,kg,42.1035,7.9997,42.1035,42.1035,54.0,5,7.9997,0.0881,0.1761,2026-02-02,2,7.8235,422.47,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING004-64|GRN-OUT003-260128-00162,BATCH-2601-ING004-64,2026-01-28,GRN-OUT003-260128-00162,PO-20260125-OUT003-0027,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING004,Cream,Dairy,litre,45.15,14.3823,84.6019,84.6019,202.61,7,14.3823,0.3364,1.3457,2026-02-04,4,13.0366,2641.35,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING005-77|GRN-OUT003-260131-00175,BATCH-2601-ING005-77,2026-01-31,GRN-OUT003-260131-00175,PO-20260128-OUT003-0030,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING005,Paneer,Dairy,kg,29.48,9.3181,58.238,58.238,353.83,7,9.3181,0.2581,1.8065,2026-02-07,7,7.5116,2657.83,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING006-21|GRN-OUT003-260123-00119,BATCH-2601-ING006-21,2026-01-23,GRN-OUT003-260123-00119,PO-20260119-OUT003-0021,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING006,Cheese,Dairy,kg,26.06,12.2389,87.4209,87.4209,491.77,7,12.2389,0.1955,0.0,2026-01-30,-1,12.2389,6018.72,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING007,SYN-EXP-month_01-OUT003-ING007,2026-01-29,,,,synthetic_near_expiry_opening_tranche,ING007,Chicken,Protein,kg,22.6677,2.7201,22.6677,22.6677,335.94,5,2.7201,0.3474,1.0423,2026-02-03,3,1.6779,563.67,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING008,SYN-EXP-month_01-OUT003-ING008,2026-01-30,,,,synthetic_near_expiry_opening_tranche,ING008,Egg,Protein,pcs,262.992,49.9685,262.992,262.992,7.09,5,49.9685,1.1613,4.6452,2026-02-04,4,45.3233,321.34,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING010,SYN-EXP-month_01-OUT003-ING010,2026-01-29,,,,synthetic_near_expiry_opening_tranche,ING010,Bagel,Bakery,pcs,108.75,18.4875,108.75,108.75,28.0,4,18.4875,0.8065,1.6129,2026-02-02,2,16.8746,472.49,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING011,SYN-EXP-month_01-OUT003-ING011,2026-01-30,,,,synthetic_near_expiry_opening_tranche,ING011,Tortilla,Bakery,pcs,525.093,84.0149,525.093,525.093,14.44,4,84.0149,1.8387,5.5161,2026-02-03,3,78.4988,1133.52,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING012-42|GRN-OUT003-260126-00140,BATCH-2601-ING012-42,2026-01-26,GRN-OUT003-260126-00140,PO-20260122-OUT003-0024,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING012,Croissant Base,Bakery,pcs,240.0,79.6627,468.604,468.604,44.02,4,79.6627,5.2258,0.0,2026-01-30,-1,79.6627,3506.75,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING013,SYN-EXP-month_01-OUT003-ING013,2026-01-23,,,,synthetic_near_expiry_opening_tranche,ING013,Brownie Base,Dessert Inputs,pcs,223.212,35.7139,223.212,223.212,33.38,10,35.7139,1.0,2.0,2026-02-02,2,33.7139,1125.37,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING014-22|GRN-OUT003-260121-00120,BATCH-2601-ING014-22,2026-01-21,GRN-OUT003-260121-00120,PO-20260119-OUT003-0021,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING014,Cake Base,Dessert Inputs,pcs,135.0,18.1351,100.7505,100.7505,45.74,10,18.1351,7.0371,0.0,2026-01-31,0,18.1351,829.5,EXPIRES_TODAY,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING015-43|GRN-OUT003-260125-00141,BATCH-2601-ING015-43,2026-01-25,GRN-OUT003-260125-00141,PO-20260122-OUT003-0024,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING015,Cheesecake Base,Dessert Inputs,pcs,100.0,68.3804,341.902,341.902,75.85,10,68.3804,1.0968,4.3871,2026-02-04,4,63.9933,4853.89,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING022,SYN-EXP-month_01-OUT003-ING022,2026-01-04,,,,synthetic_near_expiry_opening_tranche,ING022,Ice,Beverage Inputs,kg,538.9568,102.4018,538.9568,538.9568,12.48,30,102.4018,3.4401,10.3204,2026-02-03,3,92.0814,1149.18,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING023,SYN-EXP-month_01-OUT003-ING023,2026-01-28,,,,synthetic_near_expiry_opening_tranche,ING023,Lemon,Produce,kg,22.7324,2.7279,22.7324,22.7324,110.0,5,2.7279,0.1346,0.2691,2026-02-02,2,2.4587,270.46,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING024,SYN-EXP-month_01-OUT003-ING024,2026-01-06,,,,synthetic_near_expiry_opening_tranche,ING024,Hibiscus Concentrate,Beverage Inputs,litre,10.6682,1.7069,10.6682,10.6682,0.0,30,1.7069,0.0419,0.2096,2026-02-05,5,1.4973,0.0,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING025,SYN-EXP-month_01-OUT003-ING025,2026-01-22,,,,synthetic_near_expiry_opening_tranche,ING025,Mixed Berry Pulp,Fruit Inputs,kg,17.6286,3.1731,17.6286,17.6286,420.0,10,3.1731,0.1532,0.1532,2026-02-01,1,3.02,1268.4,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING026,SYN-EXP-month_01-OUT003-ING026,2026-01-29,,,,synthetic_near_expiry_opening_tranche,ING026,Banana,Produce,kg,208.1821,37.4728,208.1821,208.1821,73.42,5,37.4728,0.1935,0.5805,2026-02-03,3,36.8923,2708.63,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,BATCH-2601-ING027-81|GRN-OUT003-260131-00179,BATCH-2601-ING027-81,2026-01-31,GRN-OUT003-260131-00179,PO-20260128-OUT003-0030,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING027,Butter,Dairy,kg,25.26,20.0579,125.3617,125.3617,532.59,7,20.0579,0.1395,0.9766,2026-02-07,7,19.0813,10162.51,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING028,SYN-EXP-month_01-OUT003-ING028,2026-01-29,,,,synthetic_near_expiry_opening_tranche,ING028,Lettuce,Produce,kg,31.8618,5.0979,31.8618,31.8618,91.77,5,5.0979,0.1037,0.3111,2026-02-03,3,4.7868,439.28,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING029,SYN-EXP-month_01-OUT003-ING029,2026-01-28,,,,synthetic_near_expiry_opening_tranche,ING029,Onion,Produce,kg,123.3026,18.4954,123.3026,123.3026,42.33,5,18.4954,0.0368,0.0735,2026-02-02,2,18.4218,779.79,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING030,SYN-EXP-month_01-OUT003-ING030,2026-01-29,,,,synthetic_near_expiry_opening_tranche,ING030,Capsicum,Produce,kg,25.5379,3.5753,25.5379,25.5379,84.0,5,3.5753,0.046,0.1379,2026-02-03,3,3.4374,288.74,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_01,2026-01-31,OUT003,ABNAH Cafe Saket Premium,North,Delhi,Saket,28.5245,77.2066,Main Store,SYN-EXP-month_01-OUT003-ING031,SYN-EXP-month_01-OUT003-ING031,2026-01-30,,,,synthetic_near_expiry_opening_tranche,ING031,Tomato,Produce,kg,153.6999,21.518,153.6999,153.6999,55.27,5,21.518,0.0861,0.3445,2026-02-04,4,21.1735,1170.26,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING002,SYN-EXP-month_02-OUT001-ING002,2026-02-23,,,,synthetic_near_expiry_opening_tranche,ING002,Milk,Dairy,litre,344.0742,68.8148,344.0742,344.0742,73.48,7,68.8148,10.3797,20.7594,2026-03-02,2,48.0554,3531.11,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING003,SYN-EXP-month_02-OUT001-ING003,2026-02-19,,,,synthetic_near_expiry_opening_tranche,ING003,Oat Milk,Dairy Alternative,litre,82.9834,12.4475,82.9834,82.9834,0.0,12,12.4475,0.4895,1.4686,2026-03-03,3,10.9789,0.0,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING004-20|GRN-OUT001-260220-00312,BATCH-2602-ING004-20,2026-02-20,GRN-OUT001-260220-00312,PO-20260219-OUT001-0052,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING004,Cream,Dairy,litre,34.94,30.4624,169.2357,169.2357,218.09,7,30.4624,0.2353,0.0,2026-02-27,-1,30.4624,6643.54,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING005-39|GRN-OUT001-260225-00331,BATCH-2602-ING005-39,2026-02-25,GRN-OUT001-260225-00331,PO-20260222-OUT001-0055,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING005,Paneer,Dairy,kg,13.48,13.48,88.0768,88.0768,373.49,7,13.48,0.2964,1.1857,2026-03-04,4,12.2943,4591.8,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING006-40|GRN-OUT001-260227-00332,BATCH-2602-ING006-40,2026-02-27,GRN-OUT001-260227-00332,PO-20260222-OUT001-0055,FreshDairy Foods NCR,synthetic_internal_receipt_lineage,ING006,Cheese,Dairy,kg,15.98,8.4793,52.9957,52.9957,475.71,7,8.4793,0.2439,1.4636,2026-03-06,6,7.0157,3337.44,WATCH,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING007-21|GRN-OUT001-260221-00313,BATCH-2602-ING007-21,2026-02-21,GRN-OUT001-260221-00313,PO-20260219-OUT001-0052,NorthStar Poultry,synthetic_internal_receipt_lineage,ING007,Chicken,Protein,kg,28.39,28.39,179.9679,179.9679,321.49,5,28.39,0.3461,0.0,2026-02-26,-2,28.39,9127.1,EXPIRED,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING008,SYN-EXP-month_02-OUT001-ING008,2026-02-25,,,,synthetic_near_expiry_opening_tranche,ING008,Egg,Protein,pcs,970.964,194.1928,970.964,970.964,7.07,5,194.1928,1.1429,2.2857,2026-03-02,2,191.9071,1356.78,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING009-58|GRN-OUT001-260227-00350,BATCH-2602-ING009-58,2026-02-27,GRN-OUT001-260227-00350,PO-20260225-OUT001-0058,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING009,Bread,Bakery,pcs,171.92,146.5167,861.8632,861.8632,12.62,4,146.5167,10.0,30.0,2026-03-03,3,116.5167,1470.44,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,BATCH-2602-ING010-41|GRN-OUT001-260224-00333,BATCH-2602-ING010-41,2026-02-24,GRN-OUT001-260224-00333,PO-20260222-OUT001-0055,Delhi Bakery Supply Co,synthetic_internal_receipt_lineage,ING010,Bagel,Bakery,pcs,215.0,215.0,1271.166,1271.166,29.86,4,215.0,1.4643,0.0,2026-02-28,0,215.0,6419.9,EXPIRES_TODAY,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
month_02,2026-02-28,OUT001,ABNAH Cafe Connaught Place,North,Delhi,Connaught Place,28.6315,77.2167,Main Store,SYN-EXP-month_02-OUT001-ING011,SYN-EXP-month_02-OUT001-ING011,2026-02-27,,,,synthetic_near_expiry_opening_tranche,ING011,Tortilla,Bakery,pcs,1617.516,274.9777,1617.516,1617.516,15.19,4,274.9777,1.0357,3.1071,2026-03-03,3,271.8706,4129.71,CRITICAL,1,One synthetic near-expiry FIFO tranche linked to a receipt batch where available; expiry equals receipt date plus category shelf life; theoretical demand is deducted before expiry,closing_stock+synthetic_receipt_lineage+theoretical_consumption+category_shelf_life_assumption,demo_only_no_posist_batch_or_expiry_source
