menu_item_type,menu_item_number,menu_item_name,recipe_item_type,recipe_qty_per_menu_unit,recipe_unit,ingredient_code,ingredient_name
Beverage,MENU0044,Classic Cold Coffee - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0044,Classic Cold Coffee - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0045,Mocha Cold Coffee - Regular,Raw Material,0.025,litre,ING016,Chocolate Sauce
Beverage,MENU0045,Mocha Cold Coffee - Regular,Raw Material,0.018,kg,ING001,Coffee Beans
Beverage,MENU0045,Mocha Cold Coffee - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0045,Mocha Cold Coffee - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0045,Mocha Cold Coffee - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0045,Mocha Cold Coffee - Regular,Raw Material,0.18,litre,ING002,Milk
Beverage,MENU0045,Mocha Cold Coffee - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0045,Mocha Cold Coffee - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0045,Mocha Cold Coffee - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0046,Mocha Cold Coffee - Medium,Raw Material,0.0287,litre,ING016,Chocolate Sauce
Beverage,MENU0046,Mocha Cold Coffee - Medium,Raw Material,0.0207,kg,ING001,Coffee Beans
Beverage,MENU0046,Mocha Cold Coffee - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0046,Mocha Cold Coffee - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0046,Mocha Cold Coffee - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0046,Mocha Cold Coffee - Medium,Raw Material,0.207,litre,ING002,Milk
Beverage,MENU0046,Mocha Cold Coffee - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0046,Mocha Cold Coffee - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0046,Mocha Cold Coffee - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0047,Mocha Cold Coffee - Large,Raw Material,0.0325,litre,ING016,Chocolate Sauce
Beverage,MENU0047,Mocha Cold Coffee - Large,Raw Material,0.0234,kg,ING001,Coffee Beans
Beverage,MENU0047,Mocha Cold Coffee - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0047,Mocha Cold Coffee - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0047,Mocha Cold Coffee - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0047,Mocha Cold Coffee - Large,Raw Material,0.234,litre,ING002,Milk
Beverage,MENU0047,Mocha Cold Coffee - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0047,Mocha Cold Coffee - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0047,Mocha Cold Coffee - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0048,Caramel Cold Coffee - Regular,Raw Material,0.025,litre,ING017,Caramel Syrup
Beverage,MENU0048,Caramel Cold Coffee - Regular,Raw Material,0.018,kg,ING001,Coffee Beans
Beverage,MENU0048,Caramel Cold Coffee - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0048,Caramel Cold Coffee - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0048,Caramel Cold Coffee - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0048,Caramel Cold Coffee - Regular,Raw Material,0.18,litre,ING002,Milk
Beverage,MENU0048,Caramel Cold Coffee - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0048,Caramel Cold Coffee - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0048,Caramel Cold Coffee - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0049,Caramel Cold Coffee - Medium,Raw Material,0.0287,litre,ING017,Caramel Syrup
Beverage,MENU0049,Caramel Cold Coffee - Medium,Raw Material,0.0207,kg,ING001,Coffee Beans
Beverage,MENU0049,Caramel Cold Coffee - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0049,Caramel Cold Coffee - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0049,Caramel Cold Coffee - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0049,Caramel Cold Coffee - Medium,Raw Material,0.207,litre,ING002,Milk
Beverage,MENU0049,Caramel Cold Coffee - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0049,Caramel Cold Coffee - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0049,Caramel Cold Coffee - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0050,Caramel Cold Coffee - Large,Raw Material,0.0325,litre,ING017,Caramel Syrup
Beverage,MENU0050,Caramel Cold Coffee - Large,Raw Material,0.0234,kg,ING001,Coffee Beans
Beverage,MENU0050,Caramel Cold Coffee - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0050,Caramel Cold Coffee - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0050,Caramel Cold Coffee - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0050,Caramel Cold Coffee - Large,Raw Material,0.234,litre,ING002,Milk
Beverage,MENU0050,Caramel Cold Coffee - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0050,Caramel Cold Coffee - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0050,Caramel Cold Coffee - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0051,Masala Chai Latte - Regular,Raw Material,0.018,kg,ING001,Coffee Beans
Beverage,MENU0051,Masala Chai Latte - Regular,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0051,Masala Chai Latte - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0051,Masala Chai Latte - Regular,Raw Material,0.18,litre,ING002,Milk
Beverage,MENU0051,Masala Chai Latte - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0051,Masala Chai Latte - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0052,Masala Chai Latte - Medium,Raw Material,0.0207,kg,ING001,Coffee Beans
Beverage,MENU0052,Masala Chai Latte - Medium,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0052,Masala Chai Latte - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0052,Masala Chai Latte - Medium,Raw Material,0.207,litre,ING002,Milk
Beverage,MENU0052,Masala Chai Latte - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0052,Masala Chai Latte - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0053,Masala Chai Latte - Large,Raw Material,0.0234,kg,ING001,Coffee Beans
Beverage,MENU0053,Masala Chai Latte - Large,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0053,Masala Chai Latte - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0053,Masala Chai Latte - Large,Raw Material,0.234,litre,ING002,Milk
Beverage,MENU0053,Masala Chai Latte - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0053,Masala Chai Latte - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0054,Himalayan Green Tea,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0054,Himalayan Green Tea,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0054,Himalayan Green Tea,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0054,Himalayan Green Tea,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0054,Himalayan Green Tea,Raw Material,0.005,kg,ING020,Tea Leaves
Beverage,MENU0055,Japanese Matcha Latte - Regular,Raw Material,0.018,kg,ING001,Coffee Beans
Beverage,MENU0055,Japanese Matcha Latte - Regular,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0055,Japanese Matcha Latte - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0055,Japanese Matcha Latte - Regular,Raw Material,0.18,litre,ING002,Milk
Beverage,MENU0055,Japanese Matcha Latte - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0055,Japanese Matcha Latte - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0056,Japanese Matcha Latte - Medium,Raw Material,0.0207,kg,ING001,Coffee Beans
Beverage,MENU0056,Japanese Matcha Latte - Medium,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0056,Japanese Matcha Latte - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0056,Japanese Matcha Latte - Medium,Raw Material,0.207,litre,ING002,Milk
Beverage,MENU0056,Japanese Matcha Latte - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0056,Japanese Matcha Latte - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0057,Japanese Matcha Latte - Large,Raw Material,0.0234,kg,ING001,Coffee Beans
Beverage,MENU0057,Japanese Matcha Latte - Large,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0057,Japanese Matcha Latte - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0057,Japanese Matcha Latte - Large,Raw Material,0.234,litre,ING002,Milk
Beverage,MENU0057,Japanese Matcha Latte - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0057,Japanese Matcha Latte - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0058,Lemon Iced Tea - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0058,Lemon Iced Tea - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0058,Lemon Iced Tea - Regular,Raw Material,0.035,kg,ING023,Lemon
Beverage,MENU0058,Lemon Iced Tea - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0058,Lemon Iced Tea - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0058,Lemon Iced Tea - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0058,Lemon Iced Tea - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0058,Lemon Iced Tea - Regular,Raw Material,0.004,kg,ING020,Tea Leaves
Beverage,MENU0059,Lemon Iced Tea - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0059,Lemon Iced Tea - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0059,Lemon Iced Tea - Medium,Raw Material,0.0403,kg,ING023,Lemon
Beverage,MENU0059,Lemon Iced Tea - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0059,Lemon Iced Tea - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0059,Lemon Iced Tea - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0059,Lemon Iced Tea - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0059,Lemon Iced Tea - Medium,Raw Material,0.0046,kg,ING020,Tea Leaves
Beverage,MENU0060,Lemon Iced Tea - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0060,Lemon Iced Tea - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0060,Lemon Iced Tea - Large,Raw Material,0.0455,kg,ING023,Lemon
Beverage,MENU0060,Lemon Iced Tea - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0060,Lemon Iced Tea - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0060,Lemon Iced Tea - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0060,Lemon Iced Tea - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0060,Lemon Iced Tea - Large,Raw Material,0.0052,kg,ING020,Tea Leaves
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Raw Material,0.035,litre,ING024,Hibiscus Concentrate
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0061,Hibiscus Lime Iced Tea - Regular,Raw Material,0.004,kg,ING020,Tea Leaves
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Raw Material,0.0403,litre,ING024,Hibiscus Concentrate
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0062,Hibiscus Lime Iced Tea - Medium,Raw Material,0.0046,kg,ING020,Tea Leaves
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Raw Material,0.0455,litre,ING024,Hibiscus Concentrate
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0063,Hibiscus Lime Iced Tea - Large,Raw Material,0.0052,kg,ING020,Tea Leaves
Beverage,MENU0064,Hot Chocolate - Regular,Raw Material,0.06,litre,ING016,Chocolate Sauce
Beverage,MENU0064,Hot Chocolate - Regular,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0064,Hot Chocolate - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0064,Hot Chocolate - Regular,Raw Material,0.2,litre,ING002,Milk
Beverage,MENU0064,Hot Chocolate - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0064,Hot Chocolate - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0065,Hot Chocolate - Medium,Raw Material,0.069,litre,ING016,Chocolate Sauce
Beverage,MENU0065,Hot Chocolate - Medium,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0065,Hot Chocolate - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0065,Hot Chocolate - Medium,Raw Material,0.23,litre,ING002,Milk
Beverage,MENU0065,Hot Chocolate - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0065,Hot Chocolate - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0066,Hot Chocolate - Large,Raw Material,0.078,litre,ING016,Chocolate Sauce
Beverage,MENU0066,Hot Chocolate - Large,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0066,Hot Chocolate - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0066,Hot Chocolate - Large,Raw Material,0.26,litre,ING002,Milk
Beverage,MENU0066,Hot Chocolate - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0066,Hot Chocolate - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0067,Babyccino - Regular,Consumable,1.0,pcs,ING037,Hot Cup
Beverage,MENU0067,Babyccino - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0067,Babyccino - Regular,Raw Material,0.12,litre,ING002,Milk
Beverage,MENU0067,Babyccino - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0067,Babyccino - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0068,Choco Chip Shake - Regular,Raw Material,0.025,litre,ING016,Chocolate Sauce
Beverage,MENU0068,Choco Chip Shake - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0068,Choco Chip Shake - Regular,Raw Material,0.025,litre,ING004,Cream
Beverage,MENU0068,Choco Chip Shake - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0068,Choco Chip Shake - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0068,Choco Chip Shake - Regular,Raw Material,0.2,litre,ING002,Milk
Beverage,MENU0068,Choco Chip Shake - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0068,Choco Chip Shake - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0068,Choco Chip Shake - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0069,Choco Chip Shake - Medium,Raw Material,0.0287,litre,ING016,Chocolate Sauce
Beverage,MENU0069,Choco Chip Shake - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0069,Choco Chip Shake - Medium,Raw Material,0.0287,litre,ING004,Cream
Beverage,MENU0069,Choco Chip Shake - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0069,Choco Chip Shake - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0069,Choco Chip Shake - Medium,Raw Material,0.23,litre,ING002,Milk
Beverage,MENU0069,Choco Chip Shake - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0069,Choco Chip Shake - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0069,Choco Chip Shake - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0070,Choco Chip Shake - Large,Raw Material,0.0325,litre,ING016,Chocolate Sauce
Beverage,MENU0070,Choco Chip Shake - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0070,Choco Chip Shake - Large,Raw Material,0.0325,litre,ING004,Cream
Beverage,MENU0070,Choco Chip Shake - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0070,Choco Chip Shake - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0070,Choco Chip Shake - Large,Raw Material,0.26,litre,ING002,Milk
Beverage,MENU0070,Choco Chip Shake - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0070,Choco Chip Shake - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0070,Choco Chip Shake - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0071,Mixed Berry Shake - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0071,Mixed Berry Shake - Regular,Raw Material,0.025,litre,ING004,Cream
Beverage,MENU0071,Mixed Berry Shake - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0071,Mixed Berry Shake - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0071,Mixed Berry Shake - Regular,Raw Material,0.2,litre,ING002,Milk
Beverage,MENU0071,Mixed Berry Shake - Regular,Raw Material,0.08,kg,ING025,Mixed Berry Pulp
Beverage,MENU0071,Mixed Berry Shake - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0071,Mixed Berry Shake - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0071,Mixed Berry Shake - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0072,Mixed Berry Shake - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0072,Mixed Berry Shake - Medium,Raw Material,0.0287,litre,ING004,Cream
Beverage,MENU0072,Mixed Berry Shake - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0072,Mixed Berry Shake - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0072,Mixed Berry Shake - Medium,Raw Material,0.23,litre,ING002,Milk
Beverage,MENU0072,Mixed Berry Shake - Medium,Raw Material,0.092,kg,ING025,Mixed Berry Pulp
Beverage,MENU0072,Mixed Berry Shake - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0072,Mixed Berry Shake - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0072,Mixed Berry Shake - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0073,Mixed Berry Shake - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0073,Mixed Berry Shake - Large,Raw Material,0.0325,litre,ING004,Cream
Beverage,MENU0073,Mixed Berry Shake - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0073,Mixed Berry Shake - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0073,Mixed Berry Shake - Large,Raw Material,0.26,litre,ING002,Milk
Beverage,MENU0073,Mixed Berry Shake - Large,Raw Material,0.104,kg,ING025,Mixed Berry Pulp
Beverage,MENU0073,Mixed Berry Shake - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0073,Mixed Berry Shake - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0073,Mixed Berry Shake - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Beverage,MENU0074,Seasonal Smoothie - Regular,Raw Material,0.08,kg,ING026,Banana
Beverage,MENU0074,Seasonal Smoothie - Regular,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0074,Seasonal Smoothie - Regular,Raw Material,0.025,litre,ING004,Cream
Beverage,MENU0074,Seasonal Smoothie - Regular,Raw Material,0.12,kg,ING022,Ice
Beverage,MENU0074,Seasonal Smoothie - Regular,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0074,Seasonal Smoothie - Regular,Raw Material,0.2,litre,ING002,Milk
Beverage,MENU0074,Seasonal Smoothie - Regular,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0074,Seasonal Smoothie - Regular,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0074,Seasonal Smoothie - Regular,Raw Material,0.015,litre,ING019,Sugar Syrup
Beverage,MENU0075,Seasonal Smoothie - Medium,Raw Material,0.092,kg,ING026,Banana
Beverage,MENU0075,Seasonal Smoothie - Medium,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0075,Seasonal Smoothie - Medium,Raw Material,0.0287,litre,ING004,Cream
Beverage,MENU0075,Seasonal Smoothie - Medium,Raw Material,0.138,kg,ING022,Ice
Beverage,MENU0075,Seasonal Smoothie - Medium,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0075,Seasonal Smoothie - Medium,Raw Material,0.23,litre,ING002,Milk
Beverage,MENU0075,Seasonal Smoothie - Medium,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0075,Seasonal Smoothie - Medium,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0075,Seasonal Smoothie - Medium,Raw Material,0.0172,litre,ING019,Sugar Syrup
Beverage,MENU0076,Seasonal Smoothie - Large,Raw Material,0.104,kg,ING026,Banana
Beverage,MENU0076,Seasonal Smoothie - Large,Consumable,1.0,pcs,ING036,Cold Cup
Beverage,MENU0076,Seasonal Smoothie - Large,Raw Material,0.0325,litre,ING004,Cream
Beverage,MENU0076,Seasonal Smoothie - Large,Raw Material,0.156,kg,ING022,Ice
Beverage,MENU0076,Seasonal Smoothie - Large,Consumable,1.0,pcs,ING038,Lid
Beverage,MENU0076,Seasonal Smoothie - Large,Raw Material,0.26,litre,ING002,Milk
Beverage,MENU0076,Seasonal Smoothie - Large,Consumable,1.0,pcs,ING040,Napkin
Beverage,MENU0076,Seasonal Smoothie - Large,Consumable,1.0,pcs,ING039,Straw
Beverage,MENU0076,Seasonal Smoothie - Large,Raw Material,0.0195,litre,ING019,Sugar Syrup
Food,MENU0077,Spicy Paneer Wrap,Raw Material,0.025,kg,ING030,Capsicum
Food,MENU0077,Spicy Paneer Wrap,Raw Material,0.025,kg,ING033,Chipotle Sauce
Food,MENU0077,Spicy Paneer Wrap,Raw Material,0.025,kg,ING028,Lettuce
Food,MENU0077,Spicy Paneer Wrap,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0077,Spicy Paneer Wrap,Raw Material,0.02,kg,ING029,Onion
Food,MENU0077,Spicy Paneer Wrap,Raw Material,0.11,kg,ING005,Paneer
Food,MENU0077,Spicy Paneer Wrap,Raw Material,1.0,pcs,ING011,Tortilla
Food,MENU0077,Spicy Paneer Wrap,Consumable,1.0,pcs,ING043,Wrap Packaging
Food,MENU0078,Shredded Chicken Wrap,Raw Material,0.025,kg,ING030,Capsicum
Food,MENU0078,Shredded Chicken Wrap,Raw Material,0.11,kg,ING007,Chicken
Food,MENU0078,Shredded Chicken Wrap,Raw Material,0.025,kg,ING033,Chipotle Sauce
Food,MENU0078,Shredded Chicken Wrap,Raw Material,0.025,kg,ING028,Lettuce
Food,MENU0078,Shredded Chicken Wrap,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0078,Shredded Chicken Wrap,Raw Material,0.02,kg,ING029,Onion
Food,MENU0078,Shredded Chicken Wrap,Raw Material,1.0,pcs,ING011,Tortilla
Food,MENU0078,Shredded Chicken Wrap,Consumable,1.0,pcs,ING043,Wrap Packaging
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,2.0,pcs,ING009,Bread
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,0.02,kg,ING033,Chipotle Sauce
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,0.02,kg,ING028,Lettuce
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,0.1,kg,ING005,Paneer
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0079,Smoked Chipotle Paneer Sandwich,Raw Material,0.03,kg,ING031,Tomato
Food,MENU0080,Pesto Veg Sandwich,Raw Material,2.0,pcs,ING009,Bread
Food,MENU0080,Pesto Veg Sandwich,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0080,Pesto Veg Sandwich,Raw Material,0.02,kg,ING028,Lettuce
Food,MENU0080,Pesto Veg Sandwich,Consumable,2.0,pcs,ING040,Napkin
Food,MENU0080,Pesto Veg Sandwich,Raw Material,0.1,kg,ING005,Paneer
Food,MENU0080,Pesto Veg Sandwich,Raw Material,0.02,kg,ING032,Pesto Sauce
Food,MENU0080,Pesto Veg Sandwich,Consumable,1.0,pcs,ING042,Sandwich Box
Food,MENU0080,Pesto Veg Sandwich,Raw Material,0.03,kg,ING031,Tomato
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,2.0,pcs,ING009,Bread
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,0.03,kg,ING006,Cheese
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,0.1,kg,ING007,Chicken
Food,MENU0081,Pepper Chicken Sandwich,Raw Material,0.02,kg,ING033,Chipotle Sauce
