source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,user_name,vendor_name,entry_date,transaction_number,invoice_number,batch_number,pr_number,po_number,invoice_date,item_code,item_name,item_brand,category_name,super_category_name,comment,entry_qty,unit,mrp,unit_price,charges_name,base_amt,discount_amt,gst_igst_rate,gst_igst_value,cess_rate,cess_value,other_tax_rate,other_tax_value,total_tax_amt,item_charges_amt,total_amt,source
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-26,GRN-OUT003-260126-00140,INV-2601-00140,,,PO-20260122-OUT003-0024,2026-01-26,ING012,Croissant Base,,Bakery,Raw Material,,240.0,pcs,0,44.02,,10564.8,0.0,5.0,528.24,,,,,528.24,0,11093.04,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-25,GRN-OUT003-260125-00141,INV-2601-00141,,,PO-20260122-OUT003-0024,2026-01-25,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,100.0,pcs,0,75.85,,7585.0,0.0,18.0,1365.3,,,,,1365.3,0,8950.3,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,store.manager,SpiceRoot Foods,2026-01-27,GRN-OUT003-260127-00142,INV-2601-00142,,,PO-20260122-OUT003-0024,2026-01-27,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,16.42,kg,0,338.69,,5561.29,0.0,18.0,1001.03,,,,,1001.03,0,6562.32,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-01-25,GRN-OUT003-260125-00143,INV-2601-00143,,,PO-20260122-OUT003-0024,2026-01-25,ING037,Hot Cup,,Packaging,Consumable,,1555.0,pcs,0,2.86,Freight,4447.3,0.0,18.0,800.51,,,,,800.51,0,5247.81,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,PackPro Disposables,2026-01-23,GRN-OUT003-260123-00144,INV-2601-00144,,,PO-20260122-OUT003-0024,2026-01-23,ING040,Napkin,,Packaging,Consumable,,2960.0,pcs,0,0.33,,976.8,0.0,18.0,175.82,,,,,175.82,0,1152.62,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-24,GRN-OUT003-260124-00145,INV-2601-00145,,,PO-20260122-OUT003-0024,2026-01-24,ING041,Dessert Box,,Packaging,Consumable,,541.07,pcs,0,5.21,,2818.97,0.0,18.0,507.41,,,,,507.41,0,3326.38,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-22,GRN-OUT003-260122-00146,INV-2601-00146,,,PO-20260122-OUT003-0024,2026-01-22,ING042,Sandwich Box,,Packaging,Consumable,,330.0,pcs,0,6.37,,2102.1,0.0,18.0,378.38,,,,,378.38,0,2480.48,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-01-29,GRN-OUT001-260129-00147,INV-2601-00147,,,PO-20260125-OUT001-0025,2026-01-29,ING002,Milk,,Dairy,Raw Material,,60.76,litre,0,74.2,Freight,4508.39,0.0,5.0,225.42,,,,,225.42,0,4733.81,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-29,GRN-OUT001-260129-00148,INV-2601-00148,,,PO-20260125-OUT001-0025,2026-01-29,ING003,Oat Milk,,Dairy Alternative,Raw Material,,24.33,litre,0,187.1,Freight,4552.14,0.0,5.0,227.61,,,,,227.61,0,4779.75,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ops.hk,NorthStar Poultry,2026-01-30,GRN-OUT001-260130-00149,INV-2601-00149,,,PO-20260125-OUT001-0025,2026-01-30,ING007,Chicken,,Protein,Raw Material,,50.77,kg,0,341.98,,17362.32,0.0,5.0,868.12,,,,,868.12,0,18230.44,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-28,GRN-OUT001-260128-00150,INV-2601-00150,,,PO-20260125-OUT001-0025,2026-01-28,ING010,Bagel,,Bakery,Raw Material,,135.0,pcs,0,29.09,Freight,3927.15,0.0,5.0,196.36,,,,,196.36,0,4123.51,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ops.hk,TeaLeaf Traders NCR,2026-01-25,GRN-OUT001-260125-00151,INV-2601-00151,,,PO-20260125-OUT001-0025,2026-01-25,ING021,Matcha Powder,,Tea Inputs,Raw Material,,7.3,kg,0,2158.58,,15757.63,0.0,18.0,2836.37,,,,,2836.37,0,18594.0,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-01-26,GRN-OUT001-260126-00152,INV-2601-00152,,,PO-20260125-OUT001-0025,2026-01-26,ING036,Cold Cup,,Packaging,Consumable,,834.03,pcs,0,3.27,,2727.28,0.0,18.0,490.91,,,,,490.91,0,3218.19,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-01-26,GRN-OUT001-260126-00153,INV-2601-00153,,,PO-20260125-OUT001-0025,2026-01-26,ING041,Dessert Box,,Packaging,Consumable,,610.0,pcs,0,5.16,,3147.6,0.0,18.0,566.57,,,,,566.57,0,3714.17,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-01-25,GRN-OUT001-260125-00154,INV-2601-00154,,,PO-20260125-OUT001-0025,2026-01-25,ING043,Wrap Packaging,,Packaging,Consumable,,625.0,pcs,0,5.95,,3718.75,0.0,18.0,669.38,,,,,669.38,0,4388.13,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-29,GRN-OUT002-260129-00155,INV-2601-00155,,,PO-20260125-OUT002-0026,2026-01-29,ING009,Bread,,Bakery,Raw Material,,630.0,pcs,0,12.04,,7585.2,0.0,5.0,379.26,,,,,379.26,0,7964.46,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-25,GRN-OUT002-260125-00156,INV-2601-00156,,,PO-20260125-OUT002-0026,2026-01-25,ING010,Bagel,,Bakery,Raw Material,,240.0,pcs,0,28.07,,6736.8,0.0,5.0,336.84,,,,,336.84,0,7073.64,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-27,GRN-OUT002-260127-00157,INV-2601-00157,,,PO-20260125-OUT002-0026,2026-01-27,ING011,Tortilla,,Bakery,Raw Material,,350.0,pcs,0,15.44,,5404.0,0.0,5.0,270.2,,,,,270.2,0,5674.2,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.cp,ChocoCraft Ingredients,2026-01-28,GRN-OUT002-260128-00158,INV-2601-00158,,,PO-20260125-OUT002-0026,2026-01-28,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,17.62,litre,0,253.2,,4461.38,0.0,18.0,803.05,,,,,803.05,0,5264.43,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.cp,SpiceRoot Foods,2026-01-27,GRN-OUT002-260127-00159,INV-2601-00159,,,PO-20260125-OUT002-0026,2026-01-27,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,34.72,kg,0,270.27,,9383.77,0.0,18.0,1689.08,,,,,1689.08,0,11072.85,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-27,GRN-OUT002-260127-00160,INV-2601-00160,,,PO-20260125-OUT002-0026,2026-01-27,ING042,Sandwich Box,,Packaging,Consumable,,680.0,pcs,0,6.85,,4658.0,0.0,18.0,838.44,,,,,838.44,0,5496.44,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-01-26,GRN-OUT002-260126-00161,INV-2601-00161,,,PO-20260125-OUT002-0026,2026-01-26,ING043,Wrap Packaging,,Packaging,Consumable,,390.0,pcs,0,5.96,,2324.4,0.0,18.0,418.39,,,,,418.39,0,2742.79,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-28,GRN-OUT003-260128-00162,INV-2601-00162,,,PO-20260125-OUT003-0027,2026-01-28,ING004,Cream,,Dairy,Raw Material,,45.15,litre,0,202.61,,9147.84,0.0,5.0,457.39,,,,,457.39,0,9605.23,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-26,GRN-OUT003-260126-00163,INV-2601-00163,,,PO-20260125-OUT003-0027,2026-01-26,ING038,Lid,,Packaging,Consumable,,2415.0,pcs,0,1.1,,2656.5,0.0,18.0,478.17,,,,,478.17,0,3134.67,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-29,GRN-OUT003-260129-00164,INV-2601-00164,,,PO-20260125-OUT003-0027,2026-01-29,ING039,Straw,,Packaging,Consumable,,900.0,pcs,0,0.55,,495.0,0.0,18.0,89.1,,,,,89.1,0,584.1,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-28,GRN-OUT003-260128-00165,INV-2601-00165,,,PO-20260125-OUT003-0027,2026-01-28,ING040,Napkin,,Packaging,Consumable,,1515.0,pcs,0,0.34,,515.1,0.0,18.0,92.72,,,,,92.72,0,607.82,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-26,GRN-OUT003-260126-00166,INV-2601-00166,,,PO-20260125-OUT003-0027,2026-01-26,ING042,Sandwich Box,,Packaging,Consumable,,370.0,pcs,0,6.82,,2523.4,25.23,18.0,449.67,,,,,449.67,0,2947.84,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,store.manager,ChocoCraft Ingredients,2026-02-01,GRN-OUT001-260201-00167,INV-2602-00167,,,PO-20260128-OUT001-0028,2026-02-01,ING013,Brownie Base,,Dessert Inputs,Raw Material,,175.0,pcs,0,33.43,,5850.25,0.0,18.0,1053.05,,,,,1053.05,0,6903.3,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-01-29,GRN-OUT001-260129-00168,INV-2601-00168,,,PO-20260128-OUT001-0028,2026-01-29,ING020,Tea Leaves,,Tea Inputs,Raw Material,,12.27,kg,0,615.77,,7555.5,0.0,5.0,377.77,,,,,377.77,0,7933.27,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-01-31,GRN-OUT001-260131-00169,INV-2601-00169,,,PO-20260128-OUT001-0028,2026-01-31,ING023,Lemon,,Produce,Raw Material,,48.41,kg,0,116.37,,5633.47,0.0,5.0,281.67,,,,,281.67,0,5915.14,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-02-02,GRN-OUT002-260202-00170,INV-2602-00170,,,PO-20260128-OUT002-0029,2026-02-02,ING027,Butter,,Dairy,Raw Material,,23.37,kg,0,548.17,,12810.73,0.0,12.0,1537.29,,,,,1537.29,0,14348.02,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-01-30,GRN-OUT002-260130-00171,INV-2601-00171,,,PO-20260128-OUT002-0029,2026-01-30,ING036,Cold Cup,,Packaging,Consumable,,1330.0,pcs,0,3.36,,4468.8,0.0,18.0,804.38,,,,,804.38,0,5273.18,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-29,GRN-OUT002-260129-00172,INV-2601-00172,,,PO-20260128-OUT002-0029,2026-01-29,ING037,Hot Cup,,Packaging,Consumable,,1365.0,pcs,0,2.72,,3712.8,0.0,18.0,668.3,,,,,668.3,0,4381.1,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-01-30,GRN-OUT002-260130-00173,INV-2601-00173,,,PO-20260128-OUT002-0029,2026-01-30,ING038,Lid,,Packaging,Consumable,,1280.0,pcs,0,1.07,,1369.6,0.0,18.0,246.53,,,,,246.53,0,1616.13,
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-29,GRN-OUT002-260129-00174,INV-2601-00174,,,PO-20260128-OUT002-0029,2026-01-29,ING039,Straw,,Packaging,Consumable,,327.26,pcs,0,0.55,,179.99,0.0,18.0,32.4,,,,,32.4,0,212.39,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-31,GRN-OUT003-260131-00175,INV-2601-00175,,,PO-20260128-OUT003-0030,2026-01-31,ING005,Paneer,,Dairy,Raw Material,,29.48,kg,0,353.83,,10430.91,0.0,5.0,521.55,,,,,521.55,0,10952.46,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.saket,NorthStar Poultry,2026-02-01,GRN-OUT003-260201-00176,INV-2602-00176,,,PO-20260128-OUT003-0030,2026-02-01,ING007,Chicken,,Protein,Raw Material,,45.92,kg,0,342.28,,15717.5,0.0,5.0,785.88,,,,,785.88,0,16503.38,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-30,GRN-OUT003-260130-00177,INV-2601-00177,,,PO-20260128-OUT003-0030,2026-01-30,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,75.0,pcs,0,74.66,,5599.5,0.0,18.0,1007.91,,,,,1007.91,0,6607.41,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.cp,SweetBase Foods,2026-01-30,GRN-OUT003-260130-00178,INV-2601-00178,,,PO-20260128-OUT003-0030,2026-01-30,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,41.58,litre,0,252.66,,10505.6,0.0,18.0,1891.01,,,,,1891.01,0,12396.61,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,store.manager,FreshDairy Foods NCR,2026-01-31,GRN-OUT003-260131-00179,INV-2601-00179,,,PO-20260128-OUT003-0030,2026-01-31,ING027,Butter,,Dairy,Raw Material,,25.26,kg,0,532.59,,13453.22,134.53,12.0,1598.24,,,,,1598.24,0,14916.93,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-30,GRN-OUT003-260130-00180,INV-2601-00180,,,PO-20260128-OUT003-0030,2026-01-30,ING038,Lid,,Packaging,Consumable,,1330.0,pcs,0,1.06,,1409.8,0.0,18.0,253.76,,,,,253.76,0,1663.56,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-01,GRN-OUT001-260201-00181,INV-2602-00181,,,PO-20260131-OUT001-0031,2026-02-01,ING002,Milk,,Dairy,Raw Material,,56.8,litre,0,71.79,,4077.67,0.0,5.0,203.88,,,,,203.88,0,4281.55,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,store.manager,ChocoCraft Ingredients,2026-02-03,GRN-OUT001-260203-00182,INV-2602-00182,,,PO-20260131-OUT001-0031,2026-02-03,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,26.88,litre,0,254.25,,6834.24,0.0,18.0,1230.16,,,,,1230.16,0,8064.4,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-02-01,GRN-OUT001-260201-00183,INV-2602-00183,,,PO-20260131-OUT001-0031,2026-02-01,ING027,Butter,,Dairy,Raw Material,,21.58,kg,0,510.89,,11025.01,0.0,12.0,1323.0,,,,,1323.0,0,12348.01,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-02-03,GRN-OUT001-260203-00184,INV-2602-00184,,,PO-20260131-OUT001-0031,2026-02-03,ING029,Onion,,Produce,Raw Material,,39.36,kg,0,43.24,,1701.93,0.0,5.0,85.1,,,,,85.1,0,1787.03,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,SpiceRoot Foods,2026-02-03,GRN-OUT001-260203-00185,INV-2602-00185,,,PO-20260131-OUT001-0031,2026-02-03,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,18.68,kg,0,280.19,,5233.95,0.0,18.0,942.11,,,,,942.11,0,6176.06,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-03,GRN-OUT001-260203-00186,INV-2602-00186,,,PO-20260131-OUT001-0031,2026-02-03,ING036,Cold Cup,,Packaging,Consumable,,1665.0,pcs,0,3.21,,5344.65,0.0,18.0,962.04,,,,,962.04,0,6306.69,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-02-01,GRN-OUT001-260201-00187,INV-2602-00187,,,PO-20260131-OUT001-0031,2026-02-01,ING037,Hot Cup,,Packaging,Consumable,,1685.0,pcs,0,2.79,,4701.15,47.01,18.0,837.75,,,,,837.75,0,5491.89,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-02,GRN-OUT001-260202-00188,INV-2602-00188,,,PO-20260131-OUT001-0031,2026-02-02,ING043,Wrap Packaging,,Packaging,Consumable,,385.0,pcs,0,5.78,,2225.3,0.0,18.0,400.55,,,,,400.55,0,2625.85,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,BeanCraft Roasters Delhi,2026-02-03,GRN-OUT002-260203-00189,INV-2602-00189,,,PO-20260131-OUT002-0032,2026-02-03,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.64,kg,0,1018.69,,11857.55,0.0,5.0,592.88,,,,,592.88,0,12450.43,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-05,GRN-OUT002-260205-00190,INV-2602-00190,,,PO-20260131-OUT002-0032,2026-02-05,ING002,Milk,,Dairy,Raw Material,,112.52,litre,0,71.95,,8095.81,80.96,5.0,400.74,,,,,400.74,0,8415.59,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,ops.cp,FreshDairy Foods NCR,2026-02-04,GRN-OUT002-260204-00191,INV-2602-00191,,,PO-20260131-OUT002-0032,2026-02-04,ING004,Cream,,Dairy,Raw Material,,29.66,litre,0,211.4,Freight,6270.12,0.0,5.0,313.51,,,,,313.51,0,6583.63,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-02-02,GRN-OUT002-260202-00192,INV-2602-00192,,,PO-20260131-OUT002-0032,2026-02-02,ING005,Paneer,,Dairy,Raw Material,,18.39,kg,0,371.18,,6826.0,0.0,5.0,341.3,,,,,341.3,0,7167.3,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-02-04,GRN-OUT002-260204-00193,INV-2602-00193,,,PO-20260131-OUT002-0032,2026-02-04,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,31.13,litre,0,237.99,,7408.63,0.0,18.0,1333.55,,,,,1333.55,0,8742.18,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-02-03,GRN-OUT002-260203-00194,INV-2602-00194,,,PO-20260131-OUT002-0032,2026-02-03,ING030,Capsicum,,Produce,Raw Material,,34.42,kg,0,88.64,,3050.99,0.0,5.0,152.55,,,,,152.55,0,3203.54,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.hk,NorthStar Poultry,2026-02-05,GRN-OUT003-260205-00195,INV-2602-00195,,,PO-20260131-OUT003-0033,2026-02-05,ING007,Chicken,,Protein,Raw Material,,50.66,kg,0,330.19,,16727.43,0.0,5.0,836.37,,,,,836.37,0,17563.8,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.cp,NorthStar Poultry,2026-02-03,GRN-OUT003-260203-00196,INV-2602-00196,,,PO-20260131-OUT003-0033,2026-02-03,ING008,Egg,,Protein,Raw Material,,290.0,pcs,0,7.09,,2056.1,0.0,5.0,102.81,,,,,102.81,0,2158.91,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.hk,SweetBase Foods,2026-02-05,GRN-OUT003-260205-00197,INV-2602-00197,,,PO-20260131-OUT003-0033,2026-02-05,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,22.82,litre,0,248.23,,5664.61,0.0,18.0,1019.63,,,,,1019.63,0,6684.24,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.saket,SpiceRoot Foods,2026-02-04,GRN-OUT003-260204-00198,INV-2602-00198,,,PO-20260131-OUT003-0033,2026-02-04,ING034,Salsa,,Syrups & Sauces,Raw Material,,29.6,kg,0,187.35,,5545.56,0.0,18.0,998.2,,,,,998.2,0,6543.76,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-02-01,GRN-OUT003-260201-00199,INV-2602-00199,,,PO-20260131-OUT003-0033,2026-02-01,ING039,Straw,,Packaging,Consumable,,441.15,pcs,0,0.54,,238.22,0.0,18.0,42.88,,,,,42.88,0,281.1,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-02-01,GRN-OUT003-260201-00200,INV-2602-00200,,,PO-20260131-OUT003-0033,2026-02-01,ING041,Dessert Box,,Packaging,Consumable,,290.0,pcs,0,5.29,,1534.1,0.0,18.0,276.14,,,,,276.14,0,1810.24,
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-02-03,GRN-OUT003-260203-00201,INV-2602-00201,,,PO-20260131-OUT003-0033,2026-02-03,ING042,Sandwich Box,,Packaging,Consumable,,426.11,pcs,0,6.56,,2795.28,0.0,18.0,503.15,,,,,503.15,0,3298.43,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-02-01,GRN-OUT001-260201-00202,INV-2602-00202,,,PO-20260201-OUT001-0034,2026-02-01,ING010,Bagel,,Bakery,Raw Material,,140.0,pcs,0,29.24,,4093.6,0.0,5.0,204.68,,,,,204.68,0,4298.28,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.hk,ChocoCraft Ingredients,2026-02-03,GRN-OUT001-260203-00203,INV-2602-00203,,,PO-20260201-OUT001-0034,2026-02-03,ING013,Brownie Base,,Dessert Inputs,Raw Material,,150.0,pcs,0,35.43,,5314.5,0.0,18.0,956.61,,,,,956.61,0,6271.11,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,SweetBase Foods,2026-02-04,GRN-OUT001-260204-00204,INV-2602-00204,,,PO-20260201-OUT001-0034,2026-02-04,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,35.74,litre,0,233.63,,8349.94,0.0,18.0,1502.99,,,,,1502.99,0,9852.93,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,SweetBase Foods,2026-02-04,GRN-OUT001-260204-00205,INV-2602-00205,,,PO-20260201-OUT001-0034,2026-02-04,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,9.94,litre,0,397.19,,3948.07,0.0,18.0,710.65,,,,,710.65,0,4658.72,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-02-03,GRN-OUT001-260203-00206,INV-2602-00206,,,PO-20260201-OUT001-0034,2026-02-03,ING030,Capsicum,,Produce,Raw Material,,47.56,kg,0,85.12,,4048.31,0.0,5.0,202.42,,,,,202.42,0,4250.73,
