forecast_as_of_month,forecast_date,outlet_code,outlet_name,menu_item_code,menu_item_name,super_category_name,category_name,forecast_qty,forecast_net_sales,model_name,confidence_band
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.5574,110.84,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.5981,118.93,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.5574,110.84,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.5632,111.99,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.6039,120.09,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,0.692,137.6,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.5329,111.14,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.4561,95.12,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.4606,96.06,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.4516,94.18,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.4335,90.41,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.4426,92.3,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,0.5222,108.9,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.7834,224.17,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.6503,186.08,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.6842,195.78,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.6503,186.08,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.691,197.73,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.6571,188.03,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,0.8233,235.59,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.6852,189.42,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.569,157.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.5981,165.34,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.5806,160.51,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.5981,165.34,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.5923,163.74,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,0.692,191.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.716,135.43,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.5884,111.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.6252,118.26,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.5945,112.45,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.6068,114.78,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.6129,115.93,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,0.7015,132.69,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,1.0871,189.81,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,0.8852,154.56,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,0.9303,162.43,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,0.9213,160.86,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,0.9303,162.43,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,0.9123,159.29,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,1.0978,191.68,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,1.0232,188.58,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,0.9213,169.8,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,0.8942,164.8,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,0.8761,161.47,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,0.8852,163.14,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,0.9123,168.14,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,1.0871,200.35,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.7015,115.68,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.5884,97.03,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.5884,97.03,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.619,102.07,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.6129,101.07,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.6374,105.11,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,0.7015,115.68,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.475,124.4,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.4235,110.91,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.4319,113.11,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.4068,106.54,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.411,107.64,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.4361,114.21,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0108,Apple Pie,Dessert,Desserts,0.4849,127.0,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.7834,235.57,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.6706,201.65,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.6706,201.65,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.6774,203.69,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.6774,203.69,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.691,207.78,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,0.7834,235.57,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.6578,143.56,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.5981,130.54,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.5574,121.65,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.5865,128.0,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.569,124.18,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.5865,128.0,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT002,ABNAH Cafe Hauz Khas,MENU0110,Multigrain Walnut Tea Cake,Dessert,Baked Goods,0.6646,145.05,Synthetic 28-day seasonal baseline,High
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0417,5.87,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0297,4.18,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0303,4.26,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0294,4.14,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0306,4.3,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0306,4.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0001,Espresso Shot - Solo,Beverage,Espresso,0.0409,5.75,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1635,29.34,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1237,22.2,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1213,21.77,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1225,21.98,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1237,22.2,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1213,21.77,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,0.1586,28.46,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.8614,334.03,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.4227,255.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.339,240.28,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.353,242.8,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.4506,260.31,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.4088,252.81,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0003,Americano - Regular,Beverage,Coffee Classics,1.8614,334.03,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.9621,399.68,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.4118,287.58,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.4991,305.37,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.47,299.44,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.4991,305.37,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.4409,293.51,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0004,Americano - Medium,Beverage,Coffee Classics,1.9819,403.71,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,1.3898,316.8,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,0.9806,223.53,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,1.0407,237.23,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,0.9906,225.81,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,1.0107,230.39,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,1.0006,228.09,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0005,Americano - Large,Beverage,Coffee Classics,1.3762,313.7,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,2.5088,547.55,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,1.8612,406.21,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,1.8236,398.0,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,1.8236,398.0,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,1.9552,426.72,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,1.9364,422.62,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0006,Latte - Regular,Beverage,Coffee Classics,2.4832,541.96,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,2.1479,520.87,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,1.5928,386.25,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,1.4846,360.02,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,1.5774,382.52,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,1.6083,390.01,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,1.5619,378.76,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0007,Latte - Medium,Beverage,Coffee Classics,2.0216,490.24,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.4741,393.22,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.1037,294.41,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.0931,291.58,Synthetic 28-day seasonal baseline,High
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.0188,271.76,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.0613,283.1,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.0931,291.58,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0008,Latte - Large,Beverage,Coffee Classics,1.4741,393.22,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,2.1042,459.24,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,1.6398,357.89,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,1.5452,337.24,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,1.5295,333.81,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,1.5768,344.14,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,1.6241,354.46,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,2.233,487.35,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.6648,403.71,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.2481,302.66,Synthetic 28-day seasonal baseline,High
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.2353,299.56,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.2608,305.74,Synthetic 28-day seasonal baseline,High
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.2353,299.56,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.2608,305.74,Synthetic 28-day seasonal baseline,High
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,1.6995,412.13,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-01,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.4666,391.22,Synthetic 28-day seasonal baseline,High
month_01,2026-02-02,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.1556,308.26,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-03,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.1219,299.27,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-04,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.0883,290.3,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-05,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.0771,287.32,Synthetic 28-day seasonal baseline,High
month_01,2026-02-06,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.1332,302.28,Synthetic 28-day seasonal baseline,Medium
month_01,2026-02-07,OUT003,ABNAH Cafe Saket Premium,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,1.5277,407.51,Synthetic 28-day seasonal baseline,High
