row_id,recipe_name,recipe_qty,recipe_unit,item_name,item_qty,item_unit,item_tab_type
BOM00428,,,,Napkin,1.0,pcs,Base Recipe
BOM00429,,,,Straw,1.0,pcs,Base Recipe
BOM00430,,,,Sugar Syrup,0.0172,litre,Base Recipe
BOM00431,,,,Tea Leaves,0.0046,kg,Base Recipe
BOM00432,Hibiscus Lime Iced Tea - Large,1.0,Piece,Cold Cup,1.0,pcs,Base Recipe
BOM00433,,,,Hibiscus Concentrate,0.0455,litre,Base Recipe
BOM00434,,,,Ice,0.156,kg,Base Recipe
BOM00435,,,,Lid,1.0,pcs,Base Recipe
BOM00436,,,,Napkin,1.0,pcs,Base Recipe
BOM00437,,,,Straw,1.0,pcs,Base Recipe
BOM00438,,,,Sugar Syrup,0.0195,litre,Base Recipe
BOM00439,,,,Tea Leaves,0.0052,kg,Base Recipe
BOM00440,Hot Chocolate - Regular,1.0,Piece,Chocolate Sauce,0.06,litre,Base Recipe
BOM00441,,,,Hot Cup,1.0,pcs,Base Recipe
BOM00442,,,,Lid,1.0,pcs,Base Recipe
BOM00443,,,,Milk,0.2,litre,Base Recipe
BOM00444,,,,Napkin,1.0,pcs,Base Recipe
BOM00445,,,,Sugar Syrup,0.015,litre,Base Recipe
BOM00446,Hot Chocolate - Medium,1.0,Piece,Chocolate Sauce,0.069,litre,Base Recipe
BOM00447,,,,Hot Cup,1.0,pcs,Base Recipe
BOM00448,,,,Lid,1.0,pcs,Base Recipe
BOM00449,,,,Milk,0.23,litre,Base Recipe
BOM00450,,,,Napkin,1.0,pcs,Base Recipe
BOM00451,,,,Sugar Syrup,0.0172,litre,Base Recipe
BOM00452,Hot Chocolate - Large,1.0,Piece,Chocolate Sauce,0.078,litre,Base Recipe
BOM00453,,,,Hot Cup,1.0,pcs,Base Recipe
BOM00454,,,,Lid,1.0,pcs,Base Recipe
BOM00455,,,,Milk,0.26,litre,Base Recipe
BOM00456,,,,Napkin,1.0,pcs,Base Recipe
BOM00457,,,,Sugar Syrup,0.0195,litre,Base Recipe
BOM00458,Babyccino - Regular,1.0,Piece,Hot Cup,1.0,pcs,Base Recipe
BOM00459,,,,Lid,1.0,pcs,Base Recipe
BOM00460,,,,Milk,0.12,litre,Base Recipe
BOM00461,,,,Napkin,1.0,pcs,Base Recipe
BOM00462,,,,Sugar Syrup,0.015,litre,Base Recipe
BOM00463,Choco Chip Shake - Regular,1.0,Piece,Chocolate Sauce,0.025,litre,Base Recipe
BOM00464,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00465,,,,Cream,0.025,litre,Base Recipe
BOM00466,,,,Ice,0.12,kg,Base Recipe
BOM00467,,,,Lid,1.0,pcs,Base Recipe
BOM00468,,,,Milk,0.2,litre,Base Recipe
BOM00469,,,,Napkin,1.0,pcs,Base Recipe
BOM00470,,,,Straw,1.0,pcs,Base Recipe
BOM00471,,,,Sugar Syrup,0.015,litre,Base Recipe
BOM00472,Choco Chip Shake - Medium,1.0,Piece,Chocolate Sauce,0.0287,litre,Base Recipe
BOM00473,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00474,,,,Cream,0.0287,litre,Base Recipe
BOM00475,,,,Ice,0.138,kg,Base Recipe
BOM00476,,,,Lid,1.0,pcs,Base Recipe
BOM00477,,,,Milk,0.23,litre,Base Recipe
BOM00478,,,,Napkin,1.0,pcs,Base Recipe
BOM00479,,,,Straw,1.0,pcs,Base Recipe
BOM00480,,,,Sugar Syrup,0.0172,litre,Base Recipe
BOM00481,Choco Chip Shake - Large,1.0,Piece,Chocolate Sauce,0.0325,litre,Base Recipe
BOM00482,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00483,,,,Cream,0.0325,litre,Base Recipe
BOM00484,,,,Ice,0.156,kg,Base Recipe
BOM00485,,,,Lid,1.0,pcs,Base Recipe
BOM00486,,,,Milk,0.26,litre,Base Recipe
BOM00487,,,,Napkin,1.0,pcs,Base Recipe
BOM00488,,,,Straw,1.0,pcs,Base Recipe
BOM00489,,,,Sugar Syrup,0.0195,litre,Base Recipe
BOM00490,Mixed Berry Shake - Regular,1.0,Piece,Cold Cup,1.0,pcs,Base Recipe
BOM00491,,,,Cream,0.025,litre,Base Recipe
BOM00492,,,,Ice,0.12,kg,Base Recipe
BOM00493,,,,Lid,1.0,pcs,Base Recipe
BOM00494,,,,Milk,0.2,litre,Base Recipe
BOM00495,,,,Mixed Berry Pulp,0.08,kg,Base Recipe
BOM00496,,,,Napkin,1.0,pcs,Base Recipe
BOM00497,,,,Straw,1.0,pcs,Base Recipe
BOM00498,,,,Sugar Syrup,0.015,litre,Base Recipe
BOM00499,Mixed Berry Shake - Medium,1.0,Piece,Cold Cup,1.0,pcs,Base Recipe
BOM00500,,,,Cream,0.0287,litre,Base Recipe
BOM00501,,,,Ice,0.138,kg,Base Recipe
BOM00502,,,,Lid,1.0,pcs,Base Recipe
BOM00503,,,,Milk,0.23,litre,Base Recipe
BOM00504,,,,Mixed Berry Pulp,0.092,kg,Base Recipe
BOM00505,,,,Napkin,1.0,pcs,Base Recipe
BOM00506,,,,Straw,1.0,pcs,Base Recipe
BOM00507,,,,Sugar Syrup,0.0172,litre,Base Recipe
BOM00508,Mixed Berry Shake - Large,1.0,Piece,Cold Cup,1.0,pcs,Base Recipe
BOM00509,,,,Cream,0.0325,litre,Base Recipe
BOM00510,,,,Ice,0.156,kg,Base Recipe
BOM00511,,,,Lid,1.0,pcs,Base Recipe
BOM00512,,,,Milk,0.26,litre,Base Recipe
BOM00513,,,,Mixed Berry Pulp,0.104,kg,Base Recipe
BOM00514,,,,Napkin,1.0,pcs,Base Recipe
BOM00515,,,,Straw,1.0,pcs,Base Recipe
BOM00516,,,,Sugar Syrup,0.0195,litre,Base Recipe
BOM00517,Seasonal Smoothie - Regular,1.0,Piece,Banana,0.08,kg,Base Recipe
BOM00518,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00519,,,,Cream,0.025,litre,Base Recipe
BOM00520,,,,Ice,0.12,kg,Base Recipe
BOM00521,,,,Lid,1.0,pcs,Base Recipe
BOM00522,,,,Milk,0.2,litre,Base Recipe
BOM00523,,,,Napkin,1.0,pcs,Base Recipe
BOM00524,,,,Straw,1.0,pcs,Base Recipe
BOM00525,,,,Sugar Syrup,0.015,litre,Base Recipe
BOM00526,Seasonal Smoothie - Medium,1.0,Piece,Banana,0.092,kg,Base Recipe
BOM00527,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00528,,,,Cream,0.0287,litre,Base Recipe
BOM00529,,,,Ice,0.138,kg,Base Recipe
BOM00530,,,,Lid,1.0,pcs,Base Recipe
BOM00531,,,,Milk,0.23,litre,Base Recipe
BOM00532,,,,Napkin,1.0,pcs,Base Recipe
BOM00533,,,,Straw,1.0,pcs,Base Recipe
BOM00534,,,,Sugar Syrup,0.0172,litre,Base Recipe
BOM00535,Seasonal Smoothie - Large,1.0,Piece,Banana,0.104,kg,Base Recipe
BOM00536,,,,Cold Cup,1.0,pcs,Base Recipe
BOM00537,,,,Cream,0.0325,litre,Base Recipe
BOM00538,,,,Ice,0.156,kg,Base Recipe
BOM00539,,,,Lid,1.0,pcs,Base Recipe
BOM00540,,,,Milk,0.26,litre,Base Recipe
BOM00541,,,,Napkin,1.0,pcs,Base Recipe
BOM00542,,,,Straw,1.0,pcs,Base Recipe
BOM00543,,,,Sugar Syrup,0.0195,litre,Base Recipe
BOM00544,Spicy Paneer Wrap,1.0,Piece,Capsicum,0.025,kg,Base Recipe
BOM00545,,,,Chipotle Sauce,0.025,kg,Base Recipe
BOM00546,,,,Lettuce,0.025,kg,Base Recipe
BOM00547,,,,Napkin,2.0,pcs,Base Recipe
BOM00548,,,,Onion,0.02,kg,Base Recipe
BOM00549,,,,Paneer,0.11,kg,Base Recipe
BOM00550,,,,Tortilla,1.0,pcs,Base Recipe
BOM00551,,,,Wrap Packaging,1.0,pcs,Base Recipe
BOM00552,Shredded Chicken Wrap,1.0,Piece,Capsicum,0.025,kg,Base Recipe
BOM00553,,,,Chicken,0.11,kg,Base Recipe
BOM00554,,,,Chipotle Sauce,0.025,kg,Base Recipe
BOM00555,,,,Lettuce,0.025,kg,Base Recipe
BOM00556,,,,Napkin,2.0,pcs,Base Recipe
BOM00557,,,,Onion,0.02,kg,Base Recipe
BOM00558,,,,Tortilla,1.0,pcs,Base Recipe
BOM00559,,,,Wrap Packaging,1.0,pcs,Base Recipe
BOM00560,Smoked Chipotle Paneer Sandwich,1.0,Piece,Bread,2.0,pcs,Base Recipe
BOM00561,,,,Cheese,0.03,kg,Base Recipe
BOM00562,,,,Chipotle Sauce,0.02,kg,Base Recipe
BOM00563,,,,Lettuce,0.02,kg,Base Recipe
BOM00564,,,,Napkin,2.0,pcs,Base Recipe
BOM00565,,,,Paneer,0.1,kg,Base Recipe
BOM00566,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00567,,,,Tomato,0.03,kg,Base Recipe
BOM00568,Pesto Veg Sandwich,1.0,Piece,Bread,2.0,pcs,Base Recipe
BOM00569,,,,Cheese,0.03,kg,Base Recipe
BOM00570,,,,Lettuce,0.02,kg,Base Recipe
BOM00571,,,,Napkin,2.0,pcs,Base Recipe
BOM00572,,,,Paneer,0.1,kg,Base Recipe
BOM00573,,,,Pesto Sauce,0.02,kg,Base Recipe
BOM00574,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00575,,,,Tomato,0.03,kg,Base Recipe
BOM00576,Pepper Chicken Sandwich,1.0,Piece,Bread,2.0,pcs,Base Recipe
BOM00577,,,,Cheese,0.03,kg,Base Recipe
BOM00578,,,,Chicken,0.1,kg,Base Recipe
BOM00579,,,,Chipotle Sauce,0.02,kg,Base Recipe
BOM00580,,,,Lettuce,0.02,kg,Base Recipe
BOM00581,,,,Napkin,2.0,pcs,Base Recipe
BOM00582,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00583,,,,Tomato,0.03,kg,Base Recipe
BOM00584,Tandoori Chicken Sandwich,1.0,Piece,Bread,2.0,pcs,Base Recipe
BOM00585,,,,Cheese,0.03,kg,Base Recipe
BOM00586,,,,Chicken,0.1,kg,Base Recipe
BOM00587,,,,Chipotle Sauce,0.02,kg,Base Recipe
BOM00588,,,,Lettuce,0.02,kg,Base Recipe
BOM00589,,,,Napkin,2.0,pcs,Base Recipe
BOM00590,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00591,,,,Tomato,0.03,kg,Base Recipe
BOM00592,Chilli Cheese Garlic Toast,1.0,Piece,Aioli,0.02,kg,Base Recipe
BOM00593,,,,Bread,1.0,pcs,Base Recipe
BOM00594,,,,Cheese,0.035,kg,Base Recipe
BOM00595,,,,Napkin,2.0,pcs,Base Recipe
BOM00596,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00597,Chicken Pepperoni Avocado Toast,1.0,Piece,Aioli,0.02,kg,Base Recipe
BOM00598,,,,Bread,1.0,pcs,Base Recipe
BOM00599,,,,Cheese,0.035,kg,Base Recipe
BOM00600,,,,Chicken,0.08,kg,Base Recipe
BOM00601,,,,Napkin,2.0,pcs,Base Recipe
BOM00602,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00603,Hummus and Pita Platter,1.0,Piece,Aioli,0.03,kg,Base Recipe
BOM00604,,,,Bread,2.0,pcs,Base Recipe
BOM00605,,,,Lettuce,0.03,kg,Base Recipe
BOM00606,,,,Napkin,2.0,pcs,Base Recipe
BOM00607,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00608,,,,Tomato,0.04,kg,Base Recipe
BOM00609,Breakfast Pancakes,1.0,Piece,Butter,0.025,kg,Base Recipe
BOM00610,,,,Cake Base,1.0,pcs,Base Recipe
BOM00611,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00612,,,,Napkin,2.0,pcs,Base Recipe
BOM00613,,,,Sugar Syrup,0.025,litre,Base Recipe
BOM00614,Cream Cheese Bagel,1.0,Piece,Bagel,1.0,pcs,Base Recipe
BOM00615,,,,Cheese,0.025,kg,Base Recipe
BOM00616,,,,Cream,0.035,litre,Base Recipe
BOM00617,,,,Napkin,2.0,pcs,Base Recipe
BOM00618,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00619,Scallion Pepper Cream Cheese Bagel,1.0,Piece,Bagel,1.0,pcs,Base Recipe
BOM00620,,,,Cheese,0.025,kg,Base Recipe
BOM00621,,,,Cream,0.035,litre,Base Recipe
BOM00622,,,,Napkin,2.0,pcs,Base Recipe
BOM00623,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00624,Masala Egg Bun,1.0,Piece,Bread,1.0,pcs,Base Recipe
BOM00625,,,,Cheese,0.02,kg,Base Recipe
BOM00626,,,,Egg,2.0,pcs,Base Recipe
BOM00627,,,,Napkin,2.0,pcs,Base Recipe
BOM00628,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00629,Marinara Cheese Pin Wheels,1.0,Piece,Bread,1.0,pcs,Base Recipe
BOM00630,,,,Cheese,0.03,kg,Base Recipe
BOM00631,,,,Napkin,2.0,pcs,Base Recipe
BOM00632,,,,Salsa,0.025,kg,Base Recipe
BOM00633,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00634,Pesto Sundried Tomato Pin Wheel,1.0,Piece,Bread,1.0,pcs,Base Recipe
BOM00635,,,,Cheese,0.03,kg,Base Recipe
BOM00636,,,,Napkin,2.0,pcs,Base Recipe
BOM00637,,,,Pesto Sauce,0.025,kg,Base Recipe
BOM00638,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00639,Turnover with Brioche Dough Chicken,1.0,Piece,Cheese,0.025,kg,Base Recipe
BOM00640,,,,Chicken,0.08,kg,Base Recipe
BOM00641,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00642,,,,Napkin,2.0,pcs,Base Recipe
BOM00643,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00644,Turnover with Brioche Dough Veg,1.0,Piece,Cheese,0.025,kg,Base Recipe
BOM00645,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00646,,,,Napkin,2.0,pcs,Base Recipe
BOM00647,,,,Paneer,0.08,kg,Base Recipe
BOM00648,,,,Sandwich Box,1.0,pcs,Base Recipe
BOM00649,Butter Croissant,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00650,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00651,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00652,,,,Napkin,2.0,pcs,Base Recipe
BOM00653,Almond Croissant,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00654,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00655,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00656,,,,Napkin,2.0,pcs,Base Recipe
BOM00657,Chocolate Croissant,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00658,,,,Chocolate Sauce,0.025,litre,Base Recipe
BOM00659,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00660,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00661,,,,Napkin,2.0,pcs,Base Recipe
BOM00662,Mushroom Cheese Croissant,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00663,,,,Cheese,0.035,kg,Base Recipe
BOM00664,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00665,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00666,,,,Napkin,2.0,pcs,Base Recipe
BOM00667,Sriracha Chicken Croissant,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00668,,,,Chicken,0.07,kg,Base Recipe
BOM00669,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00670,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00671,,,,Napkin,2.0,pcs,Base Recipe
BOM00672,Cinnamon Roll with Cream Cheese,1.0,Piece,Cream,0.025,litre,Base Recipe
BOM00673,,,,Croissant Base,1.0,pcs,Base Recipe
BOM00674,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00675,,,,Napkin,1.0,pcs,Base Recipe
BOM00676,Banana Walnut Tea Cake,1.0,Piece,Banana,0.07,kg,Base Recipe
BOM00677,,,,Cake Base,1.0,pcs,Base Recipe
BOM00678,,,,Cream,0.025,litre,Base Recipe
BOM00679,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00680,,,,Napkin,1.0,pcs,Base Recipe
BOM00681,Lemon Raspberry Tea Cake,1.0,Piece,Cake Base,1.0,pcs,Base Recipe
BOM00682,,,,Cream,0.025,litre,Base Recipe
BOM00683,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00684,,,,Napkin,1.0,pcs,Base Recipe
BOM00685,Double Chocolate Truffle Cake,1.0,Piece,Cake Base,1.0,pcs,Base Recipe
BOM00686,,,,Chocolate Sauce,0.025,litre,Base Recipe
BOM00687,,,,Cream,0.025,litre,Base Recipe
BOM00688,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00689,,,,Napkin,1.0,pcs,Base Recipe
BOM00690,Banoffee Pie,1.0,Piece,Cake Base,1.0,pcs,Base Recipe
BOM00691,,,,Cream,0.025,litre,Base Recipe
BOM00692,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00693,,,,Napkin,1.0,pcs,Base Recipe
BOM00694,Classic Chocolate Fudge Brownie,1.0,Piece,Brownie Base,1.0,pcs,Base Recipe
BOM00695,,,,Chocolate Sauce,0.045,litre,Base Recipe
BOM00696,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00697,,,,Napkin,1.0,pcs,Base Recipe
BOM00698,Soft-Centred Caramel Cookie,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00699,,,,Cake Base,0.55,pcs,Base Recipe
BOM00700,,,,Caramel Syrup,0.02,litre,Base Recipe
BOM00701,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00702,,,,Napkin,1.0,pcs,Base Recipe
BOM00703,Death by Chocolate Cookie,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00704,,,,Cake Base,0.55,pcs,Base Recipe
BOM00705,,,,Chocolate Sauce,0.025,litre,Base Recipe
BOM00706,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00707,,,,Napkin,1.0,pcs,Base Recipe
BOM00708,Jaggery Parmesan Cookie,1.0,Piece,Butter,0.02,kg,Base Recipe
BOM00709,,,,Cake Base,0.55,pcs,Base Recipe
BOM00710,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00711,,,,Napkin,1.0,pcs,Base Recipe
BOM00712,Apple Pie,1.0,Piece,Cake Base,1.0,pcs,Base Recipe
BOM00713,,,,Cream,0.025,litre,Base Recipe
BOM00714,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00715,,,,Napkin,1.0,pcs,Base Recipe
BOM00716,Basque Cheesecake,1.0,Piece,Cheesecake Base,1.0,pcs,Base Recipe
BOM00717,,,,Cream,0.025,litre,Base Recipe
BOM00718,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00719,,,,Napkin,1.0,pcs,Base Recipe
BOM00720,Multigrain Walnut Tea Cake,1.0,Piece,Cake Base,1.0,pcs,Base Recipe
BOM00721,,,,Cream,0.025,litre,Base Recipe
BOM00722,,,,Dessert Box,1.0,pcs,Base Recipe
BOM00723,,,,Napkin,1.0,pcs,Base Recipe
