activity_date,outlet_code,outlet_name,market_area,vendor_name,item_code,item_name,category_name,super_category_name,po_status,ordered_value,received_value,po_line_count,receipt_line_count,open_or_partial_po_count,pending_or_partial_flag_count,remaining_value_est,po_vs_receipt_gap
2026-01-11,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING042,Sandwich Box,Packaging,Consumable,Receipt row - no PO status,0.0,3586.43,0,1,0,0,0.0,-3586.43
2026-01-11,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,5146.16,0,1,0,0,0.0,-5146.16
2026-01-11,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Metro Wholesale Delhi,ING022,Ice,Beverage Inputs,Raw Material,Receipt row - no PO status,0.0,6292.36,0,1,0,0,0.0,-6292.36
2026-01-11,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING006,Cheese,Dairy,Raw Material,Receipt row - no PO status,0.0,9121.51,0,1,0,0,0.0,-9121.51
2026-01-11,OUT003,ABNAH Cafe Saket Premium,Saket,Metro Wholesale Delhi,ING022,Ice,Beverage Inputs,Raw Material,Receipt row - no PO status,0.0,4564.59,0,1,0,0,0.0,-4564.59
2026-01-11,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING039,Straw,Packaging,Consumable,Receipt row - no PO status,0.0,639.6,0,1,0,0,0.0,-639.6
2026-01-11,OUT003,ABNAH Cafe Saket Premium,Saket,SweetBase Foods,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,11068.62,0,1,0,0,0.0,-11068.62
2026-01-12,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,5771.38,0,1,0,0,0.0,-5771.38
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,9820.75,0,1,0,0,0.0,-9820.75
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Closed,6068.16,0.0,1,0,0,0,0.0,6068.16
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Closed,4296.18,0.0,1,0,0,0,0.0,4296.18
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,6292.98,0,1,0,0,0.0,-6292.98
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,8483.43,0,1,0,0,0.0,-8483.43
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Closed,3495.49,0.0,1,0,0,0,0.0,3495.49
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Receipt row - no PO status,0.0,3558.26,0,1,0,0,0.0,-3558.26
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Pending,5077.78,0.0,1,0,1,1,5077.78,5077.78
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,5117.07,0.0,1,0,0,0,0.0,5117.07
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Partially Received,11150.4,0.0,1,0,1,1,4930.202169197397,11150.4
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SpiceRoot Foods,ING034,Salsa,Syrups & Sauces,Raw Material,Closed,4021.18,0.0,1,0,0,0,0.0,4021.18
2026-01-13,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SweetBase Foods,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,Closed,10900.98,0.0,1,0,0,0,0.0,10900.98
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Closed,6297.06,0.0,1,0,0,0,0.0,6297.06
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Closed,7233.19,0.0,1,0,0,0,0.0,7233.19
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Receipt row - no PO status,0.0,10743.43,0,1,0,0,0.0,-10743.43
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FrozenBerry Traders,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,Receipt row - no PO status,0.0,14476.84,0,1,0,0,0.0,-14476.84
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,20214.13,0.0,1,0,0,0,0.0,20214.13
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SpiceRoot Foods,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,Partially Received,11015.72,0.0,1,0,1,1,4963.701570614313,11015.72
2026-01-13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SweetBase Foods,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,Closed,9052.1,0.0,1,0,0,0,0.0,9052.1
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Partially Received,5908.26,0.0,1,0,1,1,1626.74092,5908.26
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING026,Banana,Produce,Raw Material,Closed,3736.41,0.0,1,0,0,0,0.0,3736.41
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING028,Lettuce,Produce,Raw Material,Receipt row - no PO status,0.0,1639.0,0,1,0,0,0.0,-1639.0
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Closed,3532.17,0.0,1,0,0,0,0.0,3532.17
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Partially Received,2975.48,0.0,1,0,1,1,1100.2050772626933,2975.48
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Receipt row - no PO status,0.0,4488.11,0,1,0,0,0.0,-4488.11
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Closed,5948.29,0.0,1,0,0,0,0.0,5948.29
2026-01-13,OUT003,ABNAH Cafe Saket Premium,Saket,SweetBase Foods,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,Closed,3939.17,0.0,1,0,0,0,0.0,3939.17
2026-01-14,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,5995.7,0,1,0,0,0.0,-5995.7
2026-01-14,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Receipt row - no PO status,0.0,6402.84,0,1,0,0,0.0,-6402.84
2026-01-14,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Receipt row - no PO status,0.0,7247.79,0,1,0,0,0.0,-7247.79
2026-01-14,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SpiceRoot Foods,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,6063.8,0,1,0,0,0.0,-6063.8
2026-01-14,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Receipt row - no PO status,0.0,3597.25,0,1,0,0,0.0,-3597.25
2026-01-14,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Receipt row - no PO status,0.0,1864.09,0,1,0,0,0.0,-1864.09
2026-01-15,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,4396.31,0,1,0,0,0.0,-4396.31
2026-01-15,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Receipt row - no PO status,0.0,3565.62,0,1,0,0,0.0,-3565.62
2026-01-15,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SweetBase Foods,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,10741.29,0,1,0,0,0.0,-10741.29
2026-01-15,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,20214.13,0,1,0,0,0.0,-20214.13
2026-01-15,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SweetBase Foods,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,Receipt row - no PO status,0.0,8080.01,0,1,0,0,0.0,-8080.01
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Closed,9693.52,0.0,1,0,0,0,0.0,9693.52
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Receipt row - no PO status,0.0,6196.08,0,1,0,0,0.0,-6196.08
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Closed,3305.3,0.0,1,0,0,0,0.0,3305.3
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Closed,9519.65,0.0,1,0,0,0,0.0,9519.65
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING030,Capsicum,Produce,Raw Material,Partially Received,3631.69,0.0,1,0,1,1,795.9133464663877,3631.69
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Partially Received,3214.43,0.0,1,0,1,1,1058.682345392978,3214.43
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Closed,19306.15,0.0,1,0,0,0,0.0,19306.15
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,5013.89,0,1,0,0,0.0,-5013.89
2026-01-16,OUT001,ABNAH Cafe Connaught Place,Connaught Place,SpiceRoot Foods,ING034,Salsa,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,4063.74,0,1,0,0,0.0,-4063.74
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Closed,5462.1,0.0,1,0,0,0,0.0,5462.1
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Closed,7857.41,0.0,1,0,0,0,0.0,7857.41
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Cancelled,16342.17,0.0,1,0,0,0,0.0,16342.17
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Closed,6287.75,0.0,1,0,0,0,0.0,6287.75
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Pending,3705.14,0.0,1,0,1,1,3705.1399999999994,3705.14
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Closed,3702.37,0.0,1,0,0,0,0.0,3702.37
2026-01-16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,TeaLeaf Traders NCR,ING021,Matcha Powder,Tea Inputs,Raw Material,Closed,19571.6,0.0,1,0,0,0,0.0,19571.6
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,4173.78,0,1,0,0,0.0,-4173.78
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,ChocoCraft Ingredients,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,Closed,10592.35,0.0,1,0,0,0,0.0,10592.35
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Closed,5458.32,0.0,1,0,0,0,0.0,5458.32
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING004,Cream,Dairy,Raw Material,Closed,7621.56,0.0,1,0,0,0,0.0,7621.56
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Closed,17658.47,0.0,1,0,0,0,0.0,17658.47
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING026,Banana,Produce,Raw Material,Receipt row - no PO status,0.0,3744.84,0,1,0,0,0.0,-3744.84
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Cancelled,3048.74,0.0,1,0,0,0,0.0,3048.74
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Closed,7154.93,0.0,1,0,0,0,0.0,7154.93
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,SpiceRoot Foods,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,5994.58,0,1,0,0,0.0,-5994.58
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,SweetBase Foods,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,3975.9,0,1,0,0,0.0,-3975.9
2026-01-16,OUT003,ABNAH Cafe Saket Premium,Saket,TeaLeaf Traders NCR,ING020,Tea Leaves,Tea Inputs,Raw Material,Closed,15250.87,0.0,1,0,0,0,0.0,15250.87
2026-01-17,OUT001,ABNAH Cafe Connaught Place,Connaught Place,ChocoCraft Ingredients,ING013,Brownie Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,9653.05,0,1,0,0,0.0,-9653.05
2026-01-17,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,3261.86,0,1,0,0,0.0,-3261.86
2026-01-17,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,9554.17,0,1,0,0,0.0,-9554.17
2026-01-17,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Receipt row - no PO status,0.0,2116.19,0,1,0,0,0.0,-2116.19
2026-01-17,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,6401.38,0,1,0,0,0.0,-6401.38
2026-01-17,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING043,Wrap Packaging,Packaging,Consumable,Receipt row - no PO status,0.0,3616.03,0,1,0,0,0.0,-3616.03
2026-01-17,OUT003,ABNAH Cafe Saket Premium,Saket,ChocoCraft Ingredients,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,Receipt row - no PO status,0.0,10735.17,0,1,0,0,0.0,-10735.17
2026-01-17,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Receipt row - no PO status,0.0,17349.95,0,1,0,0,0.0,-17349.95
2026-01-18,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING030,Capsicum,Produce,Raw Material,Receipt row - no PO status,0.0,2843.11,0,1,0,0,0.0,-2843.11
2026-01-18,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING009,Bread,Bakery,Raw Material,Receipt row - no PO status,0.0,5475.38,0,1,0,0,0.0,-5475.38
2026-01-18,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING004,Cream,Dairy,Raw Material,Receipt row - no PO status,0.0,7657.02,0,1,0,0,0.0,-7657.02
2026-01-18,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,7125.67,0,1,0,0,0.0,-7125.67
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Closed,4762.8,0.0,1,0,0,0,0.0,4762.8
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Partially Received,5385.28,0.0,1,0,1,1,2491.9674610526317,5385.28
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Closed,11912.57,0.0,1,0,0,0,0.0,11912.57
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING003,Oat Milk,Dairy Alternative,Raw Material,Closed,3844.53,0.0,1,0,0,0,0.0,3844.53
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Closed,8599.99,0.0,1,0,0,0,0.0,8599.99
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Partially Received,1674.07,0.0,1,0,1,1,716.6130486809899,1674.07
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Receipt row - no PO status,0.0,19067.32,0,1,0,0,0.0,-19067.32
2026-01-19,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Closed,6723.64,0.0,1,0,0,0,0.0,6723.64
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,BeanCraft Roasters Delhi,ING001,Coffee Beans,Coffee Inputs,Raw Material,Closed,11494.06,0.0,1,0,0,0,0.0,11494.06
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Receipt row - no PO status,0.0,7784.34,0,1,0,0,0.0,-7784.34
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Closed,14864.21,0.0,1,0,0,0,0.0,14864.21
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Pending,12965.1,0.0,1,0,1,1,12965.1,12965.1
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,NorthStar Poultry,ING008,Egg,Protein,Raw Material,Closed,2870.18,0.0,1,0,0,0,0.0,2870.18
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Closed,5739.28,0.0,1,0,0,0,0.0,5739.28
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Closed,505.98,0.0,1,0,0,0,0.0,505.98
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,SweetBase Foods,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,Closed,4376.56,0.0,1,0,0,0,0.0,4376.56
2026-01-19,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,TeaLeaf Traders NCR,ING021,Matcha Powder,Tea Inputs,Raw Material,Receipt row - no PO status,0.0,17034.15,0,1,0,0,0.0,-17034.15
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING011,Tortilla,Bakery,Raw Material,Receipt row - no PO status,0.0,5496.58,0,1,0,0,0.0,-5496.58
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Closed,7286.38,0.0,1,0,0,0,0.0,7286.38
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING006,Cheese,Dairy,Raw Material,Closed,13456.31,0.0,1,0,0,0,0.0,13456.31
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Closed,16863.06,0.0,1,0,0,0,0.0,16863.06
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Closed,4592.27,0.0,1,0,0,0,0.0,4592.27
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Partially Received,5619.04,0.0,1,0,1,1,1706.6556945454545,5619.04
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Partially Received,6290.76,0.0,1,0,1,1,3363.5064080222846,6290.76
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING038,Lid,Packaging,Consumable,Partially Received,1350.98,0.0,1,0,1,1,330.068403364486,1350.98
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Closed,2926.4,0.0,1,0,0,0,0.0,2926.4
2026-01-19,OUT003,ABNAH Cafe Saket Premium,Saket,TeaLeaf Traders NCR,ING020,Tea Leaves,Tea Inputs,Raw Material,Receipt row - no PO status,0.0,15251.02,0,1,0,0,0.0,-15251.02
2026-01-20,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,2808.98,0,1,0,0,0.0,-2808.98
2026-01-20,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING003,Oat Milk,Dairy Alternative,Raw Material,Receipt row - no PO status,0.0,3854.81,0,1,0,0,0.0,-3854.81
2026-01-20,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING036,Cold Cup,Packaging,Consumable,Receipt row - no PO status,0.0,6569.96,0,1,0,0,0.0,-6569.96
2026-01-20,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,BeanCraft Roasters Delhi,ING001,Coffee Beans,Coffee Inputs,Raw Material,Receipt row - no PO status,0.0,11709.24,0,1,0,0,0.0,-11709.24
2026-01-20,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING041,Dessert Box,Packaging,Consumable,Receipt row - no PO status,0.0,2908.7,0,1,0,0,0.0,-2908.7
2026-01-21,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Receipt row - no PO status,0.0,4798.04,0,1,0,0,0.0,-4798.04
2026-01-21,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING015,Cheesecake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,12122.6,0,1,0,0,0.0,-12122.6
2026-01-21,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Receipt row - no PO status,0.0,968.28,0,1,0,0,0.0,-968.28
2026-01-21,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Receipt row - no PO status,0.0,14697.49,0,1,0,0,0.0,-14697.49
2026-01-21,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Receipt row - no PO status,0.0,505.98,0,1,0,0,0.0,-505.98
2026-01-21,OUT003,ABNAH Cafe Saket Premium,Saket,Delhi Bakery Supply Co,ING014,Cake Base,Dessert Inputs,Raw Material,Receipt row - no PO status,0.0,7262.49,0,1,0,0,0.0,-7262.49
2026-01-21,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING006,Cheese,Dairy,Raw Material,Receipt row - no PO status,0.0,13399.66,0,1,0,0,0.0,-13399.66
2026-01-21,OUT003,ABNAH Cafe Saket Premium,Saket,FreshDairy Foods NCR,ING027,Butter,Dairy,Raw Material,Receipt row - no PO status,0.0,16572.65,0,1,0,0,0.0,-16572.65
2026-01-21,OUT003,ABNAH Cafe Saket Premium,Saket,GreenLeaf Produce Delhi,ING031,Tomato,Produce,Raw Material,Receipt row - no PO status,0.0,4645.93,0,1,0,0,0.0,-4645.93
2026-01-21,OUT003,ABNAH Cafe Saket Premium,Saket,PackPro Disposables,ING037,Hot Cup,Packaging,Consumable,Receipt row - no PO status,0.0,2976.54,0,1,0,0,0.0,-2976.54
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING010,Bagel,Bakery,Raw Material,Partially Received,6624.34,0.0,1,0,1,1,1683.446404347826,6624.34
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,Delhi Bakery Supply Co,ING012,Croissant Base,Bakery,Raw Material,Pending,11512.94,0.0,1,0,1,1,11512.94,11512.94
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,FreshDairy Foods NCR,ING005,Paneer,Dairy,Raw Material,Receipt row - no PO status,0.0,8434.37,0,1,0,0,0.0,-8434.37
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,GreenLeaf Produce Delhi,ING029,Onion,Produce,Raw Material,Closed,2680.39,0.0,1,0,0,0,0.0,2680.39
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,NorthStar Poultry,ING007,Chicken,Protein,Raw Material,Partially Received,19238.29,0.0,1,0,1,1,9311.560947055741,19238.29
2026-01-22,OUT001,ABNAH Cafe Connaught Place,Connaught Place,PackPro Disposables,ING040,Napkin,Packaging,Consumable,Closed,1115.63,0.0,1,0,0,0,0.0,1115.63
