outlet_name,vendor_name,item_name,category_name,po_status,po_raised_value,receipt_booked_value,po_line_count,receipt_line_count,open_or_partial_status_count,pending_or_partial_flag_count,remaining_value_est,po_vs_receipt_gap,activity_value
ABNAH Cafe Connaught Place,Delhi Bakery Supply Co,Cake Base,Dessert Inputs,Partially Received,5385.28,0.0,1,0,1,1,2491.9674610526317,5385.28,5385.28
ABNAH Cafe Connaught Place,NorthStar Poultry,Egg,Protein,Receipt row - no PO status,0.0,5377.49,0,2,0,0,0.0,-5377.49,5377.49
ABNAH Cafe Connaught Place,NorthStar Poultry,Egg,Protein,Closed,5375.79,0.0,2,0,0,0,0.0,5375.79,5375.79
ABNAH Cafe Hauz Khas,SpiceRoot Foods,Salsa,Syrups & Sauces,Receipt row - no PO status,0.0,5253.22,0,1,0,0,0.0,-5253.22,5253.22
ABNAH Cafe Saket Premium,PackPro Disposables,Hot Cup,Packaging,Closed,5247.81,0.0,1,0,0,0,0.0,5247.81,5247.81
ABNAH Cafe Hauz Khas,SpiceRoot Foods,Salsa,Syrups & Sauces,Closed,5235.16,0.0,1,0,0,0,0.0,5235.16,5235.16
ABNAH Cafe Connaught Place,PackPro Disposables,Cold Cup,Packaging,Pending,5077.78,0.0,1,0,1,1,5077.78,5077.78,5077.78
ABNAH Cafe Saket Premium,Delhi Bakery Supply Co,Tortilla,Bakery,Cancelled,5065.2,0.0,1,0,0,0,0.0,5065.2,5065.2
ABNAH Cafe Saket Premium,PackPro Disposables,Lid,Packaging,Closed,4798.23,0.0,2,0,0,0,0.0,4798.23,4798.23
ABNAH Cafe Saket Premium,PackPro Disposables,Dessert Box,Packaging,Closed,4736.64,0.0,2,0,0,0,0.0,4736.64,4736.64
ABNAH Cafe Saket Premium,PackPro Disposables,Sandwich Box,Packaging,Partially Received,4644.48,0.0,1,0,1,1,1346.0477119999998,4644.48,4644.48
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Tomato,Produce,Closed,4592.27,0.0,1,0,0,0,0.0,4592.27,4592.27
ABNAH Cafe Saket Premium,Metro Wholesale Delhi,Ice,Beverage Inputs,Closed,4579.06,0.0,1,0,0,0,0.0,4579.06,4579.06
ABNAH Cafe Saket Premium,Metro Wholesale Delhi,Ice,Beverage Inputs,Receipt row - no PO status,0.0,4564.59,0,1,0,0,0.0,-4564.59,4564.59
ABNAH Cafe Hauz Khas,GreenLeaf Produce Delhi,Capsicum,Produce,Partially Received,4441.4,0.0,1,0,1,1,1237.8587594300084,4441.4,4441.4
ABNAH Cafe Hauz Khas,FreshDairy Foods NCR,Cream,Dairy,Receipt row - no PO status,0.0,4438.56,0,1,0,0,0.0,-4438.56,4438.56
ABNAH Cafe Connaught Place,PackPro Disposables,Wrap Packaging,Packaging,Receipt row - no PO status,0.0,4432.37,0,1,0,0,0.0,-4432.37,4432.37
ABNAH Cafe Saket Premium,PackPro Disposables,Dessert Box,Packaging,Partially Received,4395.68,0.0,1,0,1,1,1069.287583776224,4395.68,4395.68
ABNAH Cafe Hauz Khas,SweetBase Foods,Sugar Syrup,Syrups & Sauces,Closed,4376.56,0.0,1,0,0,0,0.0,4376.56,4376.56
ABNAH Cafe Hauz Khas,SweetBase Foods,Sugar Syrup,Syrups & Sauces,Receipt row - no PO status,0.0,4259.84,0,1,0,0,0.0,-4259.84,4259.84
ABNAH Cafe Connaught Place,PackPro Disposables,Cold Cup,Packaging,Partially Received,4244.46,0.0,1,0,1,1,1026.271842,4244.46,4244.46
ABNAH Cafe Saket Premium,ChocoCraft Ingredients,Brownie Base,Dessert Inputs,Receipt row - no PO status,0.0,4173.78,0,1,0,0,0.0,-4173.78,4173.78
ABNAH Cafe Connaught Place,SpiceRoot Foods,Salsa,Syrups & Sauces,Receipt row - no PO status,0.0,4063.74,0,1,0,0,0.0,-4063.74,4063.74
ABNAH Cafe Connaught Place,SpiceRoot Foods,Salsa,Syrups & Sauces,Closed,4021.18,0.0,1,0,0,0,0.0,4021.18,4021.18
ABNAH Cafe Saket Premium,SweetBase Foods,Sugar Syrup,Syrups & Sauces,Receipt row - no PO status,0.0,3975.9,0,1,0,0,0.0,-3975.9,3975.9
ABNAH Cafe Saket Premium,SweetBase Foods,Sugar Syrup,Syrups & Sauces,Closed,3939.17,0.0,1,0,0,0,0.0,3939.17,3939.17
ABNAH Cafe Hauz Khas,GreenLeaf Produce Delhi,Capsicum,Produce,Closed,3748.01,0.0,1,0,0,0,0.0,3748.01,3748.01
ABNAH Cafe Connaught Place,SweetBase Foods,Sugar Syrup,Syrups & Sauces,Receipt row - no PO status,0.0,3725.46,0,1,0,0,0.0,-3725.46,3725.46
ABNAH Cafe Hauz Khas,PackPro Disposables,Dessert Box,Packaging,Pending,3705.14,0.0,1,0,1,1,3705.1399999999994,3705.14,3705.14
ABNAH Cafe Hauz Khas,GreenLeaf Produce Delhi,Capsicum,Produce,Receipt row - no PO status,0.0,3689.5,0,1,0,0,0.0,-3689.5,3689.5
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Capsicum,Produce,Partially Received,3631.69,0.0,1,0,1,1,795.9133464663877,3631.69,3631.69
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Tomato,Produce,Closed,3603.52,0.0,1,0,0,0,0.0,3603.52,3603.52
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Onion,Produce,Receipt row - no PO status,0.0,3597.25,0,1,0,0,0.0,-3597.25,3597.25
ABNAH Cafe Hauz Khas,PackPro Disposables,Lid,Packaging,Closed,3594.05,0.0,2,0,0,0,0.0,3594.05,3594.05
ABNAH Cafe Hauz Khas,PackPro Disposables,Cold Cup,Packaging,Pending,3593.81,0.0,1,0,1,1,3593.81,3593.81,3593.81
ABNAH Cafe Connaught Place,PackPro Disposables,Sandwich Box,Packaging,Receipt row - no PO status,0.0,3586.43,0,1,0,0,0.0,-3586.43,3586.43
ABNAH Cafe Connaught Place,PackPro Disposables,Sandwich Box,Packaging,Closed,3533.92,0.0,1,0,0,0,0.0,3533.92,3533.92
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Onion,Produce,Closed,3532.17,0.0,1,0,0,0,0.0,3532.17,3532.17
ABNAH Cafe Hauz Khas,PackPro Disposables,Lid,Packaging,Receipt row - no PO status,0.0,3487.71,0,2,0,0,0.0,-3487.71,3487.71
ABNAH Cafe Hauz Khas,PackPro Disposables,Dessert Box,Packaging,Closed,3320.34,0.0,1,0,0,0,0.0,3320.34,3320.34
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Tomato,Produce,Pending,3306.01,0.0,1,0,1,1,3306.01,3306.01,3306.01
ABNAH Cafe Hauz Khas,PackPro Disposables,Dessert Box,Packaging,Receipt row - no PO status,0.0,3283.44,0,1,0,0,0.0,-3283.44,3283.44
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Tomato,Produce,Partially Received,3214.43,0.0,1,0,1,1,1058.682345392978,3214.43,3214.43
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Tomato,Produce,Cancelled,3048.74,0.0,1,0,0,0,0.0,3048.74,3048.74
ABNAH Cafe Hauz Khas,GreenLeaf Produce Delhi,Lemon,Produce,Receipt row - no PO status,0.0,3037.2,0,1,0,0,0.0,-3037.2,3037.2
ABNAH Cafe Hauz Khas,GreenLeaf Produce Delhi,Lemon,Produce,Closed,3027.92,0.0,1,0,0,0,0.0,3027.92,3027.92
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Tomato,Produce,Partially Received,2975.48,0.0,1,0,1,1,1100.2050772626933,2975.48,2975.48
ABNAH Cafe Saket Premium,PackPro Disposables,Lid,Packaging,Partially Received,2897.7200000000003,0.0,2,0,2,2,608.6732348689109,2897.7200000000003,2897.7200000000003
ABNAH Cafe Hauz Khas,NorthStar Poultry,Egg,Protein,Receipt row - no PO status,0.0,2886.22,0,1,0,0,0.0,-2886.22,2886.22
ABNAH Cafe Hauz Khas,NorthStar Poultry,Egg,Protein,Closed,2870.18,0.0,1,0,0,0,0.0,2870.18,2870.18
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Capsicum,Produce,Receipt row - no PO status,0.0,2843.11,0,1,0,0,0.0,-2843.11,2843.11
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Lettuce,Produce,Pending,2747.21,0.0,1,0,1,1,2747.21,2747.21,2747.21
ABNAH Cafe Saket Premium,PackPro Disposables,Napkin,Packaging,Receipt row - no PO status,0.0,2622.52,0,3,0,0,0.0,-2622.52,2622.52
ABNAH Cafe Saket Premium,PackPro Disposables,Napkin,Packaging,Closed,2572.52,0.0,3,0,0,0,0.0,2572.52,2572.52
ABNAH Cafe Saket Premium,NorthStar Poultry,Egg,Protein,Closed,2158.91,0.0,1,0,0,0,0.0,2158.91,2158.91
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Onion,Produce,Pending,1889.78,0.0,1,0,1,1,1889.78,1889.78,1889.78
ABNAH Cafe Connaught Place,NorthStar Poultry,Egg,Protein,Pending,1818.55,0.0,1,0,1,1,1818.55,1818.55,1818.55
ABNAH Cafe Connaught Place,GreenLeaf Produce Delhi,Onion,Produce,Partially Received,1674.07,0.0,1,0,1,1,716.6130486809899,1674.07,1674.07
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Lettuce,Produce,Closed,1654.47,0.0,1,0,0,0,0.0,1654.47,1654.47
ABNAH Cafe Saket Premium,GreenLeaf Produce Delhi,Lettuce,Produce,Receipt row - no PO status,0.0,1639.0,0,1,0,0,0.0,-1639.0,1639.0
ABNAH Cafe Hauz Khas,PackPro Disposables,Lid,Packaging,Pending,1271.21,0.0,1,0,1,1,1271.21,1271.21,1271.21
ABNAH Cafe Saket Premium,PackPro Disposables,Straw,Packaging,Receipt row - no PO status,0.0,1239.94,0,2,0,0,0.0,-1239.94,1239.94
ABNAH Cafe Saket Premium,PackPro Disposables,Straw,Packaging,Closed,1215.1599999999999,0.0,2,0,0,0,0.0,1215.1599999999999,1215.1599999999999
ABNAH Cafe Connaught Place,PackPro Disposables,Napkin,Packaging,Receipt row - no PO status,0.0,1116.48,0,1,0,0,0.0,-1116.48,1116.48
ABNAH Cafe Connaught Place,PackPro Disposables,Napkin,Packaging,Closed,1115.63,0.0,1,0,0,0,0.0,1115.63,1115.63
ABNAH Cafe Connaught Place,PackPro Disposables,Straw,Packaging,Receipt row - no PO status,0.0,766.52,0,1,0,0,0.0,-766.52,766.52
ABNAH Cafe Connaught Place,PackPro Disposables,Straw,Packaging,Closed,756.08,0.0,1,0,0,0,0.0,756.08,756.08
ABNAH Cafe Hauz Khas,PackPro Disposables,Napkin,Packaging,Closed,505.98,0.0,1,0,0,0,0.0,505.98,505.98
ABNAH Cafe Hauz Khas,PackPro Disposables,Napkin,Packaging,Receipt row - no PO status,0.0,505.98,0,1,0,0,0.0,-505.98,505.98
ABNAH Cafe Hauz Khas,PackPro Disposables,Straw,Packaging,Partially Received,467.28,0.0,1,0,1,1,254.88826,467.28,467.28
ABNAH Cafe Saket Premium,PackPro Disposables,Straw,Packaging,Partially Received,455.6,0.0,1,0,1,1,174.49798601398604,455.6,455.6
ABNAH Cafe Hauz Khas,PackPro Disposables,Straw,Packaging,Receipt row - no PO status,0.0,234.26,0,1,0,0,0.0,-234.26,234.26
