report_id,report_name,page,section,schema_status,verification_status,layout_kind,workflow_status,field_count,table_count,is_archived
report:p2_reports:07_sales:24_source_wise_analysis_report,Source Analysis Summary,p2_reports,07_sales,captured,reviewed,mixed,published,44,2,False
report:p2_reports:07_sales:03_tax_summary_report,Tax Summary Report,p2_reports,07_sales,captured,reviewed,flat,published,27,1,False
report:p2_reports:07_sales:04_taxation_sale_report,Taxation Sale Report,p2_reports,07_sales,captured,reviewed,matrix,published,24,1,False
report:p2_reports:07_sales:08_ttr_settlement_report,TTR Settlement Report,p2_reports,07_sales,pending,needs_review,flat,published,0,1,False
report:p2_reports:07_sales:21_week_cost_report,Week Cost Report,p2_reports,07_sales,pending,needs_review,flat,published,0,1,False
report:p2_reports:07_sales:35_wtd_sos_comparison,WTD SOS Comparison,p2_reports,07_sales,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:02_gst_wise_report,GST Wise Report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:05_gstr_report,GSTR_report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:07_hsn_report,hsn_report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:04_instance_wise_gst_report,Instance Wise GST Report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:01_item_wise_gst_report,Item Wise GST Report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:08_item_per_bill_count_report,item_per_bill_count_report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:03_non_gst_wise_report,Non GST Wise Report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:08_gst:06_tab_wise_gst_report,tab_wise_gst_report,p2_reports,08_gst,pending,needs_review,flat,published,0,1,False
report:p2_reports:09_staff_perf:03_compare_servers,Compare Servers,p2_reports,09_staff_perf,pending,needs_review,flat,published,0,1,False
report:p2_reports:09_staff_perf:04_delivery_rider_tracking_report,Delivery Rider Tracking Report,p2_reports,09_staff_perf,pending,needs_review,flat,published,0,1,False
report:p2_reports:09_staff_perf:05_employee_performance_by_category,Employee Performance By Category,p2_reports,09_staff_perf,pending,needs_review,flat,published,0,1,False
report:p2_reports:09_staff_perf:02_server_report_card,Server Report Card,p2_reports,09_staff_perf,pending,needs_review,flat,published,0,1,False
report:p2_reports:09_staff_perf:01_tab_user_waiter_cashier_breakdown,Tab User Waiter Cashier Breakdown Report,p2_reports,09_staff_perf,pending,needs_review,flat,published,0,1,False
report:p2_reports:10_cash_mgmt:04_cash_in_cash_out_report,Cash In Cash Out Report,p2_reports,10_cash_mgmt,pending,needs_review,flat,published,0,1,False
report:p2_reports:10_cash_mgmt:01_day_report,Day Report,p2_reports,10_cash_mgmt,pending,needs_review,flat,published,0,1,False
report:p2_reports:10_cash_mgmt:03_envelope_report,Envelope Report,p2_reports,10_cash_mgmt,pending,needs_review,flat,published,0,1,False
report:p2_reports:10_cash_mgmt:05_multi_currency_detail_report,Multi Currency Detail Report,p2_reports,10_cash_mgmt,pending,needs_review,flat,published,0,1,False
report:p2_reports:10_cash_mgmt:02_shift_report,Shift Report,p2_reports,10_cash_mgmt,pending,needs_review,flat,published,0,1,False
report:p2_reports:11_banquet:01_banquet_function_list_report,Banquet Function List Report,p2_reports,11_banquet,pending,needs_review,flat,published,0,1,False
report:p2_reports:11_banquet:02_banquet_sales_register,Banquet Sales Register,p2_reports,11_banquet,pending,needs_review,flat,published,0,1,False
report:p2_reports:11_banquet:03_day_wise_sales_register,Day Wise Sales Register,p2_reports,11_banquet,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:09_20_e_journal_report,20 E Journal Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:03_audit_log_report,Audit Log Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:06_bir_sales_summary_report,BIR Sales Summary Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:01_cashierwise_x_report,CashierWise X Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:04_naac_sales_report,NAAC Sales Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:05_pwd_sales_report,PWD Sales Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:08_senior_citizen_sales_report,Senior Citizen Sales Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:07_solo_parent_sales_report,Solo Parent Sales Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p2_reports:12_bir:02_z_report,Z Report,p2_reports,12_bir,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:01_enterprise_reports:10_enterprise_bill_passing,Enterprise Bill Passing,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,18,1,False
report:p4_stock_admin:01_enterprise_reports:09_enterprise_categorywise_cogs,Enterprise categorywise cogs,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,12,1,False
report:p4_stock_admin:01_enterprise_reports:07_enterprise_consolidated_indent,Enterprise Consolidated Indent,p4_stock_admin,01_enterprise_reports,captured,reviewed,grouped_columns,published,15,1,False
report:p4_stock_admin:01_enterprise_reports:04_enterprise_consumption,Enterprise Consumption,p4_stock_admin,01_enterprise_reports,captured,reviewed,grouped_columns,published,46,1,False
report:p4_stock_admin:01_enterprise_reports:11_enterprise_credit_note_report,Enterprise Credit Note Report,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,34,1,False
report:p4_stock_admin:01_enterprise_reports:01_enterprise_entry,Enterprise Entry,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,16,1,False
report:p4_stock_admin:01_enterprise_reports:15_enterprise_food_cost_report,Enterprise Food Cost Report,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,10,1,False
report:p4_stock_admin:01_enterprise_reports:14_enterprise_internal_indent_report,Enterprise Internal Indent Report,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,23,1,False
report:p4_stock_admin:01_enterprise_reports:06_enterprise_purchase_order,Enterprise Purchase Order,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,27,1,False
report:p4_stock_admin:01_enterprise_reports:13_enterprise_purchase_summary_report,Enterprise Purchase Summary Report,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,7,1,False
report:p4_stock_admin:01_enterprise_reports:05_enterprise_stock_re_order,Enterprise Stock Re-Order,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,8,1,False
report:p4_stock_admin:01_enterprise_reports:03_enterprise_stock_return,Enterprise Stock Return,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,36,1,False
report:p4_stock_admin:01_enterprise_reports:08_enterprise_variance,Enterprise Variance,p4_stock_admin,01_enterprise_reports,captured,reviewed,mixed,published,53,2,False
report:p4_stock_admin:01_enterprise_reports:12_enterprise_wastage_report,Enterprise Wastage Report,p4_stock_admin,01_enterprise_reports,captured,reviewed,mixed,published,25,2,False
report:p4_stock_admin:01_enterprise_reports:02_erp_vendor_price,ERP Vendor Price,p4_stock_admin,01_enterprise_reports,captured,reviewed,flat,published,14,1,False
report:p4_stock_admin:02_transactional_reports:09_bill_passing_report,Bill Passing Report,p4_stock_admin,02_transactional_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:02_transactional_reports:08_cut_code_report,Cut Code Report,p4_stock_admin,02_transactional_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:02_transactional_reports:01_entry_report,Entry Report,p4_stock_admin,02_transactional_reports,captured,reviewed,grouped_columns,published,14,1,False
report:p4_stock_admin:02_transactional_reports:02_entry_sync_report,Entry Sync Report,p4_stock_admin,02_transactional_reports,captured,reviewed,flat,published,11,1,False
report:p4_stock_admin:02_transactional_reports:03_payment_report,Payment Report,p4_stock_admin,02_transactional_reports,captured,reviewed,flat,published,12,1,False
report:p4_stock_admin:02_transactional_reports:05_purchase_detail,Purchase Detail,p4_stock_admin,02_transactional_reports,captured,reviewed,flat,published,32,1,False
report:p4_stock_admin:02_transactional_reports:06_purchase_detail_consolidated,Purchase Detail Consolidated,p4_stock_admin,02_transactional_reports,captured,reviewed,flat,published,27,1,False
report:p4_stock_admin:02_transactional_reports:07_purchase_requisition_report,Purchase Requisition Report,p4_stock_admin,02_transactional_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:02_transactional_reports:10_stock_in_stock_out_report,Stock In Stock Out Report,p4_stock_admin,02_transactional_reports,captured,reviewed,grouped_columns,published,13,1,False
report:p4_stock_admin:02_transactional_reports:04_stock_return,Stock Return,p4_stock_admin,02_transactional_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:03_po_so_reports:06_consolidated_salesorder_report_rec,Consolidated salesorder Report receiverWise,p4_stock_admin,03_po_so_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:03_po_so_reports:05_erp_vendor_invoice,ERP Vendor Invoice,p4_stock_admin,03_po_so_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:03_po_so_reports:04_openreturn_sales_order_report,OpenReturn Sales Order Report,p4_stock_admin,03_po_so_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:03_po_so_reports:01_purchase_order,Purchase Order,p4_stock_admin,03_po_so_reports,captured,reviewed,flat,published,27,1,False
report:p4_stock_admin:03_po_so_reports:03_sales_order,Sales Order,p4_stock_admin,03_po_so_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:03_po_so_reports:02_standing_purchase_order,Standing Purchase Order,p4_stock_admin,03_po_so_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:07_bulk_return_report,Bulk Return Report,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:02_consolidated_indent,Consolidated Indent,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:03_consolidated_indent_items,Consolidated Indent Items,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:05_consolidated_indent_report_outlet,Consolidated Indent Report Outlet Wise,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:01_indent_report,Indent Report,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:04_issue_report,Issue Report,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:04_indent_reports:06_suspense_report,Suspense Report,p4_stock_admin,04_indent_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:05_aggregation_reports:02_consumption_report,Consumption Report,p4_stock_admin,05_aggregation_reports,captured,reviewed,mixed,published,84,4,False
report:p4_stock_admin:05_aggregation_reports:06_finished_food,Finished Food,p4_stock_admin,05_aggregation_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:05_aggregation_reports:04_intermediate_semi,Intermediate (Semi),p4_stock_admin,05_aggregation_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:05_aggregation_reports:01_item_wise_inflation_report,Item Wise Inflation Report,p4_stock_admin,05_aggregation_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:05_aggregation_reports:05_movement_report,Movement Report,p4_stock_admin,05_aggregation_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:05_aggregation_reports:07_recipe_consumption_report,Recipe Consumption Report,p4_stock_admin,05_aggregation_reports,captured,reviewed,flat,published,11,1,False
report:p4_stock_admin:05_aggregation_reports:03_variance_report,Variance Report,p4_stock_admin,05_aggregation_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:01_booking_journal,Booking Journal,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:04_closing_stock_report,Closing Stock Report,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:05_cost_margin_report,Cost margin Report,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:02_food_cost_report,Food Cost Report,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:06_pricing_ledger,Pricing Ledger,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:07_purchase_summary,Purchase Summary,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:03_re_order_level,Re-Order Level,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:06_analytical_reports:08_stock_recipe_report,Stock Recipe Report,p4_stock_admin,06_analytical_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:01_advance_ordering_report,Advance Ordering Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:17_bin_packaging_report,Bin Packaging Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:04_default_cost_report,Default Cost Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:03_expiry_report,Expiry Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:16_gate_pass_report,Gate Pass Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:11_hsn_wise_summary,HSN Wise Summary,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:05_kitchen_wise_item_report,Kitchen Wise Item Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:07_late_delivery_report,Late Delivery Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:10_manual_month_end_report,Manual Month End Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:02_nc_head_consumption_cost,NC Head Consumption Cost,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:09_pending_requests,Pending Requests,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:15_production_plan_report,Production Plan Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:08_rr_reports,RR Reports,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:12_sales_payout_report,Sales Payout Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:13_vendor_last_5_purchase_price,Vendor Last 5 Purchase Price,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:06_vendor_pricing_report,Vendor Pricing Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:07_other_reports:14_yield_report,Yield Report,p4_stock_admin,07_other_reports,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:08_summary:01_deployment_summary,Deployment Summary,p4_stock_admin,08_summary,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:09_bill_passing:01_bill_passing,Bill Passing,p4_stock_admin,09_bill_passing,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:10_catering:01_catering,Catering,p4_stock_admin,10_catering,pending,needs_review,flat,published,0,1,False
report:p4_stock_admin:11_item_master_details:01_raw_material_item_detail,Raw Material Item Detail,p4_stock_admin,11_item_master_details,pending,needs_review,flat,published,0,1,False
