id,source,target,type,label,status,confidence,rationale
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-04-indent-reports-07-bulk-return-report,domain:vendor_procurement,report:p4_stock_admin:04_indent_reports:07_bulk_return_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-01-item-wise-inflation-report,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:01_item_wise_inflation_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-01-item-wise-inflation-report,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:01_item_wise_inflation_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-02-consumption-report,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:02_consumption_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-02-consumption-report,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:02_consumption_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-03-variance-report,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:03_variance_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-03-variance-report,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:03_variance_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-04-intermediate-semi,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:04_intermediate_semi,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-04-intermediate-semi,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:04_intermediate_semi,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-05-movement-report,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:05_movement_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-05-movement-report,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:05_movement_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-06-finished-food,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:06_finished_food,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-06-finished-food,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:06_finished_food,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-05-aggregation-reports:report-p4-stock-admin-05-aggregation-reports-07-recipe-consumption-report,section:p4_stock_admin:05_aggregation_reports,report:p4_stock_admin:05_aggregation_reports:07_recipe_consumption_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-05-aggregation-reports-07-recipe-consumption-report,domain:vendor_procurement,report:p4_stock_admin:05_aggregation_reports:07_recipe_consumption_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-01-booking-journal,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:01_booking_journal,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-01-booking-journal,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:01_booking_journal,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-02-food-cost-report,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:02_food_cost_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-02-food-cost-report,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:02_food_cost_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-03-re-order-level,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:03_re_order_level,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-03-re-order-level,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:03_re_order_level,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-04-closing-stock-report,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:04_closing_stock_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-04-closing-stock-report,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:04_closing_stock_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-05-cost-margin-report,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:05_cost_margin_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-05-cost-margin-report,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:05_cost_margin_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-06-pricing-ledger,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:06_pricing_ledger,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-06-pricing-ledger,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:06_pricing_ledger,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-07-purchase-summary,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:07_purchase_summary,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-07-purchase-summary,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:07_purchase_summary,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-06-analytical-reports:report-p4-stock-admin-06-analytical-reports-08-stock-recipe-report,section:p4_stock_admin:06_analytical_reports,report:p4_stock_admin:06_analytical_reports:08_stock_recipe_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-06-analytical-reports-08-stock-recipe-report,domain:vendor_procurement,report:p4_stock_admin:06_analytical_reports:08_stock_recipe_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-01-advance-ordering-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:01_advance_ordering_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-01-advance-ordering-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:01_advance_ordering_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-02-nc-head-consumption-cost,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:02_nc_head_consumption_cost,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-02-nc-head-consumption-cost,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:02_nc_head_consumption_cost,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-03-expiry-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:03_expiry_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-03-expiry-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:03_expiry_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-04-default-cost-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:04_default_cost_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-04-default-cost-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:04_default_cost_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-05-kitchen-wise-item-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:05_kitchen_wise_item_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-05-kitchen-wise-item-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:05_kitchen_wise_item_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-06-vendor-pricing-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:06_vendor_pricing_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-06-vendor-pricing-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:06_vendor_pricing_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-07-late-delivery-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:07_late_delivery_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-07-late-delivery-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:07_late_delivery_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-08-rr-reports,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:08_rr_reports,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-08-rr-reports,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:08_rr_reports,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-09-pending-requests,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:09_pending_requests,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-09-pending-requests,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:09_pending_requests,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-10-manual-month-end-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:10_manual_month_end_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-10-manual-month-end-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:10_manual_month_end_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-11-hsn-wise-summary,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:11_hsn_wise_summary,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-11-hsn-wise-summary,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:11_hsn_wise_summary,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-12-sales-payout-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:12_sales_payout_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-12-sales-payout-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:12_sales_payout_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-13-vendor-last-5-purchase-price,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:13_vendor_last_5_purchase_price,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-13-vendor-last-5-purchase-price,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:13_vendor_last_5_purchase_price,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-14-yield-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:14_yield_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-14-yield-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:14_yield_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-15-production-plan-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:15_production_plan_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-15-production-plan-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:15_production_plan_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-16-gate-pass-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:16_gate_pass_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-16-gate-pass-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:16_gate_pass_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-07-other-reports:report-p4-stock-admin-07-other-reports-17-bin-packaging-report,section:p4_stock_admin:07_other_reports,report:p4_stock_admin:07_other_reports:17_bin_packaging_report,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-07-other-reports-17-bin-packaging-report,domain:vendor_procurement,report:p4_stock_admin:07_other_reports:17_bin_packaging_report,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-08-summary:report-p4-stock-admin-08-summary-01-deployment-summary,section:p4_stock_admin:08_summary,report:p4_stock_admin:08_summary:01_deployment_summary,contains,contains report,current,1.0,
edge:classifies:domain-inventory-consumption:report-p4-stock-admin-08-summary-01-deployment-summary,domain:inventory_consumption,report:p4_stock_admin:08_summary:01_deployment_summary,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-09-bill-passing:report-p4-stock-admin-09-bill-passing-01-bill-passing,section:p4_stock_admin:09_bill_passing,report:p4_stock_admin:09_bill_passing:01_bill_passing,contains,contains report,current,1.0,
edge:classifies:domain-vendor-procurement:report-p4-stock-admin-09-bill-passing-01-bill-passing,domain:vendor_procurement,report:p4_stock_admin:09_bill_passing:01_bill_passing,classifies,analytical domain,current,1.0,
edge:contains:section-p4-stock-admin-10-catering:report-p4-stock-admin-10-catering-01-catering,section:p4_stock_admin:10_catering,report:p4_stock_admin:10_catering:01_catering,contains,contains report,current,1.0,
edge:classifies:domain-inventory-consumption:report-p4-stock-admin-10-catering-01-catering,domain:inventory_consumption,report:p4_stock_admin:10_catering:01_catering,classifies,analytical domain,current,1.0,
edge:exposes-field:report-p1-main-01-sales-analysis-17-day-part-product-detailed:field-a-la-carteqty,report:p1_main:01_sales_analysis:17_day_part_product_detailed,field:a_la_carteqty,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-add,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:add,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-add-on,report:p1_main:01_sales_analysis:19_sales_contribution,field:add_on,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-advance,report:p1_main:04_tax_analysis:05_tax_summary,field:advance,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-04-hourly-item-sales-analysis:field-amount,report:p1_main:01_sales_analysis:04_hourly_item_sales_analysis,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-amount,report:p1_main:01_sales_analysis:08_daily_sales,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-12-daily-sales-with-categories:field-amount,report:p1_main:01_sales_analysis:12_daily_sales_with_categories,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-15-day-part-sales:field-amount,report:p1_main:01_sales_analysis:15_day_part_sales,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-06-enterprise-btc-report:field-amount,report:p1_main:02_settlements:06_enterprise_btc_report,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-11-complimentary-head-itemwise:field-amount,report:p1_main:03_discounts_offers:11_complimentary_head_itemwise,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-12-consolidated-item-complimentary:field-amount,report:p1_main:03_discounts_offers:12_consolidated_item_complimentary,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-04-tax-analysis-05-tax-summary:field-amount,report:p1_main:04_tax_analysis:05_tax_summary,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-01-menu-mix:field-amount,report:p1_main:05_performance:01_menu_mix,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-02-category-analysis:field-amount,report:p1_main:05_performance:02_category_analysis,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-06-item-source-report:field-amount,report:p1_main:05_performance:06_item_source_report,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-07-itemwise-enterprise:field-amount,report:p1_main:05_performance:07_itemwise_enterprise,field:amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-apb,report:p1_main:05_performance:12_brand_performance_section_wise,field:apb,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-apc,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:apc,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-apc,report:p1_main:05_performance:12_brand_performance_section_wise,field:apc,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-06-offer-code-report:field-applicable-net-amount,report:p1_main:03_discounts_offers:06_offer_code_report,field:applicable_net_amount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-06-offer-code-report:field-applicablegrossamount,report:p1_main:03_discounts_offers:06_offer_code_report,field:applicablegrossamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-14-combo-report:field-appliedofferweighteddiscount,report:p1_main:05_performance:14_combo_report,field:appliedofferweighteddiscount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-02-brand-order-type-sales:field-apt,report:p1_main:01_sales_analysis:02_brand_order_type_sales,field:apt,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-15-day-part-sales:field-apt,report:p1_main:01_sales_analysis:15_day_part_sales,field:apt,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-19-sales-contribution:field-apt,report:p1_main:01_sales_analysis:19_sales_contribution,field:apt,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-09-daily-sales-analysis:field-area,report:p1_main:01_sales_analysis:09_daily_sales_analysis,field:area,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-10-daily-sales-tabwise:field-area,report:p1_main:01_sales_analysis:10_daily_sales_tabwise,field:area,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-11-daily-sales-sourcewise:field-area,report:p1_main:01_sales_analysis:11_daily_sales_sourcewise,field:area,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-03-super-category-sourcewise-sales:field-area,report:p1_main:05_performance:03_super_category_sourcewise_sales,field:area,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-04-super-category-tabwise-sourcewise:field-area,report:p1_main:05_performance:04_super_category_tabwise_sourcewise,field:area,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-09-daily-sales-analysis:field-averagedailysales,report:p1_main:01_sales_analysis:09_daily_sales_analysis,field:averagedailysales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-09-daily-sales-analysis:field-averagedailysales-growth,report:p1_main:01_sales_analysis:09_daily_sales_analysis,field:averagedailysales_growth,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-01-outlet-sales:field-avg-per-bill,report:p1_main:01_sales_analysis:01_outlet_sales,field:avg_per_bill,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-01-outlet-sales:field-avg-per-cover,report:p1_main:01_sales_analysis:01_outlet_sales,field:avg_per_cover,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-04-hourly-item-sales-analysis:field-b,report:p1_main:01_sales_analysis:04_hourly_item_sales_analysis,field:b,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-20-billwise-section-sales-analysis:field-beverage,report:p1_main:01_sales_analysis:20_billwise_section_sales_analysis,field:beverage,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-21-section-sales-analysis:field-beverage,report:p1_main:01_sales_analysis:21_section_sales_analysis,field:beverage,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-05-performance-12-brand-performance-section-wise:field-beveragesales,report:p1_main:05_performance:12_brand_performance_section_wise,field:beveragesales,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-02-daily-discount-billwise:field-bill-date,report:p1_main:03_discounts_offers:02_daily_discount_billwise,field:bill_date,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-05-discount-billwise-analysis:field-bill-date,report:p1_main:03_discounts_offers:05_discount_billwise_analysis,field:bill_date,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-08-discount-and-complimentary-analysi:field-bill-date,report:p1_main:03_discounts_offers:08_discount_and_complimentary_analysi,field:bill_date,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-06-enterprise-btc-report:field-bill-no,report:p1_main:02_settlements:06_enterprise_btc_report,field:bill_no,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-05-discount-billwise-analysis:field-bill-number,report:p1_main:03_discounts_offers:05_discount_billwise_analysis,field:bill_number,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-08-discount-and-complimentary-analysi:field-bill-number,report:p1_main:03_discounts_offers:08_discount_and_complimentary_analysi,field:bill_number,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-20-billwise-section-sales-analysis:field-bill-time,report:p1_main:01_sales_analysis:20_billwise_section_sales_analysis,field:bill_time,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-bill-time,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:bill_time,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-02-daily-discount-billwise:field-billamount,report:p1_main:03_discounts_offers:02_daily_discount_billwise,field:billamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-05-discount-billwise-analysis:field-billamount,report:p1_main:03_discounts_offers:05_discount_billwise_analysis,field:billamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-08-discount-and-complimentary-analysi:field-billamount,report:p1_main:03_discounts_offers:08_discount_and_complimentary_analysi,field:billamount,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-02-settlements-05-billwise-settlement-analysis:field-billnumber,report:p1_main:02_settlements:05_billwise_settlement_analysis,field:billnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-03-discounts-offers-02-daily-discount-billwise:field-billnumber,report:p1_main:03_discounts_offers:02_daily_discount_billwise,field:billnumber,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-01-outlet-sales:field-bills,report:p1_main:01_sales_analysis:01_outlet_sales,field:bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-04-hourly-item-sales-analysis:field-bills,report:p1_main:01_sales_analysis:04_hourly_item_sales_analysis,field:bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
edge:exposes-field:report-p1-main-01-sales-analysis-08-daily-sales:field-bills,report:p1_main:01_sales_analysis:08_daily_sales,field:bills,exposes_field,exposes field,extracted,0.75,Derived schema candidate; local evidence references are excluded.
