page,section,report_name,report_folder,field_order,raw_header_text,normalized_field_name,source_kind,source_evidence,semantic_role,data_type_guess,grain_role,model_candidate,notes
p1_main,01_sales_analysis,Daily Sales Analysis,p1_main/01_sales_analysis/09_daily_sales_analysis,17,YTD (CY/PY),ytd_cy_py,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Analysis,p1_main/01_sales_analysis/09_daily_sales_analysis,18,Region Wise,region_wise,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,1,Building Type,building_type,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,2,Area,area,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,3,Region,region,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,4,OUTLET NAME,outlet_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,5,Date,date,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,6,Tabs,tabs,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,7,No OfItems,no_ofitems,p1_schema_ocr_word,,dimension,text_or_identifier,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,8,No Of Bills,no_of_bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,9,Sale,sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,10,Discount,discount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,11,Total Charges,total_charges,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,12,Net Sale,net_sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,13,TotalTax,totaltax,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,14,TotalAmount,totalamount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,15,Round Off,round_off,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,16,GROSS AMOUNT,gross_amount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Tabwise,p1_main/01_sales_analysis/10_daily_sales_tabwise,17,Covers,covers,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,1,Building Type,building_type,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,2,Area,area,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,3,Region,region,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,4,OUTLET NAME,outlet_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,5,Date,date,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,6,Source,source,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,7,No OfItems,no_ofitems,p1_schema_ocr_word,,dimension,text_or_identifier,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,8,No Of Bills,no_of_bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,9,EMPLOYEE MEAL BILLS,employee_meal_bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,10,Sale,sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,11,Discount,discount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,12,Charges,charges,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,13,NetSale,netsale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,14,TotalTax,totaltax,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,15,TotalAmount,totalamount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,16,RoundOff,roundoff,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales Sourcewise,p1_main/01_sales_analysis/11_daily_sales_sourcewise,17,GROSS AMOUNT,gross_amount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,1,DATE,date,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,2,NOOF,noof,p1_schema_ocr_word,,unknown,text_or_identifier,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,3,SALE,sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,4,ADD-,add,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,5,CLUSTER,cluster,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,6,FORMAT,format,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,7,DISCOUNT,discount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,8,CHARGES,charges,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,9,NETSALE,netsale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,10,CHAI,chai,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,11,WELLNESS,wellness,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,12,OUTLET NAME,outlet_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,13,ITEMS,items,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,14,BILLS,bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,15,ON,on,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,16,TEA,tea,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,17,COLD,cold,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,18,EMPLOYEE,employee,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,19,PROTEIN,protein,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,20,FRAPPES,frappes,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,21,FOCCACIA,foccacia,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,22,FLAT,flat,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,23,HOT,hot,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,24,SANDOS,sandos,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,25,BUNS,buns,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,26,COFFEE,coffee,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,27,ROLLS,rolls,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,28,BROWNIES,brownies,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,29,BREW,brew,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,30,MEAL,meal,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,31,DRINKS,drinks,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,32,SANDWICH,sandwich,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,33,BREADS,breads,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,34,CHOCOLATE,chocolate,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,35,ICED,iced,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,36,MATCHA,matcha,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,37,CAKES,cakes,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,38,BOWLS,bowls,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,39,STATIONERY,stationery,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,40,MERCHANDISE,merchandise,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,41,MUFFIN,muffin,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,42,COOKIES,cookies,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,43,CROISSANT,croissant,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,44,SMOOTHIE,smoothie,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,45,BREKKIE,brekkie,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,46,HOJICHA,hojicha,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,47,CAKE,cake,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,48,CHOICE,choice,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,49,CGST(,cgst,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,50,SGST(,sgst,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,51,PLASTIC,plastic,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,52,BRIOCHE,brioche,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,53,PUFF,puff,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,54,SOURDOUGH,sourdough,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,55,TOASTS,toasts,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,56,OF,of,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,57,PACKAGED,packaged,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,58,COOLERS,coolers,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,59,SPECIALTY,specialty,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,60,JAR,jar,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,61,GST@5%,gst_5,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,62,DRINKWARE,drinkware,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,63,MILK,milk,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,64,WATER,water,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,65,DESSERTS,desserts,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,66,TOTAL,total,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,67,TAX,tax,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,68,GST@18%,gst_18,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,69,PRODUCT,product,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,70,ROUND,round,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,71,GROSS,gross,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,72,AMOUNT,amount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,73,OFF,off,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Daily Sales With Categories,p1_main/01_sales_analysis/12_daily_sales_with_categories,74,LEVEL,level,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,1,OUTLET NAME,outlet_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,2,DATE,date,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,3,HOUR,hour,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,4,ITEMNUMBER,itemnumber,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,5,ITEM NAME,item_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,6,QTY,qty,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Item Hourly Sales By Tab,p1_main/01_sales_analysis/13_item_hourly_sales_by_tab,7,NET SALE,net_sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,1,OUTLET NAME,outlet_name,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,2,DATE,date,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,3,HOUR,hour,p1_schema_ocr_word,,time,date_or_time,time,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,4,BILLS,bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,5,NET SALE,net_sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,6,GROSS SALE,gross_sale,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Hourly Sales By Source,p1_main/01_sales_analysis/14_hourly_sales_by_source,7,SOURCE,source,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,1,Deployment,deployment,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,2,Cluster,cluster,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,3,Format,format,p1_schema_ocr_word,,dimension,text,dimension,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,5,Day Session,day_session,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,6,NO. OF TICKETS,no_of_tickets,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,7,EMPLOYEE MEAL BILLS,employee_meal_bills,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,8,APT,apt,p1_schema_ocr_word,,unknown,text,unknown,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,9,AMOUNT,amount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,10,DISCOUNT,discount,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
p1_main,01_sales_analysis,Day Part Sales,p1_main/01_sales_analysis/15_day_part_sales,11,GST@5%,gst_5,p1_schema_ocr_word,,measure,numeric,measure,FACT_Sales or sales validation staging,
