ERP Doc ID,Vendor ID,Vendor Name,Outlet #,Outlet Name,Status,Published,Received On,Inserted By,Comment,Updated On,Item ID,UOM,Unit Price
EVP-month_02-00132,VEND012,SweetBase Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING019,litre,91.09
EVP-month_02-00133,VEND012,SweetBase Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING024,litre,397.19
EVP-month_02-00134,VEND011,TeaLeaf Traders NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING020,kg,628.81
EVP-month_02-00135,VEND001,BeanCraft Roasters Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING001,kg,989.74
EVP-month_02-00136,VEND008,ChocoCraft Ingredients,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING016,litre,267.65
EVP-month_02-00137,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING009,pcs,11.83
EVP-month_02-00138,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING010,pcs,28.16
EVP-month_02-00139,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING011,pcs,15.6
EVP-month_02-00140,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING012,pcs,42.46
EVP-month_02-00141,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING014,pcs,45.14
EVP-month_02-00142,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING015,pcs,72.1
EVP-month_02-00143,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING002,litre,72.65
EVP-month_02-00144,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING003,litre,191.98
EVP-month_02-00145,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING004,litre,211.12
EVP-month_02-00146,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING005,kg,359.18
EVP-month_02-00147,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING006,kg,473.08
EVP-month_02-00148,VEND009,FrozenBerry Traders,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING025,kg,433.42
EVP-month_02-00149,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING023,kg,106.18
EVP-month_02-00150,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING028,kg,94.09
EVP-month_02-00151,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING030,kg,83.34
EVP-month_02-00152,VEND010,Metro Wholesale Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING022,kg,12.03
EVP-month_02-00153,VEND007,NorthStar Poultry,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING008,pcs,7.04
EVP-month_02-00154,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING036,pcs,3.34
EVP-month_02-00155,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING037,pcs,2.79
EVP-month_02-00156,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING038,pcs,1.14
EVP-month_02-00157,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING040,pcs,0.32
EVP-month_02-00158,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING041,pcs,5.05
EVP-month_02-00159,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING042,pcs,6.64
EVP-month_02-00160,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING043,pcs,5.93
EVP-month_02-00161,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING017,litre,249.14
EVP-month_02-00162,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING018,litre,247.8
EVP-month_02-00163,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING019,litre,88.85
EVP-month_02-00164,VEND012,SweetBase Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING024,litre,401.6
EVP-month_02-00165,VEND011,TeaLeaf Traders NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING021,kg,2134.18
EVP-month_02-00166,VEND001,BeanCraft Roasters Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING001,kg,993.1
EVP-month_02-00167,VEND008,ChocoCraft Ingredients,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING013,pcs,35.48
EVP-month_02-00168,VEND008,ChocoCraft Ingredients,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING016,litre,265.8
EVP-month_02-00169,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING009,pcs,12.34
EVP-month_02-00170,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING010,pcs,29.08
EVP-month_02-00171,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING011,pcs,14.71
EVP-month_02-00172,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING012,pcs,43.73
EVP-month_02-00173,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING014,pcs,48.19
EVP-month_02-00174,VEND003,Delhi Bakery Supply Co,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING015,pcs,76.72
EVP-month_02-00175,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING002,litre,74.35
EVP-month_02-00176,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING003,litre,184.38
EVP-month_02-00177,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING004,litre,212.36
EVP-month_02-00178,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING005,kg,364.55
EVP-month_02-00179,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING006,kg,498.69
EVP-month_02-00180,VEND002,FreshDairy Foods NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING027,kg,550.71
EVP-month_02-00181,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING023,kg,110.72
EVP-month_02-00182,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING026,kg,69.22
EVP-month_02-00183,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING028,kg,94.01
EVP-month_02-00184,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING030,kg,83.38
EVP-month_02-00185,VEND005,GreenLeaf Produce Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING031,kg,54.11
EVP-month_02-00186,VEND010,Metro Wholesale Delhi,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING022,kg,12.39
EVP-month_02-00187,VEND007,NorthStar Poultry,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING007,kg,348.37
EVP-month_02-00188,VEND007,NorthStar Poultry,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING008,pcs,7.15
EVP-month_02-00189,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING036,pcs,3.4
EVP-month_02-00190,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING037,pcs,2.87
EVP-month_02-00191,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING038,pcs,1.12
EVP-month_02-00192,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING039,pcs,0.56
EVP-month_02-00193,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING040,pcs,0.33
EVP-month_02-00194,VEND004,PackPro Disposables,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING042,pcs,6.46
EVP-month_02-00195,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING032,kg,343.31
EVP-month_02-00196,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING033,kg,285.47
EVP-month_02-00197,VEND006,SpiceRoot Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING035,kg,322.69
EVP-month_02-00198,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING018,litre,250.57
EVP-month_02-00199,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING019,litre,96.17
EVP-month_02-00200,VEND012,SweetBase Foods,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING024,litre,400.35
EVP-month_02-00201,VEND011,TeaLeaf Traders NCR,OUT003,ABNAH Cafe Saket Premium,Approved,Yes,2026-02-28,synthetic.generator,Monthly approved synthetic vendor price,2026-02-28,ING020,kg,639.23
EVP-month_03-00202,VEND001,BeanCraft Roasters Delhi,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING001,kg,1017.34
EVP-month_03-00203,VEND008,ChocoCraft Ingredients,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING013,pcs,34.97
EVP-month_03-00204,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING009,pcs,12.41
EVP-month_03-00205,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING010,pcs,29.59
EVP-month_03-00206,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING011,pcs,15.14
EVP-month_03-00207,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING012,pcs,42.4
EVP-month_03-00208,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING014,pcs,47.27
EVP-month_03-00209,VEND003,Delhi Bakery Supply Co,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING015,pcs,74.33
EVP-month_03-00210,VEND002,FreshDairy Foods NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING002,litre,74.67
EVP-month_03-00211,VEND002,FreshDairy Foods NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING004,litre,213.85
EVP-month_03-00212,VEND002,FreshDairy Foods NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING005,kg,381.44
EVP-month_03-00213,VEND002,FreshDairy Foods NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING006,kg,502.12
EVP-month_03-00214,VEND002,FreshDairy Foods NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING027,kg,542.63
EVP-month_03-00215,VEND009,FrozenBerry Traders,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING025,kg,419.14
EVP-month_03-00216,VEND005,GreenLeaf Produce Delhi,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING026,kg,77.88
EVP-month_03-00217,VEND005,GreenLeaf Produce Delhi,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING028,kg,100.23
EVP-month_03-00218,VEND005,GreenLeaf Produce Delhi,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING029,kg,45.73
EVP-month_03-00219,VEND010,Metro Wholesale Delhi,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING022,kg,12.57
EVP-month_03-00220,VEND007,NorthStar Poultry,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING007,kg,349.62
EVP-month_03-00221,VEND007,NorthStar Poultry,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING008,pcs,7.58
EVP-month_03-00222,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING036,pcs,3.18
EVP-month_03-00223,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING037,pcs,2.84
EVP-month_03-00224,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING038,pcs,1.11
EVP-month_03-00225,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING039,pcs,0.57
EVP-month_03-00226,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING040,pcs,0.35
EVP-month_03-00227,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING041,pcs,5.18
EVP-month_03-00228,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING042,pcs,6.52
EVP-month_03-00229,VEND004,PackPro Disposables,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING043,pcs,5.99
EVP-month_03-00230,VEND006,SpiceRoot Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING032,kg,359.47
EVP-month_03-00231,VEND006,SpiceRoot Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING034,kg,197.99
EVP-month_03-00232,VEND006,SpiceRoot Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING035,kg,324.11
EVP-month_03-00233,VEND012,SweetBase Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING017,litre,262.88
EVP-month_03-00234,VEND012,SweetBase Foods,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING019,litre,96.89
EVP-month_03-00235,VEND011,TeaLeaf Traders NCR,OUT001,ABNAH Cafe Connaught Place,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING021,kg,2212.68
EVP-month_03-00236,VEND001,BeanCraft Roasters Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING001,kg,1019.84
EVP-month_03-00237,VEND008,ChocoCraft Ingredients,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING013,pcs,33.87
EVP-month_03-00238,VEND008,ChocoCraft Ingredients,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING016,litre,265.39
EVP-month_03-00239,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING009,pcs,11.97
EVP-month_03-00240,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING010,pcs,29.05
EVP-month_03-00241,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING012,pcs,45.16
EVP-month_03-00242,VEND003,Delhi Bakery Supply Co,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING015,pcs,76.45
EVP-month_03-00243,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING002,litre,72.73
EVP-month_03-00244,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING004,litre,217.75
EVP-month_03-00245,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING005,kg,378.8
EVP-month_03-00246,VEND002,FreshDairy Foods NCR,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING006,kg,497.55
EVP-month_03-00247,VEND009,FrozenBerry Traders,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING025,kg,430.25
EVP-month_03-00248,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING026,kg,76.94
EVP-month_03-00249,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING029,kg,44.53
EVP-month_03-00250,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING030,kg,92.43
EVP-month_03-00251,VEND005,GreenLeaf Produce Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING031,kg,58.77
EVP-month_03-00252,VEND010,Metro Wholesale Delhi,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING022,kg,11.78
EVP-month_03-00253,VEND007,NorthStar Poultry,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING007,kg,346.31
EVP-month_03-00254,VEND007,NorthStar Poultry,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING008,pcs,7.25
EVP-month_03-00255,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING036,pcs,3.34
EVP-month_03-00256,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING037,pcs,2.95
EVP-month_03-00257,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING039,pcs,0.58
EVP-month_03-00258,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING040,pcs,0.32
EVP-month_03-00259,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING041,pcs,5.26
EVP-month_03-00260,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING042,pcs,6.71
EVP-month_03-00261,VEND004,PackPro Disposables,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING043,pcs,6.03
EVP-month_03-00262,VEND006,SpiceRoot Foods,OUT002,ABNAH Cafe Hauz Khas,Approved,Yes,2026-03-31,synthetic.generator,Monthly approved synthetic vendor price,2026-03-31,ING032,kg,347.18
