source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,stock_date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,gk2_main_store_qty,total_qty,total_amt
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,256.62,45.1409,45.1409,11584.06
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,252.66,60.1806,60.1806,15205.23
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,237.73,61.5405,61.5405,14630.02
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,91.16,41.9196,41.9196,3821.39
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,615.19,36.6321,36.6321,22535.7
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2150.0,6.0,6.0,12900.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.48,538.9568,538.9568,6726.18
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,110.0,22.7324,22.7324,2500.56
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,0.0,10.6682,10.6682,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,420.0,17.6286,17.6286,7404.01
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,73.42,208.1821,208.1821,15284.73
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,530.54,125.3617,125.3617,66509.4
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,91.77,31.8618,31.8618,2923.96
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,42.33,123.3026,123.3026,5219.4
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,84.0,25.5379,25.5379,2145.18
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,55.27,153.6999,153.6999,8494.99
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,340.17,68.1502,68.1502,23182.65
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,290.76,36.275,36.275,10547.32
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,187.35,17.7438,17.7438,3324.3
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,310.0,17.6204,17.6204,5462.32
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.34,3530.338,3530.338,11791.33
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.91,3459.49,3459.49,10067.12
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.1,5190.7255,5190.7255,5709.8
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.55,2137.307,2137.307,1175.52
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.33,6285.275,6285.275,2074.14
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.13,979.24,979.24,5023.5
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.65,1582.268,1582.268,10522.08
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.66,1292.347,1292.347,7314.68
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,989.38,0.1829,0.1829,180.96
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,73.48,344.0742,344.0742,25282.57
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,0.0,82.9834,82.9834,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,215.81,169.2357,169.2357,36522.76
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,374.74,88.0768,88.0768,33005.9
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,485.15,52.9957,52.9957,25710.86
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,321.49,179.9679,179.9679,57857.88
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.07,970.964,970.964,6864.72
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,12.62,861.8632,861.8632,10876.71
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,28.82,1271.166,1271.166,36635.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,15.19,1617.516,1617.516,24570.07
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,41.1,354.5326,354.5326,14571.29
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,34.92,1366.764,1366.764,47727.4
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,45.5,334.1203,334.1203,15202.47
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,71.1,370.49,370.49,26341.84
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,262.6,27.1726,27.1726,7135.52
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,252.5,96.4214,96.4214,24346.4
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,236.39,87.4134,87.4134,20663.65
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,91.12,74.5411,74.5411,6792.19
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,631.58,62.0029,62.0029,39159.79
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2171.5,13.288,13.288,28854.89
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.48,595.7766,595.7766,7435.29
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,107.8,67.2566,67.2566,7250.26
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,397.19,54.9766,54.9766,21836.16
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,424.2,15.2881,15.2881,6485.21
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,71.68,118.0878,118.0878,8464.53
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,531.18,140.3226,140.3226,74536.56
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,93.1,11.8106,11.8106,1099.57
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,41.16,299.5079,299.5079,12327.75
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,85.12,104.7081,104.7081,8912.75
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,52.97,331.8817,331.8817,17579.77
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,343.4,31.8294,31.8294,10930.22
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,0.0,31.8559,31.8559,0.0
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,191.9,35.8333,35.8333,6876.41
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,308.98,38.2807,38.2807,11827.97
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.3,6991.0068,6991.0068,23070.32
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.81,2820.4376,2820.4376,7925.43
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.09,77.9102,77.9102,84.92
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.57,2171.7248,2171.7248,1237.88
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.32,1054.5197,1054.5197,337.45
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.04,2042.6363,2042.6363,10294.89
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.58,2796.304,2796.304,18399.68
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.89,1847.872,1847.872,10883.97
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,991.65,24.2624,24.2624,24059.81
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,72.65,53.5442,53.5442,3889.99
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,191.98,5.4056,5.4056,1037.77
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,211.15,149.1045,149.1045,31483.42
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,359.23,179.9835,179.9835,64655.47
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,473.08,34.5912,34.5912,16364.4
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,333.3,173.8532,173.8532,57945.27
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.05,1264.566,1264.566,8915.19
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,11.83,1227.8318,1227.8318,14525.25
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,27.75,796.216,796.216,22094.99
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,15.71,1864.076,1864.076,29284.63
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,42.46,563.5419,563.5419,23927.99
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,34.34,158.303,158.303,5436.13
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,44.98,205.6014,205.6014,9247.95
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,71.9,464.609,464.609,33405.39
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,272.21,81.047,81.047,22061.8
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,249.14,51.3195,51.3195,12785.74
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,248.65,166.5205,166.5205,41405.32
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,88.82,182.2051,182.2051,16183.46
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,626.2,12.0615,12.0615,7552.91
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2134.18,33.178,33.178,70807.82
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.03,1130.2915,1130.2915,13597.41
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,106.18,67.6924,67.6924,7187.58
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,400.82,71.0418,71.0418,28474.97
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,433.1,163.0437,163.0437,70614.23
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,70.56,178.7575,178.7575,12613.13
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,530.4,45.7045,45.7045,24241.67
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,94.09,41.6242,41.6242,3916.42
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,41.16,42.5949,42.5949,1753.21
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,83.47,207.788,207.788,17344.06
