source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,store_kitchen_name,user_name,physical_date,transaction_number,item_code,item_name,item_brand,category_name,super_category_name,comment,physical_qty,unit,unit_price,physical_amt,source
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,468.214,pcs,42.66,19974.01,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,223.352,pcs,33.38,7455.49,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,101.0505,pcs,45.74,4622.05,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,341.762,pcs,74.96,25618.48,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,45.1169,litre,256.62,11577.9,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,60.2206,litre,252.66,15215.34,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,61.6005,litre,237.73,14644.29,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,41.9916,litre,91.16,3827.95,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,36.6221,kg,615.19,22529.55,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,6.004,kg,2150.0,12908.6,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,538.9568,kg,12.48,6726.18,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,22.7924,kg,110.0,2507.16,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,10.6522,litre,0.0,0.0,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,17.6486,kg,420.0,7412.41,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,208.1101,kg,73.42,15279.44,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,125.3457,kg,530.54,66500.91,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,31.8198,kg,91.77,2920.1,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,123.4106,kg,42.33,5223.97,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,25.4779,kg,84.0,2140.14,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,153.6639,kg,55.27,8493.0,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,68.1662,kg,340.17,23188.1,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,36.291,kg,290.76,10551.97,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,17.7598,kg,187.35,3327.3,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,17.6684,kg,310.0,5477.2,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,3530.338,pcs,3.34,11791.33,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,3462.29,pcs,2.91,10075.26,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,5193.5255,pcs,1.1,5712.88,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,2139.307,pcs,0.55,1176.62,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,6285.275,pcs,0.33,2074.14,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,979.24,pcs,5.13,5023.5,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,1582.988,pcs,6.65,10526.87,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1292.347,pcs,5.66,7314.68,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.1829,kg,989.38,180.96,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,343.8342,litre,73.48,25264.94,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,83.0674,litre,0.0,0.0,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,169.1757,litre,215.81,36509.81,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,88.0528,kg,374.74,32996.91,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,53.0157,kg,485.15,25720.57,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,180.0519,kg,321.49,57884.89,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,971.684,pcs,7.07,6869.81,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,862.4632,pcs,12.62,10884.29,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,1271.046,pcs,28.82,36631.55,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,1618.116,pcs,15.19,24579.18,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,354.2726,pcs,41.1,14560.6,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,1366.344,pcs,34.92,47712.73,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,334.1203,pcs,45.5,15202.47,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,370.49,pcs,71.1,26341.84,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,27.2446,litre,262.6,7154.43,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,96.4014,litre,252.5,24341.35,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,87.4334,litre,236.39,20668.38,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,74.5051,litre,91.12,6788.9,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,61.9829,kg,631.58,39147.16,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,13.292,kg,2171.5,28863.58,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,595.5366,kg,12.48,7432.3,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,67.2166,kg,107.8,7245.95,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,54.9526,litre,397.19,21826.62,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,15.2881,kg,424.2,6485.21,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,118.1598,kg,71.68,8469.69,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,140.3706,kg,531.18,74562.06,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,11.7826,kg,93.1,1096.96,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,299.4719,kg,41.16,12326.26,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,104.6481,kg,85.12,8907.65,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,331.7737,kg,52.97,17574.05,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,31.8774,kg,343.4,10946.7,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,31.8559,kg,0.0,0.0,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,35.8813,kg,191.9,6885.62,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,38.2647,kg,308.98,11823.03,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,6993.8068,pcs,3.3,23079.56,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,2821.8376,pcs,2.81,7929.36,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,77.9102,pcs,1.09,84.92,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,2174.7248,pcs,0.57,1239.59,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,1050.9197,pcs,0.32,336.29,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,2043.7163,pcs,5.04,10300.33,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,2796.664,pcs,6.58,18402.05,
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1847.872,pcs,5.89,10883.97,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,24.3104,kg,991.65,24107.41,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,53.3042,litre,72.65,3872.55,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,5.4896,litre,191.98,1053.89,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,149.1045,litre,211.15,31483.42,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,179.9115,kg,359.23,64629.61,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,34.5512,kg,473.08,16345.48,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,173.7972,kg,333.3,57926.61,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,1264.086,pcs,7.05,8911.81,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,1227.2318,pcs,11.83,14518.15,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,796.096,pcs,27.75,22091.66,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,1863.476,pcs,15.71,29275.21,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,563.8019,pcs,42.46,23939.03,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,158.723,pcs,34.34,5450.55,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,205.3014,pcs,44.98,9234.46,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,464.399,pcs,71.9,33390.29,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,81.119,litre,272.21,22081.4,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,51.2595,litre,249.14,12770.79,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,166.4805,litre,248.65,41395.38,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,182.2051,litre,88.82,16183.46,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,12.0915,kg,626.2,7571.7,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,33.17,kg,2134.18,70790.75,
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-28,PHY-OUT002-02-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,1129.8115,kg,12.03,13591.63,
