source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,item_code,item_name,company_name,deployment_name,transaction_date,invoice_date,po_date,po_number,transaction_number,vendor_code,vendor_name,invoice_number,batch_number,category_code,category_name,super_category_code,super_category_name,po_qty,po_unit,po_unit_price,po_amount,po_comment,purchase_qty,purchase_unit,purchase_unit_price,purchase_amount,discount_amt,cgst_tax_amt,sgst_tax_amt,igst_tax_amt,other_tax_amt,total_amt
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING002,Milk,,ABNAH Cafe Connaught Place,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260129-00147,VEND002,FreshDairy Foods NCR,INV-2601-00147,,CAT-DAI,Dairy,SUP-RAW,Raw Material,84.45,litre,74.2,6266.19,,60.76,litre,74.2,4508.39,0.0,112.71,112.71,0,0,4733.81
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING003,Oat Milk,,ABNAH Cafe Connaught Place,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260129-00148,VEND002,FreshDairy Foods NCR,INV-2601-00148,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,24.33,litre,187.1,4552.14,,24.33,litre,187.1,4552.14,0.0,113.81,113.8,0,0,4779.75
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING007,Chicken,,ABNAH Cafe Connaught Place,2026-01-30,2026-01-30,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260130-00149,VEND007,NorthStar Poultry,INV-2601-00149,,CAT-PRO,Protein,SUP-RAW,Raw Material,50.77,kg,341.98,17362.32,,50.77,kg,341.98,17362.32,0.0,434.06,434.06,0,0,18230.44
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING010,Bagel,,ABNAH Cafe Connaught Place,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260128-00150,VEND003,Delhi Bakery Supply Co,INV-2601-00150,,CAT-BAK,Bakery,SUP-RAW,Raw Material,135.0,pcs,29.09,3927.15,,135.0,pcs,29.09,3927.15,0.0,98.18,98.18,0,0,4123.51
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING021,Matcha Powder,,ABNAH Cafe Connaught Place,2026-01-25,2026-01-25,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260125-00151,VEND011,TeaLeaf Traders NCR,INV-2601-00151,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,7.3,kg,2158.58,15757.63,,7.3,kg,2158.58,15757.63,0.0,1418.18,1418.19,0,0,18594.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING036,Cold Cup,,ABNAH Cafe Connaught Place,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260126-00152,VEND004,PackPro Disposables,INV-2601-00152,,CAT-PAC,Packaging,SUP-CON,Consumable,1100.0,pcs,3.27,3597.0,,834.03,pcs,3.27,2727.28,0.0,245.46,245.45,0,0,3218.19
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING041,Dessert Box,,ABNAH Cafe Connaught Place,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260126-00153,VEND004,PackPro Disposables,INV-2601-00153,,CAT-PAC,Packaging,SUP-CON,Consumable,610.0,pcs,5.16,3147.6,,610.0,pcs,5.16,3147.6,0.0,283.29,283.28,0,0,3714.17
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING043,Wrap Packaging,,ABNAH Cafe Connaught Place,2026-01-25,2026-01-25,2026-01-25,PO-20260125-OUT001-0025,GRN-OUT001-260125-00154,VEND004,PackPro Disposables,INV-2601-00154,,CAT-PAC,Packaging,SUP-CON,Consumable,625.0,pcs,5.95,3718.75,,625.0,pcs,5.95,3718.75,0.0,334.69,334.69,0,0,4388.13
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING009,Bread,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260129-00155,VEND003,Delhi Bakery Supply Co,INV-2601-00155,,CAT-BAK,Bakery,SUP-RAW,Raw Material,630.0,pcs,12.04,7585.2,,630.0,pcs,12.04,7585.2,0.0,189.63,189.63,0,0,7964.46
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING010,Bagel,,ABNAH Cafe Hauz Khas,2026-01-25,2026-01-25,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260125-00156,VEND003,Delhi Bakery Supply Co,INV-2601-00156,,CAT-BAK,Bakery,SUP-RAW,Raw Material,240.0,pcs,28.07,6736.8,,240.0,pcs,28.07,6736.8,0.0,168.42,168.42,0,0,7073.64
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING011,Tortilla,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00157,VEND003,Delhi Bakery Supply Co,INV-2601-00157,,CAT-BAK,Bakery,SUP-RAW,Raw Material,350.0,pcs,15.44,5404.0,,350.0,pcs,15.44,5404.0,0.0,135.1,135.1,0,0,5674.2
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260128-00158,VEND008,ChocoCraft Ingredients,INV-2601-00158,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,35.87,litre,253.2,9082.28,,17.62,litre,253.2,4461.38,0.0,401.52,401.53,0,0,5264.43
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING033,Chipotle Sauce,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00159,VEND006,SpiceRoot Foods,INV-2601-00159,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,34.72,kg,270.27,9383.77,,34.72,kg,270.27,9383.77,0.0,844.54,844.54,0,0,11072.85
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING042,Sandwich Box,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00160,VEND004,PackPro Disposables,INV-2601-00160,,CAT-PAC,Packaging,SUP-CON,Consumable,680.0,pcs,6.85,4611.42,,680.0,pcs,6.85,4658.0,0.0,419.22,419.22,0,0,5496.44
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260126-00161,VEND004,PackPro Disposables,INV-2601-00161,,CAT-PAC,Packaging,SUP-CON,Consumable,390.0,pcs,5.96,2324.4,,390.0,pcs,5.96,2324.4,0.0,209.19,209.2,0,0,2742.79
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING004,Cream,,ABNAH Cafe Saket Premium,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260128-00162,VEND002,FreshDairy Foods NCR,INV-2601-00162,,CAT-DAI,Dairy,SUP-RAW,Raw Material,45.15,litre,202.61,9147.84,,45.15,litre,202.61,9147.84,0.0,228.69,228.7,0,0,9605.23
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260126-00163,VEND004,PackPro Disposables,INV-2601-00163,,CAT-PAC,Packaging,SUP-CON,Consumable,2415.0,pcs,1.1,2656.5,,2415.0,pcs,1.1,2656.5,0.0,239.09,239.08,0,0,3134.67
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING039,Straw,,ABNAH Cafe Saket Premium,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260129-00164,VEND004,PackPro Disposables,INV-2601-00164,,CAT-PAC,Packaging,SUP-CON,Consumable,900.0,pcs,0.55,495.0,,900.0,pcs,0.55,495.0,0.0,44.55,44.55,0,0,584.1
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING040,Napkin,,ABNAH Cafe Saket Premium,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260128-00165,VEND004,PackPro Disposables,INV-2601-00165,,CAT-PAC,Packaging,SUP-CON,Consumable,1515.0,pcs,0.34,515.1,,1515.0,pcs,0.34,515.1,0.0,46.36,46.36,0,0,607.82
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260126-00166,VEND004,PackPro Disposables,INV-2601-00166,,CAT-PAC,Packaging,SUP-CON,Consumable,370.0,pcs,6.82,2523.4,,370.0,pcs,6.82,2523.4,25.23,224.84,224.83,0,0,2947.84
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING013,Brownie Base,,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,2026-01-28,PO-20260128-OUT001-0028,GRN-OUT001-260201-00167,VEND008,ChocoCraft Ingredients,INV-2602-00167,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,175.0,pcs,33.43,5850.25,,175.0,pcs,33.43,5850.25,0.0,526.52,526.53,0,0,6903.3
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING020,Tea Leaves,,ABNAH Cafe Connaught Place,2026-01-29,2026-01-29,2026-01-28,PO-20260128-OUT001-0028,GRN-OUT001-260129-00168,VEND011,TeaLeaf Traders NCR,INV-2601-00168,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,12.27,kg,615.77,7555.5,,12.27,kg,615.77,7555.5,0.0,188.88,188.89,0,0,7933.27
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ING023,Lemon,,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,2026-01-28,PO-20260128-OUT001-0028,GRN-OUT001-260131-00169,VEND005,GreenLeaf Produce Delhi,INV-2601-00169,,CAT-PRO,Produce,SUP-RAW,Raw Material,48.41,kg,116.37,5633.47,,48.41,kg,116.37,5633.47,0.0,140.84,140.83,0,0,5915.14
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING027,Butter,,ABNAH Cafe Hauz Khas,2026-02-02,2026-02-02,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260202-00170,VEND002,FreshDairy Foods NCR,INV-2602-00170,,CAT-DAI,Dairy,SUP-RAW,Raw Material,23.37,kg,548.17,12810.73,,23.37,kg,548.17,12810.73,0.0,768.64,768.65,0,0,14348.02
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260130-00171,VEND004,PackPro Disposables,INV-2601-00171,,CAT-PAC,Packaging,SUP-CON,Consumable,1330.0,pcs,3.36,4468.8,,1330.0,pcs,3.36,4468.8,0.0,402.19,402.19,0,0,5273.18
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260129-00172,VEND004,PackPro Disposables,INV-2601-00172,,CAT-PAC,Packaging,SUP-CON,Consumable,1365.0,pcs,2.72,3712.8,,1365.0,pcs,2.72,3712.8,0.0,334.15,334.15,0,0,4381.1
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING038,Lid,,ABNAH Cafe Hauz Khas,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260130-00173,VEND004,PackPro Disposables,INV-2601-00173,,CAT-PAC,Packaging,SUP-CON,Consumable,1280.0,pcs,1.07,1362.75,,1280.0,pcs,1.07,1369.6,0.0,123.27,123.26,0,0,1616.13
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ING039,Straw,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260129-00174,VEND004,PackPro Disposables,INV-2601-00174,,CAT-PAC,Packaging,SUP-CON,Consumable,720.0,pcs,0.55,396.0,,327.26,pcs,0.55,179.99,0.0,16.2,16.2,0,0,212.39
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING005,Paneer,,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260131-00175,VEND002,FreshDairy Foods NCR,INV-2601-00175,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.48,kg,353.83,10430.91,,29.48,kg,353.83,10430.91,0.0,260.77,260.78,0,0,10952.46
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING007,Chicken,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260201-00176,VEND007,NorthStar Poultry,INV-2602-00176,,CAT-PRO,Protein,SUP-RAW,Raw Material,45.92,kg,342.28,15717.5,,45.92,kg,342.28,15717.5,0.0,392.94,392.94,0,0,16503.38
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING015,Cheesecake Base,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00177,VEND003,Delhi Bakery Supply Co,INV-2601-00177,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,75.0,pcs,74.66,5543.5,,75.0,pcs,74.66,5599.5,0.0,503.95,503.96,0,0,6607.41
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING017,Caramel Syrup,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00178,VEND012,SweetBase Foods,INV-2601-00178,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,41.58,litre,252.66,10505.6,,41.58,litre,252.66,10505.6,0.0,945.5,945.51,0,0,12396.61
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING027,Butter,,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260131-00179,VEND002,FreshDairy Foods NCR,INV-2601-00179,,CAT-DAI,Dairy,SUP-RAW,Raw Material,25.26,kg,532.59,13385.95,,25.26,kg,532.59,13453.22,134.53,799.12,799.12,0,0,14916.93
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00180,VEND004,PackPro Disposables,INV-2601-00180,,CAT-PAC,Packaging,SUP-CON,Consumable,1330.0,pcs,1.06,1409.8,,1330.0,pcs,1.06,1409.8,0.0,126.88,126.88,0,0,1663.56
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING002,Milk,,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260201-00181,VEND002,FreshDairy Foods NCR,INV-2602-00181,,CAT-DAI,Dairy,SUP-RAW,Raw Material,75.57,litre,71.79,5425.17,,56.8,litre,71.79,4077.67,0.0,101.94,101.94,0,0,4281.55
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING016,Chocolate Sauce,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260203-00182,VEND008,ChocoCraft Ingredients,INV-2602-00182,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,26.88,litre,254.25,6834.24,,26.88,litre,254.25,6834.24,0.0,615.08,615.08,0,0,8064.4
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING027,Butter,,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260201-00183,VEND002,FreshDairy Foods NCR,INV-2602-00183,,CAT-DAI,Dairy,SUP-RAW,Raw Material,21.58,kg,510.89,11025.01,,21.58,kg,510.89,11025.01,0.0,661.5,661.5,0,0,12348.01
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING029,Onion,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260203-00184,VEND005,GreenLeaf Produce Delhi,INV-2602-00184,,CAT-PRO,Produce,SUP-RAW,Raw Material,39.36,kg,43.24,1701.93,,39.36,kg,43.24,1701.93,0.0,42.55,42.55,0,0,1787.03
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING033,Chipotle Sauce,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260203-00185,VEND006,SpiceRoot Foods,INV-2602-00185,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,18.68,kg,280.19,5207.78,,18.68,kg,280.19,5233.95,0.0,471.06,471.05,0,0,6176.06
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING036,Cold Cup,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260203-00186,VEND004,PackPro Disposables,INV-2602-00186,,CAT-PAC,Packaging,SUP-CON,Consumable,1665.0,pcs,3.21,5344.65,,1665.0,pcs,3.21,5344.65,0.0,481.02,481.02,0,0,6306.69
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING037,Hot Cup,,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260201-00187,VEND004,PackPro Disposables,INV-2602-00187,,CAT-PAC,Packaging,SUP-CON,Consumable,1685.0,pcs,2.79,4701.15,,1685.0,pcs,2.79,4701.15,47.01,418.88,418.87,0,0,5491.89
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING043,Wrap Packaging,,ABNAH Cafe Connaught Place,2026-02-02,2026-02-02,2026-01-31,PO-20260131-OUT001-0031,GRN-OUT001-260202-00188,VEND004,PackPro Disposables,INV-2602-00188,,CAT-PAC,Packaging,SUP-CON,Consumable,385.0,pcs,5.78,2225.3,,385.0,pcs,5.78,2225.3,0.0,200.28,200.27,0,0,2625.85
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING001,Coffee Beans,,ABNAH Cafe Hauz Khas,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260203-00189,VEND001,BeanCraft Roasters Delhi,INV-2602-00189,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,11.64,kg,1018.69,11857.55,,11.64,kg,1018.69,11857.55,0.0,296.44,296.44,0,0,12450.43
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING002,Milk,,ABNAH Cafe Hauz Khas,2026-02-05,2026-02-05,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260205-00190,VEND002,FreshDairy Foods NCR,INV-2602-00190,,CAT-DAI,Dairy,SUP-RAW,Raw Material,154.07,litre,71.95,11085.34,,112.52,litre,71.95,8095.81,80.96,200.37,200.37,0,0,8415.59
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING004,Cream,,ABNAH Cafe Hauz Khas,2026-02-04,2026-02-04,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260204-00191,VEND002,FreshDairy Foods NCR,INV-2602-00191,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.66,litre,211.4,6270.12,,29.66,litre,211.4,6270.12,0.0,156.75,156.76,0,0,6583.63
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING005,Paneer,,ABNAH Cafe Hauz Khas,2026-02-02,2026-02-02,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260202-00192,VEND002,FreshDairy Foods NCR,INV-2602-00192,,CAT-DAI,Dairy,SUP-RAW,Raw Material,39.05,kg,371.18,14494.58,,18.39,kg,371.18,6826.0,0.0,170.65,170.65,0,0,7167.3
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING018,Vanilla Syrup,,ABNAH Cafe Hauz Khas,2026-02-04,2026-02-04,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260204-00193,VEND012,SweetBase Foods,INV-2602-00193,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,31.13,litre,237.99,7408.63,,31.13,litre,237.99,7408.63,0.0,666.77,666.78,0,0,8742.18
month_02,OUT002,ABNAH Cafe Hauz Khas,2026-02-01,2026-02-28,ING030,Capsicum,,ABNAH Cafe Hauz Khas,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT002-0032,GRN-OUT002-260203-00194,VEND005,GreenLeaf Produce Delhi,INV-2602-00194,,CAT-PRO,Produce,SUP-RAW,Raw Material,47.72,kg,88.64,4229.9,,34.42,kg,88.64,3050.99,0.0,76.28,76.27,0,0,3203.54
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING007,Chicken,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260205-00195,VEND007,NorthStar Poultry,INV-2602-00195,,CAT-PRO,Protein,SUP-RAW,Raw Material,50.66,kg,330.19,16727.43,,50.66,kg,330.19,16727.43,0.0,418.19,418.18,0,0,17563.8
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING008,Egg,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260203-00196,VEND007,NorthStar Poultry,INV-2602-00196,,CAT-PRO,Protein,SUP-RAW,Raw Material,290.0,pcs,7.09,2056.1,,290.0,pcs,7.09,2056.1,0.0,51.41,51.4,0,0,2158.91
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING018,Vanilla Syrup,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260205-00197,VEND012,SweetBase Foods,INV-2602-00197,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,22.82,litre,248.23,5607.96,,22.82,litre,248.23,5664.61,0.0,509.81,509.82,0,0,6684.24
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING034,Salsa,,ABNAH Cafe Saket Premium,2026-02-04,2026-02-04,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260204-00198,VEND006,SpiceRoot Foods,INV-2602-00198,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,29.6,kg,187.35,5545.56,,29.6,kg,187.35,5545.56,0.0,499.1,499.1,0,0,6543.76
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING039,Straw,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260201-00199,VEND004,PackPro Disposables,INV-2602-00199,,CAT-PAC,Packaging,SUP-CON,Consumable,715.0,pcs,0.54,386.1,,441.15,pcs,0.54,238.22,0.0,21.44,21.44,0,0,281.1
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260201-00200,VEND004,PackPro Disposables,INV-2602-00200,,CAT-PAC,Packaging,SUP-CON,Consumable,290.0,pcs,5.29,1534.1,,290.0,pcs,5.29,1534.1,0.0,138.07,138.07,0,0,1810.24
month_02,OUT003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-28,ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260203-00201,VEND004,PackPro Disposables,INV-2602-00201,,CAT-PAC,Packaging,SUP-CON,Consumable,600.0,pcs,6.56,3936.0,,426.11,pcs,6.56,2795.28,0.0,251.57,251.58,0,0,3298.43
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING010,Bagel,,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,2026-02-01,PO-20260201-OUT001-0034,GRN-OUT001-260201-00202,VEND003,Delhi Bakery Supply Co,INV-2602-00202,,CAT-BAK,Bakery,SUP-RAW,Raw Material,140.0,pcs,29.24,4093.6,,140.0,pcs,29.24,4093.6,0.0,102.34,102.34,0,0,4298.28
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING013,Brownie Base,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-02-01,PO-20260201-OUT001-0034,GRN-OUT001-260203-00203,VEND008,ChocoCraft Ingredients,INV-2602-00203,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,150.0,pcs,35.43,5287.93,,150.0,pcs,35.43,5314.5,0.0,478.31,478.3,0,0,6271.11
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING018,Vanilla Syrup,,ABNAH Cafe Connaught Place,2026-02-04,2026-02-04,2026-02-01,PO-20260201-OUT001-0034,GRN-OUT001-260204-00204,VEND012,SweetBase Foods,INV-2602-00204,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,35.74,litre,233.63,8266.44,,35.74,litre,233.63,8349.94,0.0,751.5,751.49,0,0,9852.93
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING024,Hibiscus Concentrate,,ABNAH Cafe Connaught Place,2026-02-04,2026-02-04,2026-02-01,PO-20260201-OUT001-0034,GRN-OUT001-260204-00205,VEND012,SweetBase Foods,INV-2602-00205,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,9.94,litre,397.19,3948.07,,9.94,litre,397.19,3948.07,0.0,355.32,355.33,0,0,4658.72
month_02,OUT001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-28,ING030,Capsicum,,ABNAH Cafe Connaught Place,2026-02-03,2026-02-03,2026-02-01,PO-20260201-OUT001-0034,GRN-OUT001-260203-00206,VEND005,GreenLeaf Produce Delhi,INV-2602-00206,,CAT-PRO,Produce,SUP-RAW,Raw Material,47.56,kg,85.12,4048.31,,47.56,kg,85.12,4048.31,0.0,101.21,101.21,0,0,4250.73
